Genus,Species,Host,Year
meloidogyne,minor,Grass,2021
meloidogyne,morocciensis,Prunus persica,2020
meloidogyne,morocciensis,Peach,2020
meloidogyne,morocciensis,Peanut,1990
meloidogyne,morocciensis,Tobacco,1990
meloidogyne,morocciensis,Pepper,1990
meloidogyne,morocciensis,Tomato,1990
meloidogyne,morocciensis,Peach,1990
meloidogyne,morocciensis,Cotton,1990
meloidogyne,morocciensis,Soybean,2020
meloidogyne,morocciensis,Beetroot,2021
meloidogyne,naasi,Grass,2020
meloidogyne,naasi,Chickpea,2013
meloidogyne,naasi,Brassica oleracea,2013
meloidogyne,naasi,Wheat,2013
meloidogyne,naasi,Wheat,1970
meloidogyne,naasi,Wheat,2004
meloidogyne,naasi,Oat,1973
meloidogyne,naasi,Sorghum,1973
meloidogyne,naasi,Barley,1973
meloidogyne,naasi,Sorghum,1976
meloidogyne,naasi,Sorghum,1973
meloidogyne,naasi,Sorghum,2006
meloidogyne,naasi,Wheat,2006
meloidogyne,naasi,Barley,2006
meloidogyne,naasi,Hordeum vulgare,2006
meloidogyne,naasi,Triticum durum,2006
meloidogyne,naasi,Grass,2006
meloidogyne,naasi,Nicotiana tabacum,2018
meloidogyne,naasi,Tobacco,2018
meloidogyne,naasi,Wheat,2018
meloidogyne,naasi,Grass,1994
meloidogyne,naasi,Ryegrass,1999
meloidogyne,naasi,Grass,1999
meloidogyne,naasi,Wheat,1991
meloidogyne,naasi,Oat,1972
meloidogyne,naasi,Barley,1972
meloidogyne,naasi,Fescue,1989
meloidogyne,naasi,Timothy,1989
meloidogyne,naasi,Ryegrass,1989
meloidogyne,naasi,Grass,1989
meloidogyne,naasi,Barley,1977
meloidogyne,naasi,Ryegrass,1993
meloidogyne,naasi,Trifolium repens,2013
meloidogyne,naasi,Wheat,2013
meloidogyne,naasi,Barley,2013
meloidogyne,naasi,Triticum aestivum,2013
meloidogyne,naasi,Clover,2013
meloidogyne,naasi,Ryegrass,1991
meloidogyne,naasi,Grass,2006
meloidogyne,naasi,Wheat,2006
meloidogyne,naasi,Wheat,2000
meloidogyne,naasi,Tomato,1973
meloidogyne,naasi,Pear,1973
meloidogyne,naasi,Tomato,1994
meloidogyne,naasi,Cucumber,1994
meloidogyne,naasi,Wheat,2000
meloidogyne,oryzae,Rice,2019
meloidogyne,oryzae,Rice,2018
meloidogyne,oryzae,Oryza sativa,2018
meloidogyne,oryzae,Rice,2023
meloidogyne,oryzae,Oryza sativa,2023
meloidogyne,oryzae,Rice,2023
meloidogyne,oryzae,Oryza sativa,2023
meloidogyne,oryzae,Rice,2022
meloidogyne,oryzae,Oryza sativa,2022
meloidogyne,oryzae,Rice,2014
meloidogyne,oryzae,Rice,2022
meloidogyne,oryzae,Triticum aestivum,2018
meloidogyne,oryzae,Rice,2018
meloidogyne,oryzae,Oryza sativa,2018
meloidogyne,oryzae,Wheat,2018
meloidogyne,oryzae,Rice,2022
meloidogyne,oryzae,Tomato,2018
meloidogyne,oryzae,Rice,2018
meloidogyne,oryzae,Wheat,2018
meloidogyne,oryzae,Rice,2023
meloidogyne,oryzae,Rice,2019
meloidogyne,oryzae,Hordeum vulgare,2019
meloidogyne,oryzae,Barley,2019
meloidogyne,oryzae,Rice,2022
meloidogyne,oryzae,Rice,2018
meloidogyne,oryzae,Barley,2018
meloidogyne,oryzae,Rice,2020
meloidogyne,oryzae,Oryza sativa,2020
meloidogyne,oryzae,Grass,2020
meloidogyne,oryzae,Rice,2017
meloidogyne,oryzae,Oryza sativa,2017
meloidogyne,oryzae,Rice,2021
meloidogyne,oryzae,Oryza genotypes,2021
meloidogyne,oryzae,Oryza spp,2021
meloidogyne,oryzae,Oryza glumaepatula,2021
meloidogyne,oryzae,Oryza species,2021
meloidogyne,oryzae,Rice,2021
meloidogyne,oryzae,Rice,2022
meloidogyne,oryzae,Rice,2023
meloidogyne,oryzae,Maize,2015
meloidogyne,oryzae,Rice,2011
meloidogyne,oryzae,Rice,2022
meloidogyne,oryzae,Barley,2022
meloidogyne,oryzae,Rice,2019
meloidogyne,oryzae,Rice,2020
meloidogyne,oryzae,Palm,2020
meloidogyne,oryzae,Coconut,2020
meloidogyne,oryzae,Rice,2021
meloidogyne,oryzae,Rice,2022
meloidogyne,oryzae,Tobacco,2022
meloidogyne,oryzae,Rice,2021
meloidogyne,oryzae,Rice,2021
meloidogyne,oryzae,Rice,2019
meloidogyne,oryzae,Rice,2021
meloidogyne,oryzae,Rice,2017
meloidogyne,oryzae,Oryza sativa,2017
meloidogyne,oryzae,Oryza genotypes,2021
meloidogyne,oryzae,Oryza spp,2021
meloidogyne,oryzae,Oryza glumaepatula,2021
meloidogyne,oryzae,Oryza species,2021
meloidogyne,oryzae,Rice,2021
meloidogyne,oryzae,Rice,2020
meloidogyne,oryzae,Oryza sativa,2020
meloidogyne,oryzae,Grass,2020
meloidogyne,oryzae,Rice,2021
meloidogyne,oryzae,Barley,2017
meloidogyne,oryzae,Rice,2021
meloidogyne,oryzae,Pepper,2020
meloidogyne,oryzae,Rice,2020
meloidogyne,oryzae,Rice,2022
meloidogyne,oryzae,Rice,2011
meloidogyne,oryzae,Oryza sativa,2011
meloidogyne,oryzae,Rice,2022
meloidogyne,oryzae,Wheat,2022
meloidogyne,oryzae,Potato,2022
meloidogyne,oryzae,Rice,2022
meloidogyne,oryzae,Rice,2021
meloidogyne,oryzae,Rice,2012
meloidogyne,oryzae,Oryza rhizomatis,2012
meloidogyne,oryzae,Rice,2020
meloidogyne,oryzae,Rice,2022
meloidogyne,oryzae,Oryza sativa,2022
meloidogyne,oryzae,Rice,2018
meloidogyne,oryzae,Oryza sativa,2018
meloidogyne,oryzae,Rice,2023
meloidogyne,oryzae,Nicotiana benthamiana,2023
meloidogyne,oryzae,Rice,2021
meloidogyne,oryzae,Wheat,2021
meloidogyne,oryzae,Rice,2017
meloidogyne,oryzae,Tomato,2019
meloidogyne,oryzae,Solanum lycopersicum,2019
meloidogyne,oryzae,Rice,2014
meloidogyne,oryzae,Oryza officinalis,2014
meloidogyne,oryzae,Rice,2014
meloidogyne,oryzae,Oryza sativa,2014
meloidogyne,oryzae,Rice,2018
meloidogyne,oryzae,Oryza sativa,2018
meloidogyne,oryzae,Rice,2019
meloidogyne,oryzae,Rice,2006
meloidogyne,oryzae,Ryegrass,2006
meloidogyne,oryzae,Rice,2013
meloidogyne,oryzae,Rice,2012
meloidogyne,oryzae,Tobacco,2012
meloidogyne,oryzae,Rice,2014
meloidogyne,oryzae,Rice,2019
meloidogyne,oryzae,Rice,2014
meloidogyne,oryzae,Grass,2014
meloidogyne,oryzae,Oryza longistaminata,2014
meloidogyne,oryzae,Rice,2017
meloidogyne,oryzae,Brassica hosts,2017
meloidogyne,oryzae,Rice,2014
meloidogyne,oryzae,Tobacco,2014
meloidogyne,oryzae,Rice,2014
meloidogyne,oryzae,Grass,2014
meloidogyne,oryzae,Wheat,2014
meloidogyne,oryzae,Barley,2014
meloidogyne,oryzae,Rice,2019
meloidogyne,oryzae,Oryza sativa,2019
meloidogyne,oryzae,Rice,2015
meloidogyne,oryzae,Rice,2016
meloidogyne,oryzae,Barley,2016
meloidogyne,oryzae,Wheat,2015
meloidogyne,oryzae,Rice,2018
meloidogyne,oryzae,Triticum pathotype,2017
meloidogyne,oryzae,Rice,2017
meloidogyne,oryzae,Grass,2017
meloidogyne,oryzae,Wheat,2017
meloidogyne,oryzae,Lentil,2019
meloidogyne,oryzae,Rice,2017
meloidogyne,oryzae,Rice,2019
meloidogyne,oryzae,Oryza sativa,2019
meloidogyne,oryzae,Maize,2013
meloidogyne,oryzae,Sorghum,2013
meloidogyne,oryzae,Rice,2013
meloidogyne,oryzae,Rice,2008
meloidogyne,oryzae,Hordeum vulgare,2008
meloidogyne,oryzae,Barley,2008
meloidogyne,oryzae,Rice,2013
meloidogyne,oryzae,Barley,2013
meloidogyne,oryzae,Rice,2012
meloidogyne,oryzae,Rice,2012
meloidogyne,oryzae,Ryegrass,2012
meloidogyne,oryzae,Grass,2012
meloidogyne,oryzae,Rice,2011
meloidogyne,oryzae,Rice,2011
meloidogyne,oryzae,Rice,2020
meloidogyne,oryzae,Oryza sativa,2020
meloidogyne,oryzae,Rice,2022
meloidogyne,oryzae,Rice,2022
meloidogyne,oryzae,Rice,2022
meloidogyne,oryzae,Rice,2022
meloidogyne,oryzae,Oryza sativa,2022
meloidogyne,oryzae,Rice,2023
meloidogyne,oryzae,Tomato,2022
meloidogyne,oryzae,Rice,2022
meloidogyne,oryzae,Rice,2021
meloidogyne,oryzae,Rice,2023
meloidogyne,oryzae,Wheat,2022
meloidogyne,ovalis,Tomato,1979
meloidogyne,ovalis,Oak,1979
meloidogyne,ovalis,Quercus palustris,1979
meloidogyne,paranaensis,Peanut,2021
meloidogyne,paranaensis,Coffee,2021
meloidogyne,paranaensis,Coffea arabica,2022
meloidogyne,paranaensis,Coffee,2022
meloidogyne,paranaensis,Coffee,2002
meloidogyne,paranaensis,Tomato,2020
meloidogyne,paranaensis,Coffee,2020
meloidogyne,paranaensis,Musa acuminata,2018
meloidogyne,paranaensis,Pepper,2018
meloidogyne,paranaensis,Coffee,2018
meloidogyne,paranaensis,Coffea arabica,2018
meloidogyne,paranaensis,Banana,2018
meloidogyne,paranaensis,Peanut,2009
meloidogyne,paranaensis,Corn,2009
meloidogyne,paranaensis,Pepper,2009
meloidogyne,paranaensis,Tomato,2009
meloidogyne,paranaensis,Carrot,2009
meloidogyne,paranaensis,Tobacco,2009
meloidogyne,paranaensis,Cotton,2009
meloidogyne,paranaensis,Cacao,2005
meloidogyne,paranaensis,Pepper,2005
meloidogyne,paranaensis,Tomato,2005
meloidogyne,paranaensis,Bean,2005
meloidogyne,paranaensis,Coffee,2005
meloidogyne,paranaensis,Soybean,2005
meloidogyne,paranaensis,Coffea canephora,2015
meloidogyne,paranaensis,Coffee,2015
meloidogyne,paranaensis,Coffee,2010
meloidogyne,paranaensis,Wheat,2010
meloidogyne,paranaensis,Gossypium hirsutum,2010
meloidogyne,paranaensis,Coffea canephora,2010
meloidogyne,paranaensis,Rice,2010
meloidogyne,paranaensis,Cotton,2010
meloidogyne,paranaensis,Tomato,2007
meloidogyne,paranaensis,Coffee,2007
meloidogyne,paranaensis,Soybean,2007
meloidogyne,paranaensis,Coffea arabica,2017
meloidogyne,paranaensis,Coffee,2017
meloidogyne,paranaensis,Coffee,2005
meloidogyne,paranaensis,Coffee,2020
meloidogyne,paranaensis,Coffea arabica,2019
meloidogyne,paranaensis,Coffee,2019
meloidogyne,paranaensis,Coffee,2013
meloidogyne,paranaensis,Coffea canephora,2014
meloidogyne,paranaensis,Coffea arabica,2014
meloidogyne,paranaensis,Coffee,2014
meloidogyne,paranaensis,Coffea spp,2014
meloidogyne,paranaensis,Citrus,2023
meloidogyne,paranaensis,Citrus reticulata,2023
meloidogyne,paranaensis,Coffee,2023
meloidogyne,paranaensis,Coffea canephora,2023
meloidogyne,paranaensis,Citrus aurantium,2023
meloidogyne,paranaensis,Coffea arabica,2023
meloidogyne,paranaensis,Coffee,2017
meloidogyne,paranaensis,Coffee,2005
meloidogyne,paranaensis,Coffea arabica,2016
meloidogyne,paranaensis,Coffee,2016
meloidogyne,paranaensis,Coffee,2017
meloidogyne,paranaensis,Coffea spp,2017
meloidogyne,paranaensis,Coffee,2020
meloidogyne,paranaensis,Coffea arabica,2019
meloidogyne,paranaensis,Coffee,2019
meloidogyne,paranaensis,Corn,2009
meloidogyne,paranaensis,Coffea arabica,2019
meloidogyne,paranaensis,Coffee,2019
meloidogyne,paranaensis,Coffea arabica,2009
meloidogyne,paranaensis,Coffee,2009
meloidogyne,paranaensis,Coffea arabica,2006
meloidogyne,paranaensis,Coffee,2010
meloidogyne,paranaensis,Tomato,2009
meloidogyne,paranaensis,Coffea arabica,2009
meloidogyne,paranaensis,Rice,2009
meloidogyne,paranaensis,Coffee,2009
meloidogyne,paranaensis,Coffea arabica,2011
meloidogyne,paranaensis,Coffee,2011
meloidogyne,paranaensis,Coffea arabica,2019
meloidogyne,paranaensis,Coffee,2019
meloidogyne,paranaensis,Coffee,2017
meloidogyne,paranaensis,Coffea arabica,2018
meloidogyne,paranaensis,Coffee,2018
meloidogyne,paranaensis,Banana,2014
meloidogyne,paranaensis,Coffea arabica,2014
meloidogyne,paranaensis,Coffee,2014
meloidogyne,paranaensis,Coffee,2021
meloidogyne,paranaensis,Coffea arabica,2019
meloidogyne,paranaensis,Coffee,2019
meloidogyne,paranaensis,Coffee,2021
meloidogyne,paranaensis,Tomato,2006
meloidogyne,paranaensis,Rice,2006
meloidogyne,paranaensis,Potato,2007
meloidogyne,paranaensis,Coffee,2022
meloidogyne,paranaensis,Coffea arabica,2022
meloidogyne,paranaensis,Coffee,2022
meloidogyne,paranaensis,Coffea arabica,2010
meloidogyne,paranaensis,Coffee,2010
meloidogyne,paranaensis,Tomato,2017
meloidogyne,paranaensis,Tomato,2021
meloidogyne,paranaensis,Coffee,2017
meloidogyne,paranaensis,Coffea canephora,2021
meloidogyne,paranaensis,Coffee,2021
meloidogyne,paranaensis,Coffee,2020
meloidogyne,paranaensis,Coffea arabica,2007
meloidogyne,paranaensis,Solanum lycopersicum,2014
meloidogyne,paranaensis,Coffee,2020
meloidogyne,paranaensis,Coffee,2021
meloidogyne,paranaensis,Coffea arabica,2014
meloidogyne,paranaensis,Coffee,2014
meloidogyne,paranaensis,Coffea arabica,2017
meloidogyne,paranaensis,Coffee,2017
meloidogyne,paranaensis,Coffea arabica,2018
meloidogyne,paranaensis,Coffea arabica,2005
meloidogyne,paranaensis,Coffee,2005
meloidogyne,paranaensis,Coffee,2016
meloidogyne,paranaensis,Coffea arabica,2019
meloidogyne,paranaensis,Coffee,2019
meloidogyne,paranaensis,Coffea arabica,2020
meloidogyne,paranaensis,Coffee,2020
meloidogyne,paranaensis,Coffee,2020
meloidogyne,paranaensis,Tomato,2006
meloidogyne,paranaensis,Rice,2006
meloidogyne,paranaensis,Tomato,2009
meloidogyne,paranaensis,Coffea arabica,2009
meloidogyne,paranaensis,Rice,2009
meloidogyne,paranaensis,Coffee,2009
meloidogyne,paranaensis,Potato,2007
meloidogyne,paranaensis,Coffee,2010
meloidogyne,paranaensis,Coffee,2005
meloidogyne,paranaensis,Coffea arabica,2019
meloidogyne,paranaensis,Coffee,2019
meloidogyne,paranaensis,Coffee,2020
meloidogyne,paranaensis,Coffea arabica,2019
meloidogyne,paranaensis,Coffee,2019
meloidogyne,partityla,Pecan,1996
meloidogyne,partityla,Walnut,1996
meloidogyne,partityla,Pecan,2008
meloidogyne,partityla,Tomato,2005
meloidogyne,partityla,Pecan,2005
meloidogyne,partityla,Walnut,2005
meloidogyne,partityla,Tomato,2002
meloidogyne,partityla,Lycopersicon esculentum,2002
meloidogyne,partityla,Pecan,2002
meloidogyne,partityla,Pecan,2006
meloidogyne,partityla,Walnut,2006
meloidogyne,partityla,Tomato,2001
meloidogyne,partityla,Lycopersicon esculentum,2001
meloidogyne,partityla,Pecan,2001
meloidogyne,partityla,Oak,2013
meloidogyne,partityla,Quercus laurifolia,2013
meloidogyne,partityla,Quercus species,2013
meloidogyne,partityla,Pecan,2013
meloidogyne,partityla,Pecan,2006
meloidogyne,partityla,Pecan,2014
meloidogyne,petuniae,Peanut,1999
meloidogyne,petuniae,Pea,1999
meloidogyne,petuniae,Corn,1999
meloidogyne,petuniae,Pepper,1999
meloidogyne,petuniae,Tomato,1999
meloidogyne,petuniae,Bean,1999
meloidogyne,petuniae,Soybean,1999
meloidogyne,petuniae,Tobacco,1999
meloidogyne,petuniae,Cotton,1999
meloidogyne,phaseoli,Peanut,2008
meloidogyne,phaseoli,Pea,2008
meloidogyne,phaseoli,Corn,2008
meloidogyne,phaseoli,Pepper,2008
meloidogyne,phaseoli,Tomato,2008
meloidogyne,phaseoli,Bean,2008
meloidogyne,phaseoli,Soybean,2008
meloidogyne,phaseoli,Tobacco,2008
meloidogyne,phaseoli,Cotton,2008
meloidogyne,phaseoli,Phaseolus vulgaris,1969
meloidogyne,phaseoli,Bean,1969
meloidogyne,pini,Pinus clausa,1985
meloidogyne,pini,Pine,1985
meloidogyne,platani,Tobacco,1982
meloidogyne,platani,Pepper,1982
meloidogyne,platani,Tomato,1982
meloidogyne,platani,Tobacco,1982
meloidogyne,querciana,Oak,2015
meloidogyne,querciana,Quercus spp,2015
meloidogyne,querciana,Quercus brantii,2015
meloidogyne,querciana,Quercus palustris,2015
meloidogyne,querciana,Pine,2015
meloidogyne,querciana,Maple,1992
meloidogyne,querciana,Oak,1992
meloidogyne,querciana,Oak,1992
meloidogyne,salasi,Rice,2006
meloidogyne,incognita,Lycopersicon peruvianum,1996
meloidogyne,incognita,Tobacco,2006
meloidogyne,incognita,Tomato,2019
meloidogyne,incognita,Coffee,2019
meloidogyne,incognita,Cowpea,1987
meloidogyne,incognita,Tomato,2006
meloidogyne,incognita,Tomato,1973
meloidogyne,incognita,Alfalfa,1973
meloidogyne,incognita,Tobacco,1973
meloidogyne,incognita,Cotton,1973
meloidogyne,incognita,Tomato,2020
meloidogyne,incognita,Cucumis metuliferus,2020
meloidogyne,incognita,Solanum lycopersicum,2019
meloidogyne,incognita,Vigna radiata,2005
meloidogyne,incognita,Tomato,2018
meloidogyne,incognita,Tomato,2018
meloidogyne,incognita,Spinach,2018
meloidogyne,incognita,Solanum lycopersicum,2018
meloidogyne,incognita,Cotton,1979
meloidogyne,incognita,Tomato,2020
meloidogyne,incognita,Tomato,1989
meloidogyne,incognita,Wheat,1989
meloidogyne,incognita,Barley,1989
meloidogyne,incognita,Oat,1989
meloidogyne,incognita,Rye,1989
meloidogyne,incognita,Soybean,2013
meloidogyne,incognita,Tomato,2019
meloidogyne,incognita,Tomato,1991
meloidogyne,incognita,Tomato,2019
meloidogyne,incognita,Cassava,2000
meloidogyne,incognita,Banana,2017
meloidogyne,incognita,Pepper,2015
meloidogyne,incognita,Eggplant,2015
meloidogyne,incognita,Tomato,2015
meloidogyne,incognita,Tomato,2015
meloidogyne,incognita,Tomato,2004
meloidogyne,incognita,Cabbage,1996
meloidogyne,incognita,Cotton,2000
meloidogyne,incognita,Lycopersicon esculentum,2019
meloidogyne,incognita,Gossypium spp,2022
meloidogyne,incognita,Cotton,2022
meloidogyne,incognita,Wheat,1981
meloidogyne,incognita,Corn,1993
meloidogyne,incognita,Sorghum,1993
meloidogyne,incognita,Wheat,1993
meloidogyne,incognita,Triticale,1993
meloidogyne,incognita,Oat,1993
meloidogyne,incognita,Rye,1993
meloidogyne,incognita,Barley,1993
meloidogyne,incognita,Tomato,2020
meloidogyne,incognita,Lactuca sativa,2019
meloidogyne,incognita,Tomato,2005
meloidogyne,incognita,Soybean,2005
meloidogyne,incognita,Pepper,2006
meloidogyne,incognita,Tomato,2006
meloidogyne,incognita,Peach,1999
meloidogyne,incognita,Rye,1990
meloidogyne,incognita,Wheat,1990
meloidogyne,incognita,Tomato,1991
meloidogyne,incognita,Cotton,1993
meloidogyne,incognita,Gossypium hirsutum,1995
meloidogyne,incognita,Cotton,1995
meloidogyne,incognita,Tobacco,1999
meloidogyne,incognita,Soybean,1986
meloidogyne,incognita,Wheat,1988
meloidogyne,incognita,Soybean,1988
meloidogyne,incognita,Tomato,2018
meloidogyne,incognita,Eucalyptus,2010
meloidogyne,incognita,Eucalyptus meliodora,2010
meloidogyne,incognita,Tobacco,2018
meloidogyne,incognita,Tobacco,2014
meloidogyne,incognita,Tomato,2003
meloidogyne,incognita,Tomato,2015
meloidogyne,incognita,Cucumber,2015
meloidogyne,incognita,Cassava,2004
meloidogyne,incognita,Coffee,2004
meloidogyne,incognita,Sugarcane,2004
meloidogyne,incognita,Soybean,2004
meloidogyne,incognita,Rice,2020
meloidogyne,incognita,Oryza sativa,2020
meloidogyne,incognita,Cucumber,2015
meloidogyne,incognita,Peanut,2009
meloidogyne,incognita,Tomato,2009
meloidogyne,incognita,Pepper,2009
meloidogyne,incognita,Tobacco,2009
meloidogyne,incognita,Cotton,2009
meloidogyne,incognita,Lentil,2013
meloidogyne,incognita,Tomato,2011
meloidogyne,incognita,Lycopersicon esculentum,2011
meloidogyne,incognita,Cotton,2005
meloidogyne,incognita,Peanut,1996
meloidogyne,incognita,Potato,1996
meloidogyne,incognita,Sweet Potato,1996
meloidogyne,incognita,Sorghum,1996
meloidogyne,incognita,Chickpea,2007
meloidogyne,incognita,Lentil,2007
meloidogyne,incognita,Soybean,2007
meloidogyne,incognita,Cowpea,2007
meloidogyne,incognita,Gossypium hirsutum,2018
meloidogyne,incognita,Cotton,2018
meloidogyne,incognita,Tomato,2018
meloidogyne,incognita,Glycine max,2011
meloidogyne,incognita,Soybean,2011
meloidogyne,incognita,Soybean,2016
meloidogyne,incognita,Tobacco,2018
meloidogyne,incognita,Nicotiana benthamiana,2018
meloidogyne,incognita,Barley,2018
meloidogyne,incognita,Coffee,2012
meloidogyne,incognita,Tomato,2017
meloidogyne,incognita,Tobacco,2004
meloidogyne,incognita,Gossypium hirsutum,2020
meloidogyne,incognita,Cotton,2020
meloidogyne,incognita,Eggplant,2013
meloidogyne,incognita,Solanum torvum,2013
meloidogyne,incognita,Solanum melongena,2013
meloidogyne,incognita,Corn,2009
meloidogyne,incognita,Tomato,2017
meloidogyne,incognita,Tomato,2020
meloidogyne,incognita,Tomato,2017
meloidogyne,incognita,Tomato,2013
meloidogyne,incognita,Cotton,2014
meloidogyne,incognita,Barley,2007
meloidogyne,incognita,Prunus spp,2017
meloidogyne,incognita,Prunus sogdiana,2017
meloidogyne,incognita,Tobacco,2017
meloidogyne,incognita,Eggplant,2017
meloidogyne,incognita,Tomato,2014
meloidogyne,incognita,Solanum lycopersicum,2014
meloidogyne,incognita,Vitis species,2020
meloidogyne,incognita,Tomato,2016
meloidogyne,incognita,Nicotiana attenuata,2018
meloidogyne,incognita,Tomato,2019
meloidogyne,incognita,Solanum lycopersicum,2019
meloidogyne,incognita,Tomato,2016
meloidogyne,incognita,Tomato,2000
meloidogyne,incognita,Pea,1979
meloidogyne,incognita,Clover,1979
meloidogyne,incognita,Tomato,1982
meloidogyne,incognita,Solanum sisymbriifolium,1982
meloidogyne,incognita,Tomato,2021
meloidogyne,incognita,Pea,2012
meloidogyne,incognita,Corn,1987
meloidogyne,incognita,Tomato,2015
meloidogyne,incognita,Pepper,2006
meloidogyne,incognita,Orange,2006
meloidogyne,incognita,Tomato,2006
meloidogyne,incognita,Strawberry,2006
meloidogyne,incognita,Cucumber,2006
meloidogyne,incognita,Tomato,2020
meloidogyne,incognita,Tomato,1970
meloidogyne,incognita,Tomato,2017
meloidogyne,incognita,Cucumber,2017
meloidogyne,incognita,Tomato,2014
meloidogyne,incognita,Solanum lycopersicum,2014
meloidogyne,incognita,Tomato,1999
meloidogyne,incognita,Soybean,1987
meloidogyne,incognita,Peanut,1993
meloidogyne,incognita,Trifolium repens,1993
meloidogyne,incognita,Clover,1993
meloidogyne,incognita,Tobacco,2015
meloidogyne,incognita,Soybean,2015
meloidogyne,incognita,Soybean,1986
meloidogyne,incognita,Corn,1985
meloidogyne,incognita,Gossypium hirsutum,1989
meloidogyne,incognita,Cotton,1989
meloidogyne,incognita,Cotton,1998
meloidogyne,incognita,Soybean,1987
meloidogyne,incognita,Tomato,1994
meloidogyne,incognita,Soybean,1990
meloidogyne,incognita,Peach,1997
meloidogyne,incognita,Vigna unguiculata,2005
meloidogyne,incognita,Cowpea,2005
meloidogyne,incognita,Nicotiana tabacum,1978
meloidogyne,incognita,Tobacco,1978
meloidogyne,incognita,Tomato,1993
meloidogyne,incognita,Pea,1993
meloidogyne,incognita,Bean,1993
meloidogyne,incognita,Lettuce,1993
meloidogyne,incognita,Tomato,2010
meloidogyne,incognita,Tomato,1987
meloidogyne,incognita,Tobacco,1987
meloidogyne,incognita,Chrysanthemum,1969
meloidogyne,incognita,Cucumis ficifolius,1970
meloidogyne,incognita,Tomato,1993
meloidogyne,incognita,Tobacco,1971
meloidogyne,incognita,Alfalfa,1970
meloidogyne,incognita,Cotton,1970
meloidogyne,incognita,Tomato,2019
meloidogyne,incognita,Lycopersicon esculentum,2019
meloidogyne,incognita,Gossypium hirsutum,2019
meloidogyne,incognita,Cotton,2019
meloidogyne,incognita,Corn,1994
meloidogyne,incognita,Pepper,2014
meloidogyne,incognita,Tomato,1988
meloidogyne,incognita,Tomato,1995
meloidogyne,incognita,Alfalfa,2001
meloidogyne,incognita,Pine,2003
meloidogyne,incognita,Cotton,2003
meloidogyne,incognita,Tomato,1981
meloidogyne,incognita,Lycopersicon esculentum,1981
meloidogyne,incognita,Tomato,1988
meloidogyne,incognita,Yam,1988
meloidogyne,incognita,Tomato,1987
meloidogyne,incognita,Maize,1986
meloidogyne,incognita,Soybean,1986
meloidogyne,incognita,Cotton,1987
meloidogyne,incognita,Tobacco,1983
meloidogyne,incognita,Potato,1987
meloidogyne,incognita,Solanum sparsipilum,1987
meloidogyne,incognita,Pepper,1987
meloidogyne,incognita,Trifolium repens,1991
meloidogyne,incognita,Clover,1991
meloidogyne,incognita,Tomato,1991
meloidogyne,incognita,Tomato,1998
meloidogyne,incognita,Sesame,1998
meloidogyne,incognita,Cucumis hystrix,2019
meloidogyne,incognita,Cucumber,2019
meloidogyne,incognita,Cucumis sativus,2019
meloidogyne,incognita,Tomato,1982
meloidogyne,incognita,Lycopersicon peruvianum,1982
meloidogyne,incognita,Soybean,1991
meloidogyne,incognita,Tomato,1981
meloidogyne,incognita,Tomato,1991
meloidogyne,incognita,Lycopersicon esculentum,1991
meloidogyne,incognita,Tomato,2015
meloidogyne,incognita,Pepper,2011
meloidogyne,incognita,Nicotiana tabacum,1981
meloidogyne,incognita,Tobacco,1981
meloidogyne,incognita,Soybean,1993
meloidogyne,incognita,Corn,1995
meloidogyne,incognita,Cowpea,2005
meloidogyne,incognita,Glycine max,1986
meloidogyne,incognita,Soybean,1986
meloidogyne,incognita,Gossypium hirsutum,2016
meloidogyne,incognita,Cotton,2016
meloidogyne,incognita,Corn,1994
meloidogyne,incognita,Phaseolus vulgaris,1987
meloidogyne,incognita,Peanut,1995
meloidogyne,incognita,Tobacco,1995
meloidogyne,incognita,Tomato,1986
meloidogyne,incognita,Lycopersicon esculentum,1986
meloidogyne,incognita,Triticum turgidum,1989
meloidogyne,incognita,Wheat,1989
meloidogyne,incognita,Tomato,1996
meloidogyne,incognita,Tomato,2016
meloidogyne,incognita,Gossypium hirsutum,2016
meloidogyne,incognita,Lycopersicon escultentum,2016
meloidogyne,incognita,Cotton,2016
meloidogyne,incognita,Corn,1990
meloidogyne,incognita,Maize,1990
meloidogyne,incognita,Tobacco,1990
meloidogyne,incognita,Peach,1993
meloidogyne,incognita,Tomato,2015
meloidogyne,incognita,Gossypium hirsutum,1970
meloidogyne,incognita,Cotton,1970
meloidogyne,incognita,Tomato,1991
meloidogyne,incognita,Tomato,2002
meloidogyne,incognita,Bean,1991
meloidogyne,incognita,Cotton,2010
meloidogyne,incognita,Tomato,1999
meloidogyne,incognita,Lycopersicon esculentum,1999
meloidogyne,incognita,Corn,1982
meloidogyne,incognita,Alfalfa,1982
meloidogyne,incognita,Glycine max,1986
meloidogyne,incognita,Soybean,1986
meloidogyne,incognita,Pea,1991
meloidogyne,incognita,Pisum sativum,1991
meloidogyne,incognita,Tomato,2018
meloidogyne,incognita,Tomato,1988
meloidogyne,incognita,Citrus,1988
meloidogyne,incognita,Carnation,1996
meloidogyne,incognita,Tomato,2016
meloidogyne,incognita,Solanum lycopersicum,2016
meloidogyne,incognita,Tomato,1991
meloidogyne,incognita,Lycopersicon esculentum,1991
meloidogyne,incognita,Cotton,1986
meloidogyne,incognita,Tomato,1988
meloidogyne,incognita,Rapeseed,1992
meloidogyne,incognita,Pepper,2002
