Genus,Host,Count
rotylenchus,Citrus reticulata,1
rotylenchus,Fig,1
rotylenchus,Grass,5
rotylenchus,Malus domestica,1
rotylenchus,Millet,2
rotylenchus,Nicotiana glauca,1
rotylenchus,Olive,2
rotylenchus,Orange,2
rotylenchus,Palm,1
rotylenchus,Pinus radiata,1
rotylenchus,Potato,1
rotylenchus,Raspberry,2
rotylenchus,Ryegrass,3
rotylenchus,Sunflower,2
rotylenchus,Wheat,1
rotylenchus,Yam,1
scutellonema,Acacia,3
scutellonema,Allium sativum,1
scutellonema,Banana,2
scutellonema,Carrot,1
scutellonema,Cassava,3
scutellonema,Coconut,1
scutellonema,Cowpea,3
scutellonema,Eucalyptus,1
scutellonema,Eucalyptus spp,1
scutellonema,Garlic,2
scutellonema,Grass,1
scutellonema,Groundnut,2
scutellonema,Hemp,1
scutellonema,Maize,2
scutellonema,Millet,1
scutellonema,Papaya,1
scutellonema,Pea,1
scutellonema,Pepper,1
scutellonema,Pigeon Pea,1
scutellonema,Pinus spp,1
scutellonema,Potato,3
scutellonema,Rubber,1
scutellonema,Rye,1
scutellonema,Solanum lycopersicum,1
scutellonema,Solanum species,1
scutellonema,Solanum torvum,1
scutellonema,Solanum tuberosum,1
scutellonema,Sorghum,2
scutellonema,Soybean,1
scutellonema,Sugarcane,2
scutellonema,Tobacco,1
scutellonema,Tomato,3
scutellonema,Vigna unguiculata,4
scutellonema,Walnut,1
scutellonema,Wheat,1
scutellonema,Yam,25
trichodorus,Apple,2
trichodorus,Asparagus,2
trichodorus,Barley,1
trichodorus,Bean,1
trichodorus,Beet,1
trichodorus,Beta vulgaris,2
trichodorus,Brassica oleracea,2
trichodorus,Cabbage,3
trichodorus,Cassava,1
trichodorus,Citrus,1
trichodorus,Clover,1
trichodorus,Corn,1
trichodorus,Cucumber,2
trichodorus,Grass,1
trichodorus,Hordeum vulgare,1
trichodorus,Lemon,1
trichodorus,Maize,1
trichodorus,Malus pumila,1
trichodorus,Nicotiana clevelandii,1
trichodorus,Nicotiana glutinosa,1
trichodorus,Oak,1
trichodorus,Orange,1
trichodorus,Oryza sativa,1
trichodorus,Papaya,1
trichodorus,Pea,7
trichodorus,Pear,4
trichodorus,Phaseolus vulgaris,2
trichodorus,Pine,1
trichodorus,Pinus sylvestris,2
trichodorus,Pisum sativum,2
trichodorus,Potato,6
trichodorus,Rice,1
trichodorus,Rye,1
trichodorus,Solanum lycopersicum,1
trichodorus,Solanum tuberosum,1
trichodorus,Spinach,3
trichodorus,Strawberry,2
trichodorus,Tobacco,10
trichodorus,Tomato,1
trichodorus,Trifolium repens,1
trichodorus,Triticum aestivum,1
trichodorus,Vigna sinensis,1
trichodorus,Wheat,3
trichodorus,Yam,2
tylenchorhynchus,Acacia,1
tylenchorhynchus,Alfalfa,2
tylenchorhynchus,Barley,1
tylenchorhynchus,Bean,1
tylenchorhynchus,Cabbage,1
tylenchorhynchus,Cauliflower,1
tylenchorhynchus,Clover,1
tylenchorhynchus,Corn,4
tylenchorhynchus,Cotton,1
tylenchorhynchus,Fig,3
tylenchorhynchus,Grass,4
tylenchorhynchus,Groundnut,2
tylenchorhynchus,Maize,4
tylenchorhynchus,Millet,2
tylenchorhynchus,Nicotiana tabacum,1
tylenchorhynchus,Oat,2
tylenchorhynchus,Olive,1
tylenchorhynchus,Oryza sativa,1
tylenchorhynchus,Pea,1
tylenchorhynchus,Peach,2
tylenchorhynchus,Pine,5
tylenchorhynchus,Pinus spp,1
tylenchorhynchus,Pisum sativum,1
tylenchorhynchus,Populus euphratica,1
tylenchorhynchus,Potato,1
tylenchorhynchus,Prunus persica,1
tylenchorhynchus,Rice,4
tylenchorhynchus,Rye,2
tylenchorhynchus,Ryegrass,2
tylenchorhynchus,Saccharum officinarum,2
tylenchorhynchus,Solanum tuberosum,1
tylenchorhynchus,Sorghum,3
tylenchorhynchus,Soybean,2
tylenchorhynchus,Sugarcane,3
tylenchorhynchus,Tobacco,1
tylenchorhynchus,Triticum aestivum,2
tylenchorhynchus,Wheat,5
tylenchulus,Avocado,1
tylenchulus,Banana,1
tylenchulus,Brassica cultivars,1
tylenchulus,Brassica green,1
tylenchulus,Brassica hirta,2
tylenchulus,Brassica juncea,2
tylenchulus,Brassica oleracea,3
tylenchulus,Brassica rapa,2
tylenchulus,Brassica spp,1
tylenchulus,Broccoli,1
tylenchulus,Cabbage,3
tylenchulus,Canola,2
tylenchulus,Citrus,139
tylenchulus,Citrus aurantifolia,1
tylenchulus,Citrus aurantium,7
tylenchulus,Citrus biotype,1
tylenchulus,Citrus crop,2
tylenchulus,Citrus fruit,1
tylenchulus,Citrus grew,1
tylenchulus,Citrus jambhiri,4
tylenchulus,Citrus limon,3
tylenchulus,Citrus nematode,6
tylenchulus,Citrus nematodes,1
tylenchulus,Citrus orchards,6
tylenchulus,Citrus paradisi,3
tylenchulus,Citrus parasisi,1
tylenchulus,Citrus plantations,2
tylenchulus,Citrus plants,2
tylenchulus,Citrus reshni,1
tylenchulus,Citrus reticulata,4
tylenchulus,Citrus reticulate,1
tylenchulus,Citrus rhizosphere,1
tylenchulus,Citrus roots,1
tylenchulus,Citrus rootstocks,1
tylenchulus,Citrus seedlings,1
tylenchulus,Citrus sinensis,16
tylenchulus,Citrus spp,2
tylenchulus,Citrus trees,1
tylenchulus,Citrus trifoliata,1
tylenchulus,Citrus unshiu,1
tylenchulus,Citrus volkameriana,3
tylenchulus,Garlic,2
tylenchulus,Grape,2
tylenchulus,Grapefruit,8
tylenchulus,Grass,6
tylenchulus,Lactuca sativa,2
tylenchulus,Lemon,14
tylenchulus,Lettuce,2
tylenchulus,Oak,1
tylenchulus,Olive,6
tylenchulus,Orange,44
tylenchulus,Peach,3
tylenchulus,Pine,2
tylenchulus,Pinus clausa,1
tylenchulus,Pinus elliottii,1
tylenchulus,Potato,3
tylenchulus,Prunus persica,1
tylenchulus,Quercus falcata,1
tylenchulus,Radish,2
tylenchulus,Rye,2
tylenchulus,Sorghum,2
tylenchulus,Strawberry,3
tylenchulus,Sugarcane,1
tylenchulus,Vitis berlandieri,1
tylenchulus,Vitis spp,2
tylenchulus,Vitis vinfera,1
tylenchulus,Vitis vinifera,1
tylenchulus,Wheat,1
xiphinema,Acacia,2
xiphinema,Alfalfa,4
xiphinema,Allium cepa,1
xiphinema,Apple,7
xiphinema,Apricot,1
xiphinema,Arachis hypogaea,1
xiphinema,Asparagus,1
xiphinema,Avena sativa,1
xiphinema,Barley,6
xiphinema,Bean,7
xiphinema,Beet,6
xiphinema,Blueberry,3
xiphinema,Brassica napus,1
xiphinema,Cabbage,5
xiphinema,Carnation,1
xiphinema,Celery,3
xiphinema,Cherry,10
xiphinema,Chrysanthemum,2
xiphinema,Citrus,3
xiphinema,Clover,2
xiphinema,Coconut,1
xiphinema,Corn,2
xiphinema,Cowpea,3
xiphinema,Cucumber,15
xiphinema,Cucumis sativus,3
xiphinema,Eucalyptus,1
xiphinema,Fescue,2
xiphinema,Fig,6
xiphinema,Fragaria ananassa,1
xiphinema,Garlic,1
xiphinema,Glycine dominated,2
xiphinema,Glycine max,2
xiphinema,Grape,20
xiphinema,Grass,2
xiphinema,Groundnut,2
xiphinema,Lemon,2
xiphinema,Lettuce,1
xiphinema,Maize,1
xiphinema,Malus domestica,1
xiphinema,Maple,2
xiphinema,Medicago arborea,1
xiphinema,Medicago hybride,1
xiphinema,Medicago sativa,2
xiphinema,Medicago species,1
xiphinema,Medicago spp,1
xiphinema,Millet,1
xiphinema,Nicotiana bigelowii,1
xiphinema,Nicotiana glutinosa,1
xiphinema,Oak,3
xiphinema,Oat,1
xiphinema,Olive,10
xiphinema,Onion,1
xiphinema,Orange,1
xiphinema,Oryza sativa,1
xiphinema,Palm,1
xiphinema,Pea,1
xiphinema,Peach,11
xiphinema,Peanut,1
xiphinema,Pear,1
xiphinema,Pepper,1
xiphinema,Pine,1
xiphinema,Plum,2
xiphinema,Potato,5
xiphinema,Prunus and,1
xiphinema,Prunus besseyi,1
xiphinema,Prunus domestica,2
xiphinema,Prunus necrotic,2
xiphinema,Prunus persica,2
xiphinema,Prunus spp,1
xiphinema,Quercus brantii,1
xiphinema,Quercus virginiana,1
xiphinema,Rapeseed,3
xiphinema,Raspberry,15
xiphinema,Rice,1
xiphinema,Rose,3
xiphinema,Rye,2
xiphinema,Ryegrass,7
xiphinema,Sorghum,5
xiphinema,Soybean,5
xiphinema,Strawberry,29
xiphinema,Sugar Beet,6
xiphinema,Sunflower,1
xiphinema,Tea,1
xiphinema,Timothy,1
xiphinema,Tobacco,18
xiphinema,Tomato,24
xiphinema,Trifolium pratense,2
xiphinema,Triticum aestivum,1
xiphinema,Vigna unguiculata,1
xiphinema,Vitis aestivalis,1
xiphinema,Vitis arizonica,3
xiphinema,Vitis berlandieri,3
xiphinema,Vitis champinii,2
xiphinema,Vitis labrusca,2
xiphinema,Vitis riparia,1
xiphinema,Vitis rupestris,7
xiphinema,Vitis spp,5
xiphinema,Vitis vinifera,16
xiphinema,Wheat,6
