Host,N_Mentions,Total_Citations,Mean_Citations,expected_mentions,bias_ratio,bias_category
globodera using,2,44,22.0,5.247392174394346,0.3811417049709726,Understudied
giant reed,2,4,2.0,5.247392174394346,0.3811417049709726,Understudied
states in,2,57,28.5,5.247392174394346,0.3811417049709726,Understudied
globodera rostocheinsis,2,10,5.0,5.247392174394346,0.3811417049709726,Understudied
stele of,2,64,32.0,5.247392174394346,0.3811417049709726,Understudied
status to,2,4,2.0,5.247392174394346,0.3811417049709726,Understudied
republic were,2,12,6.0,5.247392174394346,0.3811417049709726,Understudied
republic with,2,12,6.0,5.247392174394346,0.3811417049709726,Understudied
macrotrophurus and,2,32,16.0,5.247392174394346,0.3811417049709726,Understudied
research sites,2,4,2.0,5.247392174394346,0.3811417049709726,Understudied
genus rotylenchulus,2,16,8.0,5.247392174394346,0.3811417049709726,Understudied
genus candidatus,2,48,24.0,5.247392174394346,0.3811417049709726,Understudied
genus hoplolaimus,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
genus level,2,0,0.0,5.247392174394346,0.3811417049709726,Understudied
reservoir for,2,44,22.0,5.247392174394346,0.3811417049709726,Understudied
main clusters,2,68,34.0,5.247392174394346,0.3811417049709726,Understudied
main detoxification,2,62,31.0,5.247392174394346,0.3811417049709726,Understudied
required for,2,13,6.5,5.247392174394346,0.3811417049709726,Understudied
main woody,2,14,7.0,5.247392174394346,0.3811417049709726,Understudied
requirement to,2,52,26.0,5.247392174394346,0.3811417049709726,Understudied
requires both,2,52,26.0,5.247392174394346,0.3811417049709726,Understudied
republic of,2,7,3.5,5.247392174394346,0.3811417049709726,Understudied
stirling et,2,22,11.0,5.247392174394346,0.3811417049709726,Understudied
stimulus by,2,98,49.0,5.247392174394346,0.3811417049709726,Understudied
stimulate metabolic,2,262,131.0,5.247392174394346,0.3811417049709726,Understudied
germ cells,2,16,8.0,5.247392174394346,0.3811417049709726,Understudied
storage organ,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
storage were,2,5,2.5,5.247392174394346,0.3811417049709726,Understudied
strain iast,2,10,5.0,5.247392174394346,0.3811417049709726,Understudied
genus tylenchorhynchus,2,10,5.0,5.247392174394346,0.3811417049709726,Understudied
stepwise and,2,14,7.0,5.247392174394346,0.3811417049709726,Understudied
stereoscopic binocular,2,14,7.0,5.247392174394346,0.3811417049709726,Understudied
give the,2,2,1.0,5.247392174394346,0.3811417049709726,Understudied
strain dokkala,2,0,0.0,5.247392174394346,0.3811417049709726,Understudied
stimulated hatching,2,80,40.0,5.247392174394346,0.3811417049709726,Understudied
sterilized sand,2,4,2.0,5.247392174394346,0.3811417049709726,Understudied
giving coefficients,2,34,17.0,5.247392174394346,0.3811417049709726,Understudied
giving the,2,74,37.0,5.247392174394346,0.3811417049709726,Understudied
strict phytosanitary,2,60,30.0,5.247392174394346,0.3811417049709726,Understudied
strictly parthenogenetic,2,1812,906.0,5.247392174394346,0.3811417049709726,Understudied
stricto and,2,144,72.0,5.247392174394346,0.3811417049709726,Understudied
strong correlation,2,12,6.0,5.247392174394346,0.3811417049709726,Understudied
strong influence,2,216,108.0,5.247392174394346,0.3811417049709726,Understudied
strictum on,2,52,26.0,5.247392174394346,0.3811417049709726,Understudied
strikingly differ,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
strong negative,2,2,1.0,5.247392174394346,0.3811417049709726,Understudied
generated the,2,80,40.0,5.247392174394346,0.3811417049709726,Understudied
genes encoding,2,52,26.0,5.247392174394346,0.3811417049709726,Understudied
generations that,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
maintained on,2,40,20.0,5.247392174394346,0.3811417049709726,Understudied
maintained the,2,12,6.0,5.247392174394346,0.3811417049709726,Understudied
maintaining the,2,44,22.0,5.247392174394346,0.3811417049709726,Understudied
main aim,2,216,108.0,5.247392174394346,0.3811417049709726,Understudied
genera are,2,19,9.5,5.247392174394346,0.3811417049709726,Understudied
strawberry is,2,98,49.0,5.247392174394346,0.3811417049709726,Understudied
striae in,2,2,1.0,5.247392174394346,0.3811417049709726,Understudied
genome singularities,2,72,36.0,5.247392174394346,0.3811417049709726,Understudied
genetic divergence,2,10,5.0,5.247392174394346,0.3811417049709726,Understudied
genetic segregation,2,0,0.0,5.247392174394346,0.3811417049709726,Understudied
genetic study,2,36,18.0,5.247392174394346,0.3811417049709726,Understudied
genetic tool,2,226,113.0,5.247392174394346,0.3811417049709726,Understudied
generic classification,2,76,38.0,5.247392174394346,0.3811417049709726,Understudied
genus meloidodera,2,0,0.0,5.247392174394346,0.3811417049709726,Understudied
strategists and,2,74,37.0,5.247392174394346,0.3811417049709726,Understudied
genomic or,2,226,113.0,5.247392174394346,0.3811417049709726,Understudied
genomic positions,2,178,89.0,5.247392174394346,0.3811417049709726,Understudied
genotypes to,2,4,2.0,5.247392174394346,0.3811417049709726,Understudied
genotype seeds,2,28,14.0,5.247392174394346,0.3811417049709726,Understudied
genetic approach,2,46,23.0,5.247392174394346,0.3811417049709726,Understudied
genotypes were,2,4,2.0,5.247392174394346,0.3811417049709726,Understudied
mainly ponderosa,2,24,12.0,5.247392174394346,0.3811417049709726,Understudied
strongest toxicity,2,0,0.0,5.247392174394346,0.3811417049709726,Understudied
strongly induced,2,262,131.0,5.247392174394346,0.3811417049709726,Understudied
strongly protruding,2,4,2.0,5.247392174394346,0.3811417049709726,Understudied
structure observed,2,16,8.0,5.247392174394346,0.3811417049709726,Understudied
strongly sclerotized,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
gene flow,2,44,22.0,5.247392174394346,0.3811417049709726,Understudied
gene phylogeny,2,106,53.0,5.247392174394346,0.3811417049709726,Understudied
reproduces well,2,12,6.0,5.247392174394346,0.3811417049709726,Understudied
reproducibly possible,2,216,108.0,5.247392174394346,0.3811417049709726,Understudied
reproduce for,2,20,10.0,5.247392174394346,0.3811417049709726,Understudied
mainly congruent,2,48,24.0,5.247392174394346,0.3811417049709726,Understudied
mainly ditylenchus,2,74,37.0,5.247392174394346,0.3811417049709726,Understudied
mainly involved,2,262,131.0,5.247392174394346,0.3811417049709726,Understudied
maintained at,2,2,1.0,5.247392174394346,0.3811417049709726,Understudied
maintained less,2,4,2.0,5.247392174394346,0.3811417049709726,Understudied
generally droughty,2,18,9.0,5.247392174394346,0.3811417049709726,Understudied
generally more,2,75,37.5,5.247392174394346,0.3811417049709726,Understudied
genera belonging,2,180,90.0,5.247392174394346,0.3811417049709726,Understudied
genera that,2,2,1.0,5.247392174394346,0.3811417049709726,Understudied
genera longidorus,2,36,18.0,5.247392174394346,0.3811417049709726,Understudied
representing the,2,10,5.0,5.247392174394346,0.3811417049709726,Understudied
representation parsimony,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
reproduces by,2,12,6.0,5.247392174394346,0.3811417049709726,Understudied
strong positive,2,70,35.0,5.247392174394346,0.3811417049709726,Understudied
strong support,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
general chlorosis,2,42,21.0,5.247392174394346,0.3811417049709726,Understudied
gene from,2,14,7.0,5.247392174394346,0.3811417049709726,Understudied
general responses,2,262,131.0,5.247392174394346,0.3811417049709726,Understudied
general were,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
generally unsatisfactory,2,140,70.0,5.247392174394346,0.3811417049709726,Understudied
generate reproducible,2,80,40.0,5.247392174394346,0.3811417049709726,Understudied
representative samplings,2,82,41.0,5.247392174394346,0.3811417049709726,Understudied
representative vegetation,2,20,10.0,5.247392174394346,0.3811417049709726,Understudied
studies involved,2,68,34.0,5.247392174394346,0.3811417049709726,Understudied
gct gta,2,1928,964.0,5.247392174394346,0.3811417049709726,Understudied
gave highest,2,26,13.0,5.247392174394346,0.3811417049709726,Understudied
gave similar,2,26,13.0,5.247392174394346,0.3811417049709726,Understudied
gave two,2,34,17.0,5.247392174394346,0.3811417049709726,Understudied
gazons transplantes,2,4,2.0,5.247392174394346,0.3811417049709726,Understudied
structures present,2,50,25.0,5.247392174394346,0.3811417049709726,Understudied
gathered under,2,2,1.0,5.247392174394346,0.3811417049709726,Understudied
garden centers,2,60,30.0,5.247392174394346,0.3811417049709726,Understudied
major role,2,75,37.5,5.247392174394346,0.3811417049709726,Understudied
major phenofic,2,64,32.0,5.247392174394346,0.3811417049709726,Understudied
majeures de,2,232,116.0,5.247392174394346,0.3811417049709726,Understudied
major previously,2,30,15.0,5.247392174394346,0.3811417049709726,Understudied
major and,2,38,19.0,5.247392174394346,0.3811417049709726,Understudied
gene dosage,2,52,26.0,5.247392174394346,0.3811417049709726,Understudied
structures which,2,48,24.0,5.247392174394346,0.3811417049709726,Understudied
structures also,2,76,38.0,5.247392174394346,0.3811417049709726,Understudied
structures in,2,24,12.0,5.247392174394346,0.3811417049709726,Understudied
structure suggests,2,76,38.0,5.247392174394346,0.3811417049709726,Understudied
studied and,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
studied at,2,262,131.0,5.247392174394346,0.3811417049709726,Understudied
structures of,2,57,28.5,5.247392174394346,0.3811417049709726,Understudied
gel diffusion,2,18,9.0,5.247392174394346,0.3811417049709726,Understudied
genbank blast,2,0,0.0,5.247392174394346,0.3811417049709726,Understudied
genbank under,2,22,11.0,5.247392174394346,0.3811417049709726,Understudied
gene based,2,54,27.0,5.247392174394346,0.3811417049709726,Understudied
gene between,2,36,18.0,5.247392174394346,0.3811417049709726,Understudied
structure than,2,20,10.0,5.247392174394346,0.3811417049709726,Understudied
structure verification,2,226,113.0,5.247392174394346,0.3811417049709726,Understudied
gene confers,2,125,62.5,5.247392174394346,0.3811417049709726,Understudied
gallery frass,2,26,13.0,5.247392174394346,0.3811417049709726,Understudied
gall disease,2,8,4.0,5.247392174394346,0.3811417049709726,Understudied
gall indices,2,61,30.5,5.247392174394346,0.3811417049709726,Understudied
galled root,2,40,20.0,5.247392174394346,0.3811417049709726,Understudied
galled roots,2,22,11.0,5.247392174394346,0.3811417049709726,Understudied
galled tissues,2,42,21.0,5.247392174394346,0.3811417049709726,Understudied
fused and,2,126,63.0,5.247392174394346,0.3811417049709726,Understudied
fused pairs,2,2,1.0,5.247392174394346,0.3811417049709726,Understudied
gales of,2,0,0.0,5.247392174394346,0.3811417049709726,Understudied
major concern,2,72,36.0,5.247392174394346,0.3811417049709726,Understudied
malacosoma parallela,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
reports for,2,16,8.0,5.247392174394346,0.3811417049709726,Understudied
reported populations,2,8,4.0,5.247392174394346,0.3811417049709726,Understudied
reported elsewhere,2,16,8.0,5.247392174394346,0.3811417049709726,Understudied
major opportunity,2,1812,906.0,5.247392174394346,0.3811417049709726,Understudied
further analysis,2,95,47.5,5.247392174394346,0.3811417049709726,Understudied
studied here,2,76,38.0,5.247392174394346,0.3811417049709726,Understudied
studied on,2,60,30.0,5.247392174394346,0.3811417049709726,Understudied
studied samples,2,70,35.0,5.247392174394346,0.3811417049709726,Understudied
studies published,2,92,46.0,5.247392174394346,0.3811417049709726,Understudied
studies concerning,2,76,38.0,5.247392174394346,0.3811417049709726,Understudied
galactose on,2,48,24.0,5.247392174394346,0.3811417049709726,Understudied
galactose oxidase,2,48,24.0,5.247392174394346,0.3811417049709726,Understudied
galeatus at,2,38,19.0,5.247392174394346,0.3811417049709726,Understudied
gct aaa,2,1928,964.0,5.247392174394346,0.3811417049709726,Understudied
galls along,2,14,7.0,5.247392174394346,0.3811417049709726,Understudied
galls attached,2,14,7.0,5.247392174394346,0.3811417049709726,Understudied
galls contained,2,14,7.0,5.247392174394346,0.3811417049709726,Understudied
galling damage,2,82,41.0,5.247392174394346,0.3811417049709726,Understudied
galls decomposed,2,8,4.0,5.247392174394346,0.3811417049709726,Understudied
fusarium virguliforme,2,344,172.0,5.247392174394346,0.3811417049709726,Understudied
studied with,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
majority consensus,2,52,26.0,5.247392174394346,0.3811417049709726,Understudied
major shifts,2,74,37.0,5.247392174394346,0.3811417049709726,Understudied
malawi and,2,55,27.5,5.247392174394346,0.3811417049709726,Understudied
makes their,2,80,40.0,5.247392174394346,0.3811417049709726,Understudied
making a,2,26,13.0,5.247392174394346,0.3811417049709726,Understudied
making attempts,2,8,4.0,5.247392174394346,0.3811417049709726,Understudied
fungal associations,2,24,12.0,5.247392174394346,0.3811417049709726,Understudied
study provide,2,12,6.0,5.247392174394346,0.3811417049709726,Understudied
funneliformis mosseae,2,0,0.0,5.247392174394346,0.3811417049709726,Understudied
furcus and,2,28,14.0,5.247392174394346,0.3811417049709726,Understudied
study showed,2,98,49.0,5.247392174394346,0.3811417049709726,Understudied
furcus in,2,28,14.0,5.247392174394346,0.3811417049709726,Understudied
major driver,2,150,75.0,5.247392174394346,0.3811417049709726,Understudied
male curved,2,14,7.0,5.247392174394346,0.3811417049709726,Understudied
major sugarcane,2,42,21.0,5.247392174394346,0.3811417049709726,Understudied
major threat,2,29,14.5,5.247392174394346,0.3811417049709726,Understudied
further eight,2,628,314.0,5.247392174394346,0.3811417049709726,Understudied
further fxom,2,24,12.0,5.247392174394346,0.3811417049709726,Understudied
fungal hyphae,2,26,13.0,5.247392174394346,0.3811417049709726,Understudied
further restricted,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
fungus inside,2,76,38.0,5.247392174394346,0.3811417049709726,Understudied
fungicidal activity,2,0,0.0,5.247392174394346,0.3811417049709726,Understudied
fungicide applications,2,40,20.0,5.247392174394346,0.3811417049709726,Understudied
fungus than,2,52,26.0,5.247392174394346,0.3811417049709726,Understudied
studies with,2,32,16.0,5.247392174394346,0.3811417049709726,Understudied
fusing in,2,18,9.0,5.247392174394346,0.3811417049709726,Understudied
future projects,2,72,36.0,5.247392174394346,0.3811417049709726,Understudied
fungus previously,2,24,12.0,5.247392174394346,0.3811417049709726,Understudied
fungus resulted,2,0,0.0,5.247392174394346,0.3811417049709726,Understudied
studies to,2,418,209.0,5.247392174394346,0.3811417049709726,Understudied
further back,2,18,9.0,5.247392174394346,0.3811417049709726,Understudied
study period,2,123,61.5,5.247392174394346,0.3811417049709726,Understudied
style related,2,76,38.0,5.247392174394346,0.3811417049709726,Understudied
stylet lengths,2,38,19.0,5.247392174394346,0.3811417049709726,Understudied
stylet longer,2,1928,964.0,5.247392174394346,0.3811417049709726,Understudied
stylet shaft,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
stylet ca,2,44,22.0,5.247392174394346,0.3811417049709726,Understudied
stylet delicate,2,144,72.0,5.247392174394346,0.3811417049709726,Understudied
fully supported,2,2,1.0,5.247392174394346,0.3811417049709726,Understudied
fujianensis showed,2,8,4.0,5.247392174394346,0.3811417049709726,Understudied
report from,2,8,4.0,5.247392174394346,0.3811417049709726,Understudied
male has,2,4,2.0,5.247392174394346,0.3811417049709726,Understudied
male is,2,14,7.0,5.247392174394346,0.3811417049709726,Understudied
male length,2,42,21.0,5.247392174394346,0.3811417049709726,Understudied
fucose and,2,50,25.0,5.247392174394346,0.3811417049709726,Understudied
stylet extension,2,102,51.0,5.247392174394346,0.3811417049709726,Understudied
stylet knob,2,25,12.5,5.247392174394346,0.3811417049709726,Understudied
sty let,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
fungi are,2,92,46.0,5.247392174394346,0.3811417049709726,Understudied
functional protein,2,226,113.0,5.247392174394346,0.3811417049709726,Understudied
function studies,2,226,113.0,5.247392174394346,0.3811417049709726,Understudied
functional annotation,2,62,31.0,5.247392174394346,0.3811417049709726,Understudied
stylet as,2,1066,533.0,5.247392174394346,0.3811417049709726,Understudied
funesta and,2,80,40.0,5.247392174394346,0.3811417049709726,Understudied
repens a,2,28,14.0,5.247392174394346,0.3811417049709726,Understudied
replant disease,2,252,126.0,5.247392174394346,0.3811417049709726,Understudied
study revealed,2,38,19.0,5.247392174394346,0.3811417049709726,Understudied
study singles,2,144,72.0,5.247392174394346,0.3811417049709726,Understudied
fungal parasites,2,156,78.0,5.247392174394346,0.3811417049709726,Understudied
stunted cabbage,2,20,10.0,5.247392174394346,0.3811417049709726,Understudied
fungal profiles,2,252,126.0,5.247392174394346,0.3811417049709726,Understudied
fungal species,2,22,11.0,5.247392174394346,0.3811417049709726,Understudied
fully discussed,2,19,9.5,5.247392174394346,0.3811417049709726,Understudied
fungi v,2,114,57.0,5.247392174394346,0.3811417049709726,Understudied
from tylenchorhynchus,2,2,1.0,5.247392174394346,0.3811417049709726,Understudied
from solanaceae,2,44,22.0,5.247392174394346,0.3811417049709726,Understudied
from solanum,2,74,37.0,5.247392174394346,0.3811417049709726,Understudied
from urmia,2,0,0.0,5.247392174394346,0.3811417049709726,Understudied
from sri,2,25,12.5,5.247392174394346,0.3811417049709726,Understudied
from ssu,2,12,6.0,5.247392174394346,0.3811417049709726,Understudied
from sukkur,2,4,2.0,5.247392174394346,0.3811417049709726,Understudied
from swamp,2,42,21.0,5.247392174394346,0.3811417049709726,Understudied
from under,2,44,22.0,5.247392174394346,0.3811417049709726,Understudied
from underneath,2,4,2.0,5.247392174394346,0.3811417049709726,Understudied
from undisturbed,2,10,5.0,5.247392174394346,0.3811417049709726,Understudied
from trees,2,24,12.0,5.247392174394346,0.3811417049709726,Understudied
reniformis while,2,14,7.0,5.247392174394346,0.3811417049709726,Understudied
reniformis population,2,24,12.0,5.247392174394346,0.3811417049709726,Understudied
repeated mitosis,2,204,102.0,5.247392174394346,0.3811417049709726,Understudied
from weed,2,40,20.0,5.247392174394346,0.3811417049709726,Understudied
fumigated and,2,252,126.0,5.247392174394346,0.3811417049709726,Understudied
fruit and,2,2,1.0,5.247392174394346,0.3811417049709726,Understudied
frontally almost,2,8,4.0,5.247392174394346,0.3811417049709726,Understudied
from symptomatic,2,4,2.0,5.247392174394346,0.3811417049709726,Understudied
subgroup and,2,40,20.0,5.247392174394346,0.3811417049709726,Understudied
subdorsal and,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
subbaetense sp,2,36,18.0,5.247392174394346,0.3811417049709726,Understudied
subfamily telotylenchinae,2,2,1.0,5.247392174394346,0.3811417049709726,Understudied
fumigant chemical,2,98,49.0,5.247392174394346,0.3811417049709726,Understudied
fully clarified,2,36,18.0,5.247392174394346,0.3811417049709726,Understudied
from tubers,2,30,15.0,5.247392174394346,0.3811417049709726,Understudied
fumigated soil,2,252,126.0,5.247392174394346,0.3811417049709726,Understudied
fumigated soils,2,252,126.0,5.247392174394346,0.3811417049709726,Understudied
fumigated with,2,98,49.0,5.247392174394346,0.3811417049709726,Understudied
fumigation and,2,252,126.0,5.247392174394346,0.3811417049709726,Understudied
fulvic acid,2,30,15.0,5.247392174394346,0.3811417049709726,Understudied
substantially reduced,2,48,24.0,5.247392174394346,0.3811417049709726,Understudied
substrate by,2,14,7.0,5.247392174394346,0.3811417049709726,Understudied
subtenuis is,2,96,48.0,5.247392174394346,0.3811417049709726,Understudied
substantial crop,2,8,4.0,5.247392174394346,0.3811417049709726,Understudied
substantially from,2,10,5.0,5.247392174394346,0.3811417049709726,Understudied
subtilis significantly,2,28,14.0,5.247392174394346,0.3811417049709726,Understudied
subunit ribosomal,2,96,48.0,5.247392174394346,0.3811417049709726,Understudied
subventral esophageal,2,350,175.0,5.247392174394346,0.3811417049709726,Understudied
removed the,2,50,25.0,5.247392174394346,0.3811417049709726,Understudied
render cyst,2,76,38.0,5.247392174394346,0.3811417049709726,Understudied
management combinations,2,22,11.0,5.247392174394346,0.3811417049709726,Understudied
management in,2,0,0.0,5.247392174394346,0.3811417049709726,Understudied
management practices,2,50,25.0,5.247392174394346,0.3811417049709726,Understudied
mangrove sediment,2,0,0.0,5.247392174394346,0.3811417049709726,Understudied
mani with,2,68,34.0,5.247392174394346,0.3811417049709726,Understudied
managers regarding,2,34,17.0,5.247392174394346,0.3811417049709726,Understudied
from romania,2,4,2.0,5.247392174394346,0.3811417049709726,Understudied
from nomenclatorial,2,2,1.0,5.247392174394346,0.3811417049709726,Understudied
from seeds,2,48,24.0,5.247392174394346,0.3811417049709726,Understudied
from rounded,2,54,27.0,5.247392174394346,0.3811417049709726,Understudied
from six,2,165,82.5,5.247392174394346,0.3811417049709726,Understudied
from plant,2,60,30.0,5.247392174394346,0.3811417049709726,Understudied
from rdna,2,148,74.0,5.247392174394346,0.3811417049709726,Understudied
from remnant,2,76,38.0,5.247392174394346,0.3811417049709726,Understudied
subsamples were,2,2,1.0,5.247392174394346,0.3811417049709726,Understudied
from temperate,2,20,10.0,5.247392174394346,0.3811417049709726,Understudied
subsequent hrbc,2,50,25.0,5.247392174394346,0.3811417049709726,Understudied
subspecies or,2,40,20.0,5.247392174394346,0.3811417049709726,Understudied
subsequent single,2,176,88.0,5.247392174394346,0.3811417049709726,Understudied
subsequently bursaphelenchus,2,2,1.0,5.247392174394346,0.3811417049709726,Understudied
subsequently confirmed,2,4,2.0,5.247392174394346,0.3811417049709726,Understudied
from rwanda,2,54,27.0,5.247392174394346,0.3811417049709726,Understudied
from leaves,2,28,14.0,5.247392174394346,0.3811417049709726,Understudied
from infected,2,18,9.0,5.247392174394346,0.3811417049709726,Understudied
from maize,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
from jordan,2,12,6.0,5.247392174394346,0.3811417049709726,Understudied
from korea,2,22,11.0,5.247392174394346,0.3811417049709726,Understudied
such complexes,2,82,41.0,5.247392174394346,0.3811417049709726,Understudied
such dihaploids,2,216,108.0,5.247392174394346,0.3811417049709726,Understudied
suggested at,2,2,1.0,5.247392174394346,0.3811417049709726,Understudied
remained uninfected,2,26,13.0,5.247392174394346,0.3811417049709726,Understudied
manure and,2,120,60.0,5.247392174394346,0.3811417049709726,Understudied
manna tree,2,14,7.0,5.247392174394346,0.3811417049709726,Understudied
manubrium is,2,8,4.0,5.247392174394346,0.3811417049709726,Understudied
many cropping,2,4,2.0,5.247392174394346,0.3811417049709726,Understudied
from nematodes,2,100,50.0,5.247392174394346,0.3811417049709726,Understudied
from most,2,8,4.0,5.247392174394346,0.3811417049709726,Understudied
from multivariate,2,68,34.0,5.247392174394346,0.3811417049709726,Understudied
from persimmon,2,0,0.0,5.247392174394346,0.3811417049709726,Understudied
successfully reproduce,2,54,27.0,5.247392174394346,0.3811417049709726,Understudied
successful invasion,2,18,9.0,5.247392174394346,0.3811417049709726,Understudied
from miner,2,22,11.0,5.247392174394346,0.3811417049709726,Understudied
successive years,2,20,10.0,5.247392174394346,0.3811417049709726,Understudied
reliable diagnosis,2,27,13.5,5.247392174394346,0.3811417049709726,Understudied
remains problematic,2,218,109.0,5.247392174394346,0.3811417049709726,Understudied
remarkable amount,2,106,53.0,5.247392174394346,0.3811417049709726,Understudied
subventral lips,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
from older,2,2,1.0,5.247392174394346,0.3811417049709726,Understudied
from nigeria,2,9,4.5,5.247392174394346,0.3811417049709726,Understudied
from others,2,4,2.0,5.247392174394346,0.3811417049709726,Understudied
from palm,2,48,24.0,5.247392174394346,0.3811417049709726,Understudied
from partial,2,34,17.0,5.247392174394346,0.3811417049709726,Understudied
subventral sectors,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
succeeded in,2,18,9.0,5.247392174394346,0.3811417049709726,Understudied
from eggs,2,92,46.0,5.247392174394346,0.3811417049709726,Understudied
from flattened,2,16,8.0,5.247392174394346,0.3811417049709726,Understudied
from fabaceae,2,144,72.0,5.247392174394346,0.3811417049709726,Understudied
from coffee,2,73,36.5,5.247392174394346,0.3811417049709726,Understudied
from colocasia,2,52,26.0,5.247392174394346,0.3811417049709726,Understudied
from cdna,2,350,175.0,5.247392174394346,0.3811417049709726,Understudied
from cereal,2,48,24.0,5.247392174394346,0.3811417049709726,Understudied
from conifers,2,24,12.0,5.247392174394346,0.3811417049709726,Understudied
many fungi,2,92,46.0,5.247392174394346,0.3811417049709726,Understudied
many horticultural,2,80,40.0,5.247392174394346,0.3811417049709726,Understudied
many new,2,22,11.0,5.247392174394346,0.3811417049709726,Understudied
margins on,2,26,13.0,5.247392174394346,0.3811417049709726,Understudied
maris anchor,2,74,37.0,5.247392174394346,0.3811417049709726,Understudied
many open,2,0,0.0,5.247392174394346,0.3811417049709726,Understudied
from fenwick,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
from fields,2,46,23.0,5.247392174394346,0.3811417049709726,Understudied
suggest any,2,80,40.0,5.247392174394346,0.3811417049709726,Understudied
sugarcane and,2,0,0.0,5.247392174394346,0.3811417049709726,Understudied
sugarcane field,2,38,19.0,5.247392174394346,0.3811417049709726,Understudied
sugarcane fields,2,15,7.5,5.247392174394346,0.3811417049709726,Understudied
suggested hybrid,2,218,109.0,5.247392174394346,0.3811417049709726,Understudied
from dune,2,12,6.0,5.247392174394346,0.3811417049709726,Understudied
maris piper,2,74,37.0,5.247392174394346,0.3811417049709726,Understudied
maritima and,2,148,74.0,5.247392174394346,0.3811417049709726,Understudied
such species,2,4,2.0,5.247392174394346,0.3811417049709726,Understudied
sufficient control,2,40,20.0,5.247392174394346,0.3811417049709726,Understudied
from glacial,2,12,6.0,5.247392174394346,0.3811417049709726,Understudied
from chrysanthemum,2,12,6.0,5.247392174394346,0.3811417049709726,Understudied
sugar levels,2,146,73.0,5.247392174394346,0.3811417049709726,Understudied
sugar yield,2,40,20.0,5.247392174394346,0.3811417049709726,Understudied
from hong,2,16,8.0,5.247392174394346,0.3811417049709726,Understudied
from host,2,18,9.0,5.247392174394346,0.3811417049709726,Understudied
map of,2,114,57.0,5.247392174394346,0.3811417049709726,Understudied
support conserved,2,28,14.0,5.247392174394346,0.3811417049709726,Understudied
sunken dome,2,18,9.0,5.247392174394346,0.3811417049709726,Understudied
summary  two,2,0,0.0,5.247392174394346,0.3811417049709726,Understudied
summer and,2,26,13.0,5.247392174394346,0.3811417049709726,Understudied
summarized as,2,92,46.0,5.247392174394346,0.3811417049709726,Understudied
superior in,2,252,126.0,5.247392174394346,0.3811417049709726,Understudied
summer on,2,114,57.0,5.247392174394346,0.3811417049709726,Understudied
from alaska,2,12,6.0,5.247392174394346,0.3811417049709726,Understudied
relatively high,2,27,13.5,5.247392174394346,0.3811417049709726,Understudied
relatively limited,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
relatively poor,2,0,0.0,5.247392174394346,0.3811417049709726,Understudied
relatively dissimilar,2,40,20.0,5.247392174394346,0.3811417049709726,Understudied
reliable character,2,2,1.0,5.247392174394346,0.3811417049709726,Understudied
relatively slim,2,2,1.0,5.247392174394346,0.3811417049709726,Understudied
maqbooli nom,2,10,5.0,5.247392174394346,0.3811417049709726,Understudied
sulfur and,2,28,14.0,5.247392174394346,0.3811417049709726,Understudied
from asteraceae,2,44,22.0,5.247392174394346,0.3811417049709726,Understudied
from brant,2,14,7.0,5.247392174394346,0.3811417049709726,Understudied
from british,2,20,10.0,5.247392174394346,0.3811417049709726,Understudied
from broomsedge,2,28,14.0,5.247392174394346,0.3811417049709726,Understudied
from campbellpur,2,18,9.0,5.247392174394346,0.3811417049709726,Understudied
from aerial,2,0,0.0,5.247392174394346,0.3811417049709726,Understudied
from alabama,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
from aphelenchoides,2,60,30.0,5.247392174394346,0.3811417049709726,Understudied
from cyst,2,126,63.0,5.247392174394346,0.3811417049709726,Understudied
from cysts,2,42,21.0,5.247392174394346,0.3811417049709726,Understudied
suitable in,2,60,30.0,5.247392174394346,0.3811417049709726,Understudied
suitable role,2,0,0.0,5.247392174394346,0.3811417049709726,Understudied
suitable tools,2,74,37.0,5.247392174394346,0.3811417049709726,Understudied
suitable barcode,2,218,109.0,5.247392174394346,0.3811417049709726,Understudied
suivi de,2,78,39.0,5.247392174394346,0.3811417049709726,Understudied
relative frequency,2,6,3.0,5.247392174394346,0.3811417049709726,Understudied
