Genus,Host,N_Mentions,Avg_Citations
Xiphinema,The way,2,14.0
Xiphinema,The spines,2,0.0
Xiphinema,The stress,2,14.0
Xiphinema,The suppressiveness,2,23.0
Aphelenchoides,severely hampered,2,48.0
Xiphinema,The specificity,2,0.0
Xiphinema,The recovery,2,35.0
Aphelenchoides,samples collected,2,30.0
Aphelenchoides,shows that,2,14.0
Hoplolaimus,and roots,2,18.5
Hoplolaimus,and T,2,7.0
Hoplolaimus,and Tylenchorhynchus,2,7.5
Hoplolaimus,and several,2,18.0
Hoplolaimus,and species,2,24.0
Hoplolaimus,and of,2,28.5
Hoplolaimus,and maximum,2,5.0
Aphelenchoides,species appeared,2,48.0
Xiphinema,The concentrations,2,14.0
Xiphinema,The pathogenicity,2,13.0
Xiphinema,The network,2,0.0
Aphelenchoides,so far,2,2.0
Aphelenchoides,single nematode,2,30.0
Xiphinema,The fungi,2,13.0
Xiphinema,The geographical,2,1.0
Xiphinema,The female,2,3.0
Xiphinema,The common,2,0.0
Aphelenchoides,species further,2,48.0
Aphelenchoides,some of,2,48.0
Xiphinema,The carbon,2,14.0
Xiphinema,The chemical,2,14.0
Xiphinema,The ability,2,35.0
Aphelenchoides,specific DNA,2,48.0
Aphelenchoides,specific primers,2,30.0
Xiphinema,Studies on,2,1.0
Xiphinema,Subsequent single,2,88.0
Xiphinema,Summary  During,2,5.0
Xiphinema,Species rarely,2,0.0
Xiphinema,Spain using,2,3.0
Xiphinema,Species Affected,2,0.0
Xiphinema,Species delimitation,2,18.0
Xiphinema,The bioactivity,2,23.0
Heterodera,was described,2,15.0
Heterodera,was detected,2,10.5
Heterodera,was developed,2,175.0
Heterodera,was specific,2,26.0
Heterodera,was studied,2,46.0
Heterodera,was round,2,4.0
Heterodera,was selected,2,12.0
Heterodera,was shown,2,20.5
Heterodera,was similar,2,20.5
Heterodera,was reproduced,2,38.0
Xiphinema,South Carolina,2,21.0
Xiphinema,Six valid,2,24.0
Xiphinema,Smoky Mountains,2,4.0
Xiphinema,Several female,2,4.0
Aphelenchoides,support conserved,2,14.0
Aphelenchoides,supported groups,2,48.0
Aphelenchoides,subtenuis is,2,48.0
Aphelenchoides,subunit ribosomal,2,48.0
Aphelenchoides,such as,2,14.5
Aphelenchoides,taxonomic character,2,14.0
Xiphinema,Pratylenchus penetrans,2,21.0
Xiphinema,SYBR Green,2,88.0
Xiphinema,Saitama and,2,0.0
Xiphinema,Root and,2,0.0
Xiphinema,Paratylenchus goldeni,2,21.0
Xiphinema,Regional Park,2,3.0
Xiphinema,Republic were,2,6.0
Xiphinema,Republic with,2,6.0
Hoplolaimus,are G,2,5.0
Hoplolaimus,and supplement,2,24.0
Aphelenchoides,than did,2,15.0
Xiphinema,Paratrichodorus allius,2,21.0
Xiphinema,Paratrichodorus pachydermus,2,0.0
Xiphinema,Pratylenchus crenatus,2,0.0
Xiphinema,Published species,2,6.0
Xiphinema,Prominence Values,2,5.5
Xiphinema,Primer reliability,2,29.0
Aphelenchoides,the PCR,2,30.0
Xiphinema,Phylogenetic relationships,2,24.0
Xiphinema,Pasteuria penetrans,2,68.0
Xiphinema,Penetration through,2,13.0
Xiphinema,Paratrichodo rus,2,21.0
Aphelenchoides,symptoms in,2,2.0
Aphelenchoides,that expression,2,14.0
Xiphinema,Other possible,2,35.0
Xiphinema,PCR for,2,0.0
Xiphinema,Ogma floridense,2,21.0
Xiphinema,No such,2,0.0
Xiphinema,North Carolina,2,21.0
Xiphinema,National Park,2,4.0
Xiphinema,Populations of,2,6.0
Xiphinema,Potential species,2,29.0
Xiphinema,Peninsular Spain,2,1.0
Xiphinema,Nematode treated,2,14.0
Aphelenchoides,the initial,2,15.0
Xiphinema,Multiplex PCR,2,29.0
Aphelenchoides,the corpus,2,14.0
Hoplolaimus,based cropping,2,9.5
Xiphinema,Living Xiphinema,2,13.0
Xiphinema,Longidorid nematodes,2,18.0
Xiphinema,Molecular approaches,2,4.0
Xiphinema,Nepovirus vector,2,1.0
Xiphinema,Merlinius brevidens,2,6.0
Xiphinema,Merlinius microdorus,2,0.0
Xiphinema,Meloidogyne graminis,2,21.0
Xiphinema,Meloidogyne sp,2,13.5
Xiphinema,Medicago plant,2,23.0
Xiphinema,Medicago species,2,23.0
Xiphinema,Longidorus attenuatus,2,1.0
Xiphinema,New nematode,2,24.0
Xiphinema,New primers,2,20.0
Xiphinema,Loofia thienemanni,2,21.0
Xiphinema,Los Alcornocales,2,3.0
Xiphinema,Longidorus paralongicaudatus,2,21.0
Xiphinema,Litchi chinensis,2,5.0
Aphelenchoides,the nematodes,2,35.5
Aphelenchoides,the cells,2,2.0
Aphelenchoides,the primary,2,14.0
Aphelenchoides,the procorpus,2,14.0
Aphelenchoides,the pathogenicity,2,2.0
Aphelenchoides,the survival,2,15.0
Aphelenchoides,the total,2,2.0
Aphelenchoides,the traditional,2,30.0
Xiphinema,Japanese prefectures,2,0.0
Aphelenchoides,the rapid,2,48.0
Xiphinema,In October,2,4.0
Xiphinema,In X,2,20.5
Xiphinema,Lagenidium caudatura,2,13.0
Xiphinema,Lep was,2,13.0
Xiphinema,Kew Gardens,2,0.0
Xiphinema,It differs,2,10.0
Xiphinema,It has,2,14.0
Xiphinema,Magnolia grandiflora,2,3.0
Heterodera,was investigated,2,23.0
Heterodera,was known,2,46.0
Heterodera,was granular,2,10.0
Heterodera,was constructed,2,63.0
Aphelenchoides,three deep,2,14.0
Xiphinema,Interesting morphological,2,1.0
Xiphinema,Investigations into,2,88.0
Aphelenchoides,these primers,2,48.0
Aphelenchoides,this genus,2,48.0
Aphelenchoides,these nematodes,2,14.0
Aphelenchoides,these species,2,2.0
Aphelenchoides,they are,2,48.0
Aphelenchoides,thin sections,2,14.0
Xiphinema,Heterodera sp,2,21.0
Xiphinema,Hoplolaimus galeatus,2,21.0
Xiphinema,Hemicriconemoides wessoni,2,21.0
Xiphinema,Hemicycliophora conida,2,21.0
Aphelenchoides,to be,2,12.0
Aphelenchoides,to eight,2,14.0
Aphelenchoides,to enable,2,2.0
Xiphinema,Hemicriconemoides pseudobrachyurum,2,0.0
Aphelenchoides,to address,2,14.0
Aphelenchoides,to all,2,15.0
Aphelenchoides,to C,2,14.0
Xiphinema,Europe and,2,20.0
Xiphinema,Europe is,2,18.0
Xiphinema,Helicotylenchus erythrinae,2,13.0
Xiphinema,Helicotylenchus multicinctus,2,18.0
Xiphinema,Hemicaloosia graminis,2,21.0
Xiphinema,Hemicriconemoides sp,2,13.0
Xiphinema,ITS rRNA,2,3.0
Xiphinema,Identification and,2,88.0
Hoplolaimus,between Scutellonema,2,5.0
Xiphinema,Filenchus cylindricus,2,21.0
Xiphinema,Eleven species,2,21.0
Aphelenchoides,time and,2,2.0
Aphelenchoides,transmission electron,2,14.0
Aphelenchoides,together and,2,48.0
Aphelenchoides,total DNA,2,30.0
Aphelenchoides,total destruction,2,2.0
Xiphinema,Dolichodorus heterocephal,2,21.0
Xiphinema,Energy dispersive,2,14.0
Xiphinema,Ernest Bernard,2,4.0
Xiphinema,Each species,2,29.0
Xiphinema,Electron microscopy,2,51.0
Xiphinema,During July,2,4.0
Xiphinema,Detailed morphological,2,18.0
Xiphinema,Four populations,2,5.0
Xiphinema,From the,2,6.5
Xiphinema,Further Information,2,0.0
Xiphinema,For PCR,2,0.0
Xiphinema,For all,2,29.0
Xiphinema,Content of,2,23.0
Aphelenchoides,to identify,2,48.0
Aphelenchoides,two separate,2,14.0
Aphelenchoides,treated with,2,15.0
Aphelenchoides,treatment with,2,15.0
Xiphinema,Comparison of,2,6.0
Xiphinema,Columbia vineyards,2,10.0
Xiphinema,Cat produced,2,13.0
Xiphinema,Cat was,2,13.0
Xiphinema,Britain included,2,0.0
Xiphinema,Canada are,2,13.0
Xiphinema,Canadian localities,2,13.0
Xiphinema,DNA suggested,2,4.0
Xiphinema,Dagger nematodes,2,0.0
Hoplolaimus,capensis are,2,24.0
Hoplolaimus,carried out,2,5.5
Hoplolaimus,by the,2,18.0
Hoplolaimus,by SEM,2,18.0
Hoplolaimus,both by,2,18.0
Hoplolaimus,brachyurum and,2,5.0
Xiphinema,Both Xa,2,13.0
Xiphinema,CLRV was,2,35.0
Xiphinema,Cactodera sp,2,21.0
Xiphinema,Blechnum orientale,2,5.0
Xiphinema,Both populations,2,1.0
Aphelenchoides,two classes,2,14.0
Aphelenchoides,verify the,2,2.0
Aphelenchoides,was generated,2,48.0
Aphelenchoides,was higher,2,30.0
Xiphinema,As results,2,0.0
Xiphinema,BLAST search,2,0.0
Xiphinema,Aph and,2,13.0
Xiphinema,Aphanomyces sp,2,13.0
Xiphinema,Aphelenchoides myceliophagus,2,21.0
Xiphinema,Amplicons from,2,88.0
Aphelenchoides,was performed,2,2.0
Xiphinema,All are,2,1.0
Xiphinema,All noninoculated,2,13.0
Xiphinema,Although the,2,35.0
Aphelenchoides,using the,2,30.0
Aphelenchoides,using two,2,2.0
Aphelenchoides,was used,2,48.0
Aphelenchoides,water extraction,2,30.0
Aphelenchoides,water treatments,2,15.0
Aphelenchoides,was three,2,14.0
Aphelenchoides,was essential,2,2.0
Hoplolaimus,characters for,2,24.0
Hoplolaimus,clade consists,2,5.0
Hoplolaimus,conducted using,2,5.0
Hoplolaimus,consists of,2,5.0
Xiphinema,An ultrastructural,2,0.0
Tylenchulus,without large,2,14.0
Xiphinema,Amplification was,2,6.0
Tylenchulus,which is,2,14.0
Tylenchulus,were not,2,28.5
Aphelenchoides,were developed,2,48.0
Aphelenchoides,were evaluated,2,2.0
Aphelenchoides,were lethal,2,15.0
Aphelenchoides,were not,2,38.0
Aphelenchoides,were conducted,2,2.0
Aphelenchoides,which are,2,48.0
Tylenchulus,this nematode,2,3.5
Tylenchulus,variety of,2,73.5
Tylenchulus,undetectable anus,2,14.0
Aphelenchoides,white tip,2,10.5
Aphelenchoides,wide SSU,2,48.0
Aphelenchoides,which characterized,2,2.0
Tylenchulus,than T,2,14.0
Aphelenchoides,when compared,2,15.0
Aphelenchoides,with seeds,2,2.0
Aphelenchoides,with sodium,2,15.0
Aphelenchoides,with molecular,2,14.0
Aphelenchoides,with outgroups,2,14.0
Aphelenchoides,with and,2,2.0
Hoplolaimus,consisted of,2,5.0
Hoplolaimus,communities associated,2,1.5
Hoplolaimus,creeping bentgrass,2,15.0
Tylenchulus,terminus while,2,14.0
Aphelenchoides,with A,2,30.0
Belonolaimus,All nematicide,2,21.0
Belonolaimus,Ammophila breviligulata,2,3.0
Aphelenchoides,yet asymptomatic,2,30.0
Aphelenchoides,without injury,2,2.0
Belonolaimus,Both fields,2,21.0
Belonolaimus,Because the,2,50.0
Tylenchulus,tail terminus,2,14.0
Tylenchulus,tapered in,2,14.0
Tylenchulus,stylet knobs,2,14.0
Tylenchulus,soil with,2,28.5
Belonolaimus,Delaware for,2,3.0
Belonolaimus,Candidatus Pasteuria,2,50.0
Tylenchulus,smooth and,2,14.0
Tylenchulus,short and,2,14.0
Tylenchulus,shorter and,2,14.0
Belonolaimus,Biological nematicides,2,49.0
Belonolaimus,Florida isolate,2,3.0
Belonolaimus,GenBank Accession,2,3.0
Belonolaimus,Glycine max,2,3.0
Belonolaimus,No significant,2,21.0
Belonolaimus,Coast into,2,3.0
Belonolaimus,Collection records,2,3.0
Belonolaimus,Cucumis sativus,2,21.0
Belonolaimus,Cucurbita pepo,2,21.0
Belonolaimus,Morphological characters,2,3.0
Belonolaimus,Belonolaimus maritimus,2,3.0
Belonolaimus,New Jersey,2,3.0
Belonolaimus,Maryland border,2,3.0
Belonolaimus,Meloidogyne javanica,2,21.0
Belonolaimus,Meloidogyne species,2,50.0
Belonolaimus,Molecular diagnosis,2,3.0
Belonolaimus,July of,2,3.0
Belonolaimus,Majestene cocktail,2,21.0
Belonolaimus,Measurements of,2,3.0
Belonolaimus,Gozel et,2,3.0
Belonolaimus,Han et,2,3.0
Tylenchulus,section without,2,14.0
Heterodera,was anteriorly,2,4.0
Heterodera,vulva bridge,2,964.0
Heterodera,various pathogens,2,172.0
Heterodera,was amplified,2,964.0
Heterodera,was conducted,2,18.5
Hoplolaimus,compendium of,2,24.0
Heterodera,vulval cones,2,3.0
Heterodera,vulval denticles,2,11.0
Heterodera,vitellina that,2,38.0
Belonolaimus,On the,2,3.0
Tylenchulus,rounded tail,2,14.0
Tylenchulus,semipenetrans males,2,14.0
Tylenchulus,section of,2,14.0
Tylenchulus,semipenetrans in,2,14.0
Belonolaimus,In both,2,21.0
Tylenchulus,semipenetrans does,2,14.0
Tylenchulus,semipenetrans has,2,14.0
Belonolaimus,In Florida,2,49.0
Belonolaimus,Shape of,2,3.0
Belonolaimus,In experiment,2,49.0
Belonolaimus,In late,2,3.0
Belonolaimus,In the,2,21.0
Belonolaimus,Since this,2,3.0
Belonolaimus,Soil fumigation,2,49.0
Belonolaimus,Some evidence,2,21.0
Belonolaimus,Sting nematodes,2,3.0
Belonolaimus,Sussex County,2,3.0
Belonolaimus,Results from,2,21.0
Belonolaimus,Sequence of,2,3.0
Belonolaimus,Pasteuria species,2,50.0
Hoplolaimus,density of,2,7.5
Hoplolaimus,delimiting species,2,5.0
Hoplolaimus,divergence sufficient,2,5.0
Tylenchulus,perceptible anus,2,14.0
Tylenchulus,parasites of,2,14.0
Tylenchulus,palustris differs,2,14.0
Tylenchulus,palustris has,2,14.0
Tylenchulus,palustris n,2,14.0
Tylenchulus,palustris resembles,2,14.0
Belonolaimus,Oxamyl did,2,21.0
Belonolaimus,Panicum amarum,2,3.0
Belonolaimus,Pasteuria isolated,2,50.0
Belonolaimus,Pasteuria penetrans,2,50.0
Belonolaimus,Pasteuria prevents,2,50.0
Belonolaimus,abandoned after,2,21.0
Belonolaimus,against M,2,21.0
Belonolaimus,This detection,2,3.0
Belonolaimus,allow for,2,21.0
Belonolaimus,alone applications,2,21.0
Belonolaimus,alone rescue,2,21.0
Belonolaimus,alone treatments,2,21.0
Belonolaimus,USDA Nematode,2,3.0
Belonolaimus,Using two,2,49.0
Belonolaimus,While the,2,21.0
Belonolaimus,Within Delaware,2,3.0
Belonolaimus,The male,2,3.0
Belonolaimus,The morphology,2,3.0
Belonolaimus,The population,2,3.0
Belonolaimus,This was,2,21.0
Belonolaimus,Taxonomically relevant,2,50.0
Hoplolaimus,distinct clades,2,5.0
Hoplolaimus,distinct fragment,2,18.0
Hoplolaimus,differences in,2,11.0
Hoplolaimus,detected in,2,21.0
Tylenchulus,palustris are,2,14.0
Tylenchulus,of soil,2,5.5
Tylenchulus,of males,2,14.0
Tylenchulus,on Tylenchulus,2,0.0
Belonolaimus,and M,2,21.0
Belonolaimus,and Majestene,2,21.0
Belonolaimus,and Nemakill,2,49.0
Belonolaimus,also had,2,3.0
Belonolaimus,although all,2,21.0
Tylenchulus,mucronate pointed,2,14.0
Tylenchulus,of Florida,2,14.0
Tylenchulus,not have,2,14.0
Belonolaimus,and bitter,2,3.0
Belonolaimus,The grower,2,3.0
Belonolaimus,The lateral,2,3.0
Belonolaimus,and Cucumis,2,21.0
Belonolaimus,and cladocerans,2,50.0
Belonolaimus,and corroborates,2,50.0
Belonolaimus,and dead,2,3.0
Belonolaimus,and especially,2,21.0
Belonolaimus,and South,2,3.0
Belonolaimus,and along,2,3.0
Belonolaimus,and as,2,21.0
Belonolaimus,and biological,2,49.0
Belonolaimus,and Citrullus,2,21.0
Tylenchulus,longer tail,2,14.0
Tylenchulus,mature females,2,14.0
Tylenchulus,longer posterior,2,14.0
Belonolaimus,as B,2,3.0
Tylenchulus,knobs and,2,14.0
Belonolaimus,an additional,2,21.0
Belonolaimus,an economically,2,49.0
Belonolaimus,an integrated,2,49.0
Belonolaimus,analyses of,2,3.0
Belonolaimus,and vulva,2,3.0
Belonolaimus,another sting,2,3.0
Belonolaimus,any of,2,21.0
Belonolaimus,and spring,2,17.0
Belonolaimus,and strains,2,50.0
Belonolaimus,and suppressed,2,49.0
Belonolaimus,and tail,2,3.0
Belonolaimus,and thought,2,3.0
Belonolaimus,and three,2,21.0
Belonolaimus,and number,2,3.0
Belonolaimus,and populations,2,49.0
Belonolaimus,and fruit,2,49.0
Belonolaimus,and gubernaculum,2,3.0
Belonolaimus,as all,2,49.0
Belonolaimus,as its,2,50.0
Tylenchulus,in Florida,2,6.0
Tylenchulus,indigenous flora,2,14.0
Tylenchulus,indicate that,2,51.0
Tylenchulus,large fat,2,14.0
Tylenchulus,larger stylet,2,14.0
Hoplolaimus,expansion regions,2,5.0
Hoplolaimus,experiments were,2,14.0
Hoplolaimus,emended and,2,24.0
Tylenchulus,in soil,2,30.5
Belonolaimus,been no,2,3.0
Belonolaimus,and having,2,21.0
Belonolaimus,and in,2,21.0
Belonolaimus,be more,2,49.0
Belonolaimus,but more,2,21.0
Belonolaimus,but the,2,21.0
Belonolaimus,cantaloupe field,2,21.0
Belonolaimus,characteristics of,2,50.0
Belonolaimus,characters critical,2,3.0
Belonolaimus,been controlled,2,49.0
Tylenchulus,from broomsedge,2,14.0
Belonolaimus,been reported,2,3.0
Belonolaimus,better suppression,2,21.0
Belonolaimus,body length,2,3.0
Belonolaimus,both as,2,21.0
Belonolaimus,congeneric ranking,2,50.0
Belonolaimus,consistent enhancement,2,49.0
Belonolaimus,consistent with,2,3.0
Belonolaimus,chloropicrin provided,2,49.0
Tylenchulus,from T,2,14.0
Tylenchulus,have wider,2,14.0
Tylenchulus,having an,2,14.0
Tylenchulus,has been,2,48.5
Tylenchulus,have a,2,14.0
Tylenchulus,furcus and,2,14.0
Tylenchulus,furcus in,2,14.0
Belonolaimus,as stand,2,21.0
Belonolaimus,as suppressed,2,49.0
Belonolaimus,as the,2,3.0
Belonolaimus,as well,2,49.0
Belonolaimus,cucumber and,2,21.0
Belonolaimus,cucumber field,2,21.0
Belonolaimus,cucurbit growers,2,21.0
Belonolaimus,confirms its,2,50.0
Belonolaimus,decrease during,2,21.0
Belonolaimus,definitive type,2,50.0
Belonolaimus,density or,2,21.0
Belonolaimus,density was,2,3.0
Belonolaimus,control and,2,49.0
Belonolaimus,corn,2,3.0
Belonolaimus,corn the,2,3.0
Tylenchulus,fat globules,2,14.0
Belonolaimus,cropping season,2,21.0
Belonolaimus,component of,2,49.0
Belonolaimus,conducted using,2,21.0
Belonolaimus,confirmed by,2,3.0
Hoplolaimus,for phylogenetic,2,5.0
Hoplolaimus,for plant,2,26.0
Hoplolaimus,for a,2,13.5
Hoplolaimus,for H,2,18.0
Hoplolaimus,from soil,2,14.5
Tylenchulus,female of,2,14.0
Tylenchulus,female postvulval,2,14.0
Tylenchulus,from those,2,8.5
Tylenchulus,graminis in,2,14.0
Tylenchulus,graminis males,2,14.0
Belonolaimus,environmentally friendly,2,49.0
Tylenchulus,graminis resembles,2,14.0
Tylenchulus,graminis second,2,14.0
Tylenchulus,graminis and,2,14.0
Tylenchulus,graminis has,2,14.0
Heterodera,vitellina produces,2,38.0
Heterodera,using five,2,38.0
Heterodera,vibrating razor,2,175.0
Heterodera,vitellina inside,2,38.0
Heterodera,vitellina is,2,38.0
Heterodera,very active,2,40.0
Heterodera,vegetable production,2,2.0
Heterodera,vein virus,2,20.0
Heterodera,varied by,2,145.5
Belonolaimus,effect of,2,21.0
Belonolaimus,commercial farms,2,21.0
Belonolaimus,commercial harvesting,2,21.0
Belonolaimus,compared to,2,21.0
Belonolaimus,enhance crop,2,49.0
Belonolaimus,enough to,2,21.0
Belonolaimus,especially M,2,21.0
Belonolaimus,especially in,2,21.0
Belonolaimus,during the,2,21.0
Belonolaimus,east coast,2,3.0
Belonolaimus,efficacy of,2,21.0
Belonolaimus,efficacy when,2,21.0
Belonolaimus,document this,2,3.0
Belonolaimus,dependent on,2,21.0
Belonolaimus,detection in,2,3.0
Tylenchulus,conoid mature,2,14.0
Tylenchulus,conoid postvulval,2,14.0
Belonolaimus,establishment or,2,49.0
Tylenchulus,distinct anus,2,14.0
Tylenchulus,do not,2,14.0
Hoplolaimus,genetic divergence,2,5.0
Hoplolaimus,genus Hoplolaimus,2,3.0
Hoplolaimus,gene of,2,5.0
Belonolaimus,established the,2,3.0
Belonolaimus,established well,2,21.0
Tylenchulus,citrus nematode,2,48.5
Tylenchulus,body portion,2,14.0
Tylenchulus,bulb and,2,14.0
Belonolaimus,field was,2,21.0
Tylenchulus,but T,2,14.0
Tylenchulus,but differs,2,14.0
Belonolaimus,fastidiously Gram,2,50.0
Belonolaimus,did very,2,21.0
Belonolaimus,field the,2,21.0
Belonolaimus,field trials,2,21.0
Belonolaimus,exploring the,2,49.0
Belonolaimus,fields of,2,3.0
Belonolaimus,fluopyram increased,2,49.0
Belonolaimus,for identification,2,3.0
Belonolaimus,failed to,2,49.0
Belonolaimus,farm operator,2,3.0
Belonolaimus,growing season,2,49.0
Belonolaimus,feeding groups,2,49.0
Belonolaimus,female body,2,3.0
Belonolaimus,fertility problem,2,3.0
Belonolaimus,field experiments,2,49.0
Belonolaimus,field had,2,3.0
Belonolaimus,expansion region,2,3.0
Tylenchulus,are described,2,14.0
Belonolaimus,evidence suggesting,2,50.0
Belonolaimus,except for,2,21.0
Belonolaimus,fumigant chemical,2,49.0
Belonolaimus,had a,2,3.0
Belonolaimus,hapla as,2,21.0
Belonolaimus,hapla populations,2,21.0
Belonolaimus,hapla root,2,21.0
Belonolaimus,greenhouse tomato,2,21.0
Belonolaimus,growers in,2,49.0
Belonolaimus,from this,2,3.0
Belonolaimus,fruit yield,2,49.0
Belonolaimus,for strawberry,2,49.0
Belonolaimus,from Fenwick,2,3.0
Hoplolaimus,identification method,2,18.0
Hoplolaimus,identification of,2,24.0
Tylenchulus,bifid tail,2,14.0
Tylenchulus,and pop,2,14.0
Tylenchulus,and illustrated,2,14.0
Tylenchulus,basal bulb,2,14.0
Belonolaimus,important horticultural,2,49.0
Belonolaimus,from Virginia,2,3.0
Belonolaimus,from both,2,21.0
Belonolaimus,from nematodes,2,50.0
Belonolaimus,from root,2,50.0
Belonolaimus,identification included,2,3.0
Belonolaimus,identity of,2,3.0
Belonolaimus,in Burlington,2,3.0
Belonolaimus,in Delaware,2,3.0
Belonolaimus,high population,2,21.0
Belonolaimus,host are,2,50.0
Belonolaimus,host range,2,50.0
Belonolaimus,identical to,2,3.0
Belonolaimus,has greatest,2,50.0
Belonolaimus,have also,2,3.0
Tylenchulus,and T,2,14.0
Tylenchulus,Tylenchulus graminis,2,14.0
Tylenchulus,Tylenchulus palustris,2,6.0
Belonolaimus,having a,2,21.0
Tylenchulus,and basal,2,14.0
Hoplolaimus,important diagnostic,2,24.0
Hoplolaimus,high population,2,6.0
Hoplolaimus,high level,2,18.0
Hoplolaimus,growth in,2,28.5
Hoplolaimus,in all,2,18.0
Tylenchulus,The male,2,14.0
Belonolaimus,increased during,2,21.0
Belonolaimus,head and,2,3.0
Belonolaimus,heavily infested,2,21.0
Belonolaimus,high degree,2,3.0
Belonolaimus,infection after,2,21.0
Belonolaimus,infection in,2,21.0
Belonolaimus,interest in,2,49.0
Belonolaimus,investigate this,2,21.0
Belonolaimus,increase plant,2,49.0
Belonolaimus,indicate that,2,21.0
Belonolaimus,in this,2,49.0
Belonolaimus,included body,2,3.0
Tylenchulus,This datasheet,2,0.0
Belonolaimus,living nematode,2,49.0
Belonolaimus,large ribosomal,2,3.0
Belonolaimus,in sandy,2,3.0
Belonolaimus,in southwestern,2,3.0
Belonolaimus,in terms,2,21.0
Belonolaimus,lines in,2,3.0
Belonolaimus,javanica in,2,21.0
Belonolaimus,living nematodes,2,49.0
Belonolaimus,longicaudatus and,2,21.0
Belonolaimus,longicaudatus in,2,21.0
Belonolaimus,longicaudatus is,2,3.0
Belonolaimus,known to,2,3.0
Belonolaimus,lateral field,2,3.0
Belonolaimus,less than,2,21.0
Belonolaimus,levels of,2,49.0
Belonolaimus,itself tended,2,21.0
Belonolaimus,javanica field,2,21.0
Belonolaimus,javanica populations,2,21.0
Belonolaimus,javanica root,2,21.0
Belonolaimus,km apart,2,3.0
Belonolaimus,irregular areas,2,3.0
Belonolaimus,is proposed,2,50.0
Hoplolaimus,in May,2,6.0
Belonolaimus,longicaudatus populations,2,49.0
Belonolaimus,longicaudatus sequences,2,3.0
Tylenchorhynchus,with moderate,2,22.0
Tylenchorhynchus,yield with,2,27.0
Tylenchorhynchus,with pendimethalin,2,27.0
Tylenchorhynchus,zeae and,2,15.5
Tylenchorhynchus,year period,2,9.0
Belonolaimus,isolation of,2,50.0
Tylenchorhynchus,with three,2,16.0
Tylenchorhynchus,with time,2,22.0
Tylenchorhynchus,with one,2,22.0
Tylenchorhynchus,with overlapping,2,35.0
Tylenchorhynchus,with residue,2,27.0
Tylenchorhynchus,with generation,2,39.0
Belonolaimus,isolated from,2,3.0
Belonolaimus,mixed application,2,21.0
Belonolaimus,more severe,2,21.0
Belonolaimus,more tropical,2,21.0
Belonolaimus,morphometric and,2,50.0
Belonolaimus,markers from,2,3.0
Belonolaimus,lower coastal,2,3.0
Belonolaimus,manage nematodes,2,21.0
Hoplolaimus,in cotton,2,7.5
Tylenchorhynchus,whereas the,2,37.5
Tylenchorhynchus,which could,2,39.0
Tylenchorhynchus,which developed,2,9.0
Tylenchorhynchus,when P,2,22.0
Tylenchorhynchus,with wheat,2,27.0
Tylenchorhynchus,within representatives,2,1.0
Tylenchorhynchus,without the,2,27.0
Tylenchorhynchus,well separated,2,1.0
Tylenchorhynchus,were sampled,2,22.0
Tylenchorhynchus,were inoculated,2,15.5
Tylenchorhynchus,were sown,2,22.0
Tylenchorhynchus,were morphologically,2,35.0
Tylenchorhynchus,were new,2,28.5
Tylenchorhynchus,were originally,2,1.0
Tylenchorhynchus,were infested,2,35.0
Tylenchorhynchus,with a,2,13.5
Tylenchorhynchus,with coarse,2,10.0
Tylenchorhynchus,with conus,2,10.0
Belonolaimus,new reports,2,3.0
Belonolaimus,longicaudatus was,2,3.0
Belonolaimus,number of,2,3.0
Belonolaimus,nematode present,2,21.0
Belonolaimus,obligately endoparasitic,2,50.0
Belonolaimus,observations of,2,3.0
Belonolaimus,observed stunted,2,3.0
Belonolaimus,occur in,2,3.0
Belonolaimus,nematodes per,2,3.0
Belonolaimus,new crop,2,21.0
Belonolaimus,new state,2,3.0
Belonolaimus,novel taxon,2,50.0
Belonolaimus,nematode Heterodera,2,50.0
Belonolaimus,nematode from,2,3.0
Tylenchorhynchus,was correlated,2,39.0
Belonolaimus,nematode pressure,2,21.0
Belonolaimus,nematodes have,2,49.0
Belonolaimus,nature of,2,50.0
Belonolaimus,near the,2,3.0
Belonolaimus,needed to,2,21.0
Heterodera,variance in,2,20.0
Heterodera,uniform pattern,2,63.0
Heterodera,values ranging,2,12.0
Heterodera,variation among,2,63.0
Heterodera,utility of,2,34.0
Heterodera,using this,2,175.0
Heterodera,using tobacco,2,2.0
Heterodera,usually a,2,46.0
Tylenchorhynchus,were fewer,2,16.0
Tylenchorhynchus,was little,2,22.0
Tylenchorhynchus,was more,2,44.0
Tylenchorhynchus,was done,2,7.0
Tylenchorhynchus,were detected,2,46.0
Tylenchorhynchus,were explored,2,1.0
Tylenchorhynchus,weeds and,2,27.0
Tylenchorhynchus,were also,2,17.5
Tylenchorhynchus,were correlated,2,22.0
Tylenchorhynchus,were Meloidogyne,2,7.0
Tylenchorhynchus,weed management,2,27.0
Tylenchorhynchus,vagina that,2,9.0
Tylenchorhynchus,ventrosignatus by,2,9.0
Tylenchorhynchus,was not,2,18.0
Tylenchorhynchus,various species,2,7.0
Tylenchorhynchus,using a,2,35.0
Tylenchorhynchus,using these,2,27.0
Tylenchorhynchus,value was,2,7.0
Tylenchorhynchus,was studied,2,10.0
Tylenchorhynchus,was undertaken,2,27.0
Tylenchorhynchus,we concluded,2,1.0
Tylenchorhynchus,we identified,2,35.0
Tylenchorhynchus,was of,2,7.0
Tylenchorhynchus,was only,2,22.0
