Author,Total_Citations,Mean_Citations,N_Papers,N_Genera,H_Index
"Atibalentja, N.",42,21.0,2,1,2
"Atif, Amr M.",0,0.0,1,1,0
"Atighi, Mohammad Reza",21,10.5,2,1,2
"Atilla, ÃÂCAL",0,0.0,1,1,0
"Atkins, David H.",3,3.0,1,1,1
"Atkins, Simon D",150,75.0,2,1,2
"Atkinson, H J",48,24.0,2,1,2
"Atkinson, H. J.",80,40.0,2,1,2
"Atkinson, Howard J.",188,94.0,2,1,2
"Atkinson, Howard John",11,11.0,1,1,1
"Atkinson, Louise E.",25,25.0,1,1,1
"Atkinson, Nicky J.",326,326.0,1,1,1
"Attia, M. M. R.",2,1.0,2,1,1
"Attia, Mohamed S.",32,16.0,2,2,2
"Atungwu, J. J.",2,2.0,1,1,1
"Atungwu, JJ",7,3.5,2,1,1
"Atungwu, Jonathan Jeremiah",2,2.0,1,1,1
"Audebert, A.",64,32.0,2,1,2
"Audette, Carolane",6,3.0,2,1,2
"Auger, J",5,5.0,1,1,1
"Aukema, Brian H.",47,23.5,2,1,2
"Aumann, J",5,5.0,1,1,1
"Aumann, J.",12,4.0,3,1,2
"Aung, T",5,5.0,1,1,1
"Austin, Hannah W.",7,7.0,1,1,1
"Auwal, Hassan M.",2,2.0,1,1,1
"Auwerkerken, Annemarie",12,12.0,1,1,1
"Avato, P.",173,57.666666666666664,3,2,3
"Avelino, Jacques",9,9.0,1,1,1
"AvendaÃÂ±o, Felicitas",72,18.0,4,1,4
"AvendaÃ±o, Felicitas",62,20.666666666666668,3,1,3
"Aviles-Gomez, JesÃÂºs",1,1.0,1,1,1
"Awad, M.A.",1,1.0,1,1,1
"Awan, F. A.",8,8.0,1,1,1
"Awan, Zoia Arshad",5,5.0,1,1,1
"Awd-Allah, Sherin",6,3.0,2,1,2
"Awmack, Caroline S.",32,32.0,1,1,1
"Ayala, Alejandro",16,8.0,2,2,2
"Ayala-DoÃÂ±as, Alejandro",1,1.0,1,1,1
"Ayatollahy, Ebrahim",28,14.0,2,1,2
"Ayaz, Muhammad",42,42.0,1,1,1
"Aycock, R",3,3.0,1,1,1
"AydÃÂ±nlÃÂ±, GÃÂ¶khan",9,9.0,1,1,1
"Ayvar Serna, Sergio",4,4.0,1,1,1
"Azam, Tanweer",11,11.0,1,1,1
"Azevedo, L.H.",24,12.0,2,1,2
"Azevedo, Lillian MagalhÃÂ£es",0,0.0,1,1,0
"Azimi, Sedighe",10,2.5,4,3,2
"Azizi, Kourosh",1,1.0,1,1,1
"Azizi, P",24,24.0,1,1,1
"AÃÂ¯t Hamza, Mohamed",10,10.0,1,1,1
"B., Abdel Razik A.",0,0.0,1,1,0
"B?da, Vincas",5,5.0,1,1,1
"BAIRWA, AARTI",3,3.0,1,1,1
"BALASUBRAMANIAN, M.",38,38.0,1,1,1
"BARBARA, D. J.",9,9.0,1,1,1
"BAREKYE, A",16,16.0,1,1,1
"BARRETT, J.",8,8.0,1,1,1
"BARROS, ANDREA C. B.",1,1.0,1,1,1
"BATTERBY, S.",6,3.0,2,1,2
"BAUERLE, T. L.",21,21.0,1,1,1
"BAUSKE, E. M.",8,8.0,1,1,1
"BAXTER, R. I.",40,10.0,4,1,4
"BEANE, J.",12,3.0,4,2,3
"BEAULIEU, FRÃÂDÃÂRIC",16,16.0,1,1,1
"BEHMAND, Tohid",29,4.142857142857143,7,2,4
"BELLO, A.",2,2.0,1,1,1
"BELLÃÂ, C.",4,4.0,1,1,1
"BELLÃÂ, CRISTIANO",4,4.0,1,1,1
"BENTLEY, Michael D",15,15.0,1,1,1
"BIRD, A. F.",1,1.0,1,1,1
"BLAKE, C.D.",31,10.333333333333334,3,1,3
"BLOOMBERG, W. J.",11,5.5,2,1,2
"BOAG, B.",73,7.3,10,4,6
"BOCK, K. R.",29,29.0,1,1,1
"BOGACKI, P.",20,20.0,1,1,1
"BOLLA, Jennifer A.",4,4.0,1,1,1
"BOLLA, Robert I.",9,4.5,2,1,1
"BONTEMPO, AMANDA FERREIRA",10,10.0,1,1,1
"BOURNE, J. M.",89,89.0,1,1,1
"BOYNO, GÃ¶khan",5,5.0,1,1,1
"BOZBUGA, Refik",6,3.0,2,1,2
"BRAASCH, H.",13,13.0,1,1,1
"BRAASCH, HELEN",20,20.0,1,1,1
"BRITO, OLIVIA DIULEN COSTA",0,0.0,1,1,0
"BROWN, D. J. F.",6,6.0,1,1,1
"BROWN, E. B.",73,14.6,5,2,5
"BUCKHURST, A. S.",7,7.0,1,1,1
"BUDAI, Cs.",2,1.0,2,1,1
"BURROWS, P. R.",6,6.0,1,1,1
"BYRNE, J.",25,25.0,1,1,1
"Ba?azy, Stanis?aw",18,18.0,1,1,1
"Baarlen, P.",11,11.0,1,1,1
"Baazeem, Alaa",35,8.75,4,1,2
"Baba, H.S.",1,1.0,1,1,1
"Babaali, Djaafar",14,4.666666666666667,3,1,1
"Babadoost, Mohammad",2,2.0,1,1,1
"Babatola, J O",22,11.0,2,1,2
"Babatola, J. O.",42,21.0,2,1,2
"Babich, A.A.",0,0.0,1,1,0
"Babu, A.M.",0,0.0,1,1,0
"Babu, Rosana O",22,22.0,1,1,1
"Bacetty, A A",50,50.0,1,1,1
"Bacetty, A.A.",5,5.0,1,1,1
"Bacetty, Ada A.",66,33.0,2,1,2
"Bachmann-Pfabe, S.",14,14.0,1,1,1
"Bacic, A",2,2.0,1,1,1
"Bacic, Jasmina",2,1.0,2,1,1
"Back, Matthew",84,16.8,5,1,5
"Backett, K D",3,3.0,1,1,1
"Backiyarani, S.",34,17.0,2,1,2
"Backiyarani, Suthanthiram",11,11.0,1,1,1
"Badenes-PÃÂ©rez, Francisco RubÃÂ©n",17,17.0,1,1,1
"Badgujar, Shamkant B.",10,10.0,1,1,1
"Badra, T",5,5.0,1,1,1
"Bae, C H",13,6.5,2,1,2
"Bae, Ch",20,20.0,1,1,1
"Bagga, Suman",6,6.0,1,1,1
"Baghel, J.K.",54,27.0,2,1,2
"Bagheri, Negar",7,7.0,1,1,1
"Bagnaresi, Paolo",84,42.0,2,1,2
"Bagyaraj, D. J.",59,59.0,1,1,1
"Bahadur, Amar",3,3.0,1,1,1
"Bahaji, Abdellatif",0,0.0,1,1,0
"Bahmani, Jebraeil",17,17.0,1,1,1
"Bahraminejad, S.",41,41.0,1,1,1
"Bahraminejad, Sohbat",11,11.0,1,1,1
"Bai, Chuan Qi",35,35.0,1,1,1
"Bai, Peng Hua",11,11.0,1,1,1
"Bai, Xuefei",0,0.0,1,1,0
"Baicheva, O.",0,0.0,1,1,0
"Baida, Fernando Cesar",10,10.0,1,1,1
"Baidoo, Richard",89,14.833333333333334,6,3,4
"Bailey, D. J.",6,6.0,1,1,1
"Baimey, Hugues",31,7.75,4,1,3
"Baines, R C",29,7.25,4,1,3
"Baird, S M",44,44.0,1,1,1
"Bairwa, Aarti",17,1.8888888888888888,9,1,2
"Bajaj, H K",6,6.0,1,1,1
"Bajaj, K.L.",3,3.0,1,1,1
"Bajaj, Ruchika",33,33.0,1,1,1
"Bajestani, Majid S.",4,4.0,1,1,1
"Bakari, Kouassi Abou",12,12.0,1,1,1
"Baker, A. D.",0,0.0,1,1,0
"Bakhetia, M",94,94.0,1,1,1
"Bakhetia, M.",40,40.0,1,1,1
"Bakhetia, Manjula",92,92.0,1,1,1
"Bakhshi Amrei, Shahrbanou",10,5.0,2,1,2
"Bakke, A.",16,16.0,1,1,1
"Bakker, Erin",136,68.0,2,1,2
"Bakker, Jaap",88,44.0,2,1,2
"Baklawa, Mohamed",19,6.333333333333333,3,1,3
"Bakr, Ramadan A.",7,3.5,2,1,1
"Bakulina, A. V.",0,0.0,1,1,0
"Balah, Mohamed Abdelaziz",13,13.0,1,1,1
"Balardin, Ricardo R",0,0.0,2,1,0
"Balbino, Huarlen Marcio",6,3.0,2,1,2
"Baldacci-Cresp, Fabien",33,8.25,4,1,4
"Baldin, Edson Luiz Lopes",11,11.0,1,1,1
"Baldisera, Sephora Serrano",0,0.0,1,1,0
"Baldoni, Daiana Bortoluzzi",15,15.0,1,1,1
"Baldridge, Gerald D.",166,83.0,2,1,2
"Baldwin, J G",84,14.0,6,2,5
"Baldwin, James",2,2.0,1,1,1
"Baldwin, James G.",18,9.0,2,2,2
"Balestrini, Raffaella",31,31.0,1,1,1
"Baley, George J",9,9.0,1,1,1
"Baliadi, Yuliantoro",1,1.0,1,1,1
"Balkan, Igensius",0,0.0,1,1,0
"Ballard, R. A.",8,8.0,1,1,1
"Ballvora, Agim",80,80.0,1,1,1
"BallÃ¢ÂÂCoelho, B.",14,14.0,1,1,1
"BallÃ¢ÂÂCoelho, Bonnie R.",9,9.0,1,1,1
"Baltensperger, D. D.",34,17.0,2,1,2
"Bamidele, Julius A.",9,9.0,1,1,1
"Bamigboye, R.A.",2,2.0,1,1,1
"Banakar, Prakash",29,9.666666666666666,3,1,2
"Banasiak, Lothar",2,2.0,1,1,1
"Banerjee, Sagar",10,5.0,2,1,2
"Banful, B.",7,3.5,2,1,2
"Bang, Hyun Bae",52,52.0,1,1,1
"Banihashemian, Seyedeh Najmeh",2,0.5,4,1,1
"Baniya, Anil",6,3.0,2,1,2
"Bano, Husan-",3,3.0,1,1,1
"Bano, Samina",38,9.5,4,2,4
"Banora, Mohamed",0,0.0,1,1,0
"Banora, Mohamed Youssef",0,0.0,1,1,0
"Banothu, Janardhan",31,31.0,1,1,1
"Banuelos, J",31,31.0,1,1,1
"Bao, Zheng-Xue",1,1.0,1,1,1
"Bar-Eyal, Meira",34,34.0,1,1,1
"Barabashova, V N",0,0.0,1,1,0
"Baradaran, Gholam Reza",1,1.0,1,1,1
"Baranowski, ÃÂukasz",2,2.0,1,1,1
"Barbary, A.",22,22.0,1,1,1
"Barbary, Arnaud",21,21.0,1,1,1
"Barbosa, Gabrielle Regina Miguel",0,0.0,1,1,0
"Barbosa, Jaqueline AraÃÂºjo",0,0.0,1,1,0
"Barbosa, P",86,86.0,1,1,1
"Barbosa, Pedro",28,28.0,1,1,1
"Barcaccia, G.",55,55.0,1,1,1
"Barcala, Marta",372,186.0,2,1,2
"Barchenger, Derek W.",74,74.0,1,1,1
Bardgett,103,103.0,1,1,1
"Bardou-Valette, Sylvie",3,3.0,1,1,1
"Barik, Shrabani",0,0.0,1,1,0
"Barker, K R",109,18.166666666666668,6,3,5
"Barloy, D.",28,14.0,2,1,2
"Barloy, Dominique",90,90.0,1,1,1
"Barnes, Stacey N.",52,13.0,4,1,4
"Barone, Amalia",154,154.0,1,1,1
"Barrantes-SantamarÃÂ­a, Walter",0,0.0,1,1,0
"Barrett, J.",50,25.0,2,1,2
"Barros, A. F.",8,8.0,1,1,1
"Barros, A.F.",16,16.0,1,1,1
"Barros, Aline F",6,6.0,1,1,1
"Barros, Aline F.",32,8.0,4,1,2
"Barros, Aline Ferreira",124,20.666666666666668,6,1,6
"Barros, Andrea C. B.",2,2.0,1,1,1
"Barros, Bruno Eduardo Alves",1,1.0,1,1,1
"Barsalote, Eda Marie",5,5.0,1,1,1
"Barsi, LÃÂ¡szlÃÂ³",12,3.0,4,2,2
"Bary, Nagwa A. Abd- El",0,0.0,2,1,0
"Basaid, Khadija",5,2.5,2,1,2
"Basavaraj, V.",0,0.0,1,1,0
"Baset, Sahar H. Abdel-",0,0.0,1,1,0
"Bashian-Victoroff, Claudia",1,1.0,1,1,1
"Bashir, Anum",0,0.0,1,1,0
"Bashyal, Puspalata",18,18.0,1,1,1
"Basnet, C P",4,4.0,1,1,1
"Basnet, Pawan",13,4.333333333333333,3,1,2
"Basso, Marcos Fernando",25,8.333333333333334,3,1,3
"Basson, S",17,8.5,2,1,2
"Bastow, Justin L.",4,4.0,1,1,1
"Basumatary, Binita",8,4.0,2,1,2
"Basyony, Aymen Ghnaam",30,30.0,1,1,1
"Bates, Jayne A.",32,32.0,1,1,1
"Battaglia, Evy",104,104.0,1,1,1
"Batten, C K",15,15.0,1,1,1
"Baujard, Pierre",2,0.6666666666666666,3,3,1
"Baum, T J",38,38.0,1,1,1
"Bauters, Lander",69,13.8,5,2,5
"Bautista-Sopelana, Luis M.",0,0.0,1,1,0
"Bavaresco, Lorrayne GuimarÃÂ£es",1,1.0,1,1,1
"Bawa, Navjot",1,1.0,1,1,1
"Bayaso, I",0,0.0,1,1,0
"Bayles, Melanie B.",25,12.5,2,1,2
"Bayless, Adam M.",248,41.333333333333336,6,1,6
"Bazgir, E.",2,2.0,1,1,1
"BaÃÂiÃÂ, J",2,2.0,1,1,1
"BaÃÂiÃÂ, Jasmina",1,0.5,2,1,1
"BaÃÂazy, StanisÃÂaw",18,18.0,1,1,1
"Beckenbach, K",15,15.0,1,1,1
"Becker, J O",6,6.0,1,1,1
"Becker, J. Smith",6,3.0,2,1,2
"Becker, Jennifer Smith",13,13.0,1,1,1
"Becker, JÃÂ¶rn Ole",58,58.0,1,1,1
"Becker, JÃ¶rn Ole",58,58.0,1,1,1
"Bedker, P. J.",15,15.0,1,1,1
"Bedker, Peter J.",9,9.0,1,1,1
"Beeman, Augustine Q",76,19.0,4,1,4
"Been, T H",23,23.0,1,1,1
"Been, Thomas",32,16.0,2,2,2
"Beesa, Natthidech",9,3.0,3,2,2
"Beesley, Alexander",0,0.0,2,1,0
"Begeman, Charles R.",6,6.0,1,1,1
"Begum, Farhana",4,2.0,2,1,1
"Begum, Sabira",135,33.75,4,1,4
"Begum, Zarina",3,3.0,1,1,1
"Behera, Sujit Kumar",0,0.0,1,1,0
"Behm, J E",13,13.0,1,1,1
"Behmand, Tohid",6,1.0,6,2,2
"Behzadian, Shiva",0,0.0,1,1,0
"Bekal, S",63,31.5,2,2,2
"Bekal, S.",6,6.0,1,1,1
"Bekal, Sadia",366,45.75,8,2,8
"Bekhiet, M. A.",8,2.6666666666666665,3,1,2
"Bekmurodov, Abdujabbor Sattorovich",0,0.0,1,1,0
"Belin, Christophe",31,31.0,1,1,1
"Belknap, Renee Adler",4,2.0,2,1,2
"Bell, Alois A",28,28.0,1,1,1
"Bell, Alois A.",43,14.333333333333334,3,2,2
"Bell, Christopher A",10,10.0,1,1,1
"Bell, Christopher A.",71,23.666666666666668,3,2,3
"Bell, Lindsay W.",4,4.0,1,1,1
"Bell, N.L",10,10.0,1,1,1
"Bell, Nigel",50,25.0,2,1,2
"Bellafiore, StÃ©phane",214,214.0,1,1,1
"Bello, L. Y.",9,9.0,1,1,1
"Bello, L.Y.",0,0.0,1,1,0
"Bello, Oluwatoyin E.",0,0.0,1,1,0
"Bello, Tesleem T.",11,3.6666666666666665,3,3,2
"Bellvert, Joaquim",9,9.0,1,1,1
"BellÃÂ©, Cristiano",6,3.0,2,2,1
"Belzile, FranÃ§ois",0,0.0,1,1,0
"Ben-Daniel, Bat-Hen",41,41.0,1,1,1
"Benedetti, Tatiana",2,2.0,1,1,1
"Beniers, J. E.",3,3.0,1,1,1
"Beniers, Johanna E.",22,11.0,2,1,2
"Benjamin, Joshua",0,0.0,1,1,0
"Bennett, Morgan",3,1.5,2,1,1
"Benson, D M",2,2.0,1,1,1
"Bent, E",36,36.0,1,1,1
"Benttoumi, Nawal",9,9.0,1,1,1
"Bergdahl, D R",45,45.0,1,1,1
"Berge, J.",0,0.0,2,1,0
"Berger, Beatrice",1,1.0,1,1,1
"Berkelmans, R",292,146.0,2,1,2
"Berkvens, N.",14,14.0,1,1,1
"Berkvens, Nick",4,4.0,1,1,1
"Berliner, J",1,1.0,1,1,1
"Bernard, E C",59,9.833333333333334,6,5,4
"Bernard, E.C.",30,30.0,1,1,1
"Bernard, Ernest C.",4,4.0,1,1,1
"Bernard, Gregory C.",4,4.0,1,1,1
"Bernardes, Marcos Silveira",0,0.0,1,1,0
"Bernardo, Valeria Fernanda",10,5.0,2,1,1
"Berney, M F",10,10.0,1,1,1
"Berry, S.",9,9.0,1,1,1
"Berry, S.D.",3,3.0,1,1,1
"Berry, Shaun D.",88,88.0,1,1,1
"Bert, W",8,8.0,1,1,1
"Bert, Wim",8,8.0,1,1,1
"Berthou, F.",11,11.0,1,1,1
"Berthou, FranÃÂ§ois",13,13.0,1,1,1
"Bertioli, David J.",21,21.0,1,1,1
"Besnard, Guillaume",66,22.0,3,1,3
"Bessi, Rosana",9,4.5,2,2,1
"Betancourth, Carlos A.",0,0.0,1,1,0
"Betancourth, Carlos Arturo",2,1.0,2,1,1
"Beuchat, L.R.",17,17.0,1,1,1
"Beuselinck, P. R.",2,1.0,2,1,1
"Beveridge, I",16,16.0,1,1,1
"Bhagat, Yogesh S.",10,5.0,2,1,2
"Bharadwaj, Anuja",15,7.5,2,1,2
"Bharathi, T U",13,6.5,2,1,1
"Bhat, Aasia Rashid",0,0.0,1,1,0
"Bhat, Ganapati G.",50,25.0,2,1,2
"Bhat, M. Shafi",12,12.0,1,1,1
"Bhat, Mohd Yaqub",2,2.0,1,1,1
"Bhat, Mohd. Yaqub",8,8.0,1,1,1
"Bhatt, B D",31,31.0,1,1,1
"Bhatta, Bhupendra",0,0.0,1,1,0
"Bhattarai, Shuvash",30,15.0,2,1,2
"Bhatti, D S",1,1.0,1,1,1
"Bhau, B S",6,6.0,1,1,1
"Bhavana, P.",9,9.0,1,1,1
"Bhuiyan, S. A.",35,8.75,4,2,3
"Bhuiyan, Shamsul A",9,9.0,1,1,1
"Bi, Yuhui",35,35.0,1,1,1
"Bi, Zhenzhen",26,26.0,1,1,1
"Bianchin, I.",9,9.0,1,1,1
"Bicalho, Anderson Cascione Gripp",2,2.0,1,1,1
"Biela, Fabio",1,0.3333333333333333,3,1,1
"Bierhals, Adriana Neutzling",3,3.0,1,1,1
"Biles, C.L.",34,34.0,1,1,1
"Bilgrami, Anwar",56,28.0,2,1,2
"Biliavska, L A",5,5.0,1,1,1
"Bin Li, Jin",3,3.0,1,1,1
"Bindra, O. S.",2,2.0,1,1,1
"Binh, Chu Thanh",0,0.0,1,1,0
"Binks, Richard H.",33,33.0,1,1,1
"Birchfield, Wray",10,10.0,1,1,1
"Bird, A F",73,18.25,4,1,3
"Bird, A. F.",88,17.6,5,3,4
"Bird, A.F.",11,11.0,1,1,1
"Bird, Alan F.",427,30.5,14,3,12
"Bird, D M",89,44.5,2,2,2
"Bird, David McK.",97,97.0,1,1,1
"Bird, G W",34,5.666666666666667,6,4,4
"Bird, G. W.",6,6.0,1,1,1
"Birithia, Rael",5,5.0,1,1,1
"Bishnoi, S. P.",0,0.0,2,1,0
"Bishop, A.H.",42,21.0,2,1,2
"Bissonnette, Kaitlyn M",7,7.0,1,1,1
"Bissonnette, Kaitlyn M.",8,8.0,1,1,1
"Blackburn, K",20,10.0,2,1,2
"Blacket, Mark J",10,10.0,1,1,1
"Blair, B. L.",107,35.666666666666664,3,1,3
"Blair, Lynsey",13,13.0,1,1,1
Blaise Kamaya,0,0.0,1,1,0
"Blakeley, Lindsey",1,1.0,1,1,1
"Blanchard, Alexandra",52,17.333333333333332,3,1,3
"Blatt, S.E.",4,4.0,1,1,1
"Blatt, Suzanne",1,1.0,1,1,1
"Blauel, Tyler",0,0.0,1,1,0
"Blessitt, Julie A.",20,10.0,2,1,2
"Bleve-Zacheo, T.",22,5.5,4,2,2
"Bleve-zacheo, Teresa",5,2.5,2,1,2
"Blevins, Dale G.",22,11.0,2,1,2
"Blok, V",2,2.0,1,1,1
"Blok, V C",144,36.0,4,2,3
"Blok, Vivian",61,30.5,2,2,1
"Blok, Vivian C.",7,7.0,1,1,1
"Blomme, Guy",7,7.0,1,1,1
"Blyuss, Konstantin B.",22,22.0,1,1,1
"BlÃÂ¼mel, Roman Christopher",3,3.0,1,1,1
"Bo, Tingting",2,2.0,1,1,1
"Boag, B",10,10.0,1,1,1
"Boag, B.",9,9.0,1,1,1
"Boas, Lenisa Cezar Vilas",6,6.0,1,1,1
"Bobo, Enetia Disberia",1,1.0,1,1,1
"Bockenhoff, A.",64,64.0,1,1,1
"Boelter, R H",10,10.0,1,1,1
"Boer, Rudolf F.",0,0.0,2,1,0
"Boerma, H R",22,22.0,1,1,1
"Boerma, H. Roger",10,10.0,1,1,1
"Boesewinkel, H. J.",13,13.0,1,1,1
"Bogale, Mesfin",3,3.0,1,1,1
"Bogner, Catherine W.",32,32.0,1,1,1
"Bohlmann, Holger",14,14.0,1,1,1
"Boina, Dhana Raj",16,16.0,1,1,1
"Boisseau, Marc",24,24.0,1,1,1
"Boiteux, L. S.",55,27.5,2,1,2
"Boiteux, L.S.",23,23.0,1,1,1
"Bokhari, Fardos M.",66,33.0,2,1,2
"Bolla, R",7,7.0,1,1,1
"Bolla, R I",98,12.25,8,1,5
"Bolok, Darin M.R. El-",0,0.0,1,1,0
"Bolton, C",7,7.0,1,1,1
"BolÃÂ­var, Paula",1,1.0,1,1,1
"Bonab, Mohammad Amiri",0,0.0,1,1,0
"Bonanomi, Giuliano",16,8.0,2,1,2
"Bonaterra, Anna",8,8.0,1,1,1
"Bonfim, M. F.",6,3.0,2,1,2
"Bonfim, Mauro F.",1,1.0,1,1,1
"Bonfim, Mauro Ferreira",1,0.5,2,2,1
"Bongiorno, Giacomo",0,0.0,1,1,0
"BonifÃÂ¡cio, LuÃÂ­s F",28,28.0,1,1,1
"Bonkowski, John",0,0.0,1,1,0
"Bonner, M J",12,12.0,1,1,1
"Bonsi, C. K.",1,1.0,1,1,1
"Bontempo, A. F.",29,29.0,1,1,1
"Boock, O. J.",1,1.0,1,1,1
"Bookbinder, M G",9,4.5,2,2,2
"Boone, Celia K.",19,19.0,1,1,1
"Booth, C.",5,5.0,1,1,1
"BopprÃÂ©, Michael",30,30.0,1,1,1
"Boquet, D.",5,5.0,1,1,1
"Borah, Bitupon",36,18.0,2,1,2
"Boraiah, Vasanthraj",0,0.0,1,1,0
"Bordoloi, Kangkana",2,2.0,1,1,1
"Borges Pinheiro, Jadir",3,1.5,2,2,1
"Borges, Darlan Ferreira",1,1.0,1,1,1
"Borges, DÃÂ¡rcio C.",12,6.0,2,2,2
"Borneman, James",8,8.0,1,1,1
"Borodina, Katerina",0,0.0,1,1,0
"Borrajo, MarÃÂ­a P",5,5.0,1,1,1
"Borzykh, O. I.",0,0.0,1,1,0
"Bose, Abinesh",11,11.0,1,1,1
"Bosher, J. E.",0,0.0,1,1,0
"Bosselut, Nathalie",54,27.0,2,1,2
"Bost, S C",33,33.0,1,1,1
"Bostian, A L",9,3.0,3,1,2
"Botha, Annelize",9,9.0,1,1,1
"Bouali, Nesrine",0,0.0,1,1,0
"Boucher, Annie Christine",48,48.0,1,1,1
"Bouquet, Alain",2,2.0,1,1,1
"Bourland, Fred M.",4,2.0,2,1,1
"Bournaud, Caroline",17,17.0,1,1,1
"Bourne, J.M",52,52.0,1,1,1
"Bouton, J. H.",0,0.0,1,1,0
"Boutsika, Konstantina",24,24.0,1,1,1
"Bowen, K. L.",12,6.0,2,1,2
"Boyd, A. E. W.",7,3.5,2,1,2
"Boyd, F. T.",0,0.0,2,1,0
"Boydston, R A",7,7.0,1,1,1
"Boydston, R. A.",9,9.0,1,1,1
"Boydston, Rick A.",28,28.0,1,1,1
"Boyer, J.",36,18.0,2,1,2
"Boyer, Johnny",34,17.0,2,1,2
"Bozbuga, R.",0,0.0,2,1,0
"Bozbuga, Refik",15,3.0,5,2,2
Braasch,40,40.0,1,1,1
"Braasch, H.",96,32.0,3,1,2
"Braasch, Helen",30,30.0,1,1,1
"Brabham, Helen J.",9,9.0,1,1,1
"Bradley, C A",23,11.5,2,1,2
"Bradley, Carl A.",55,55.0,1,1,1
"Bradshaw, J. E.",199,49.75,4,1,4
"Bradshaw, John E.",123,41.0,3,1,3
"Brammer, Angela S.",0,0.0,1,1,0
"Brancalion, Antonio Marco",0,0.0,1,1,0
"Brand, DÃÂ©bora",29,29.0,1,1,1
"Brandes, Andrea",31,31.0,1,1,1
"Brasileiro, Ana C. M.",22,11.0,2,1,2
"Braun, P. Gordon",32,32.0,1,1,1
"Braunack, M.V.",5,5.0,1,1,1
"Braz, Guilherme Braga Pereira",18,9.0,2,1,2
"Breda, Caroline Alves",31,31.0,1,1,1
"Brenner, Eric D.",56,56.0,1,1,1
"Brentu, Collinson F.",30,15.0,2,1,2
"Bresso, Emmanuel",7,7.0,1,1,1
"Brett, C. C.",8,8.0,1,1,1
"Brewerton, H. V.",0,0.0,1,1,0
"Briar, Shabeg S.",232,116.0,2,1,2
"Bridge, J",23,23.0,1,1,1
"Brikci S., Bekkal",0,0.0,1,1,0
"Brink, G. E.",3,3.0,1,1,1
"Brinkman, E. Pernilla",123,30.75,4,2,4
"Brinkman, E.Pernilla",26,26.0,1,1,1
"Brito, J",78,78.0,1,1,1
"Brito, J A",55,18.333333333333332,3,2,2
"Brito, Janete A.",12,12.0,1,1,1
"Brito, Olivia D.C.",18,9.0,2,1,2
"Broadley, RA",8,1.6,5,3,2
"Brodie, B B",95,7.916666666666667,12,4,6
"Brodie, B. B.",32,10.666666666666666,3,1,2
"Brodie, B.B.",9,9.0,1,1,1
"Brolsma, Karst M.",14,14.0,1,1,1
"Brooks, Siraprapa",13,13.0,1,1,1
"Browde, J A",8,8.0,1,1,1
"Browde, J. A.",38,9.5,4,1,2
"Browde, Joseph A.",24,12.0,2,1,2
"Brown, Amanda M. V.",100,33.333333333333336,3,2,3
"Brown, Amanda M.V.",39,39.0,1,1,1
"Brown, C. R.",25,25.0,1,1,1
"Brown, D J",19,19.0,1,1,1
"Brown, D.J.F.",12,6.0,2,1,2
"Brown, Derek",5,5.0,1,1,1
"Brown, E. B.",0,0.0,1,1,0
"Brown, J. A. M.",1,1.0,1,1,1
"Brown, Katherine",0,0.0,2,1,0
"Brown, M J",21,21.0,1,1,1
"Brown, R H",10,10.0,1,1,1
"Brown, R.H.",7,7.0,1,1,1
"Brown, RH",18,9.0,2,2,2
"Brown, S M",11,11.0,1,1,1
"Brown, Sabrina",44,22.0,2,1,2
"Brown, Stephen M.",39,39.0,1,1,1
"Browning, M",5,5.0,1,1,1
"Browning, M.",34,34.0,1,1,1
"Brual, T",3,3.0,1,1,1
"Brual, Typhaine",2,2.0,1,1,1
"Bruce, Toby J.A.",32,32.0,1,1,1
"Brucker, Eric",206,51.5,4,1,4
"Brunson, Kathryn E.",0,0.0,2,1,0
"Bryan, G.",71,71.0,1,1,1
"Bryan, Glenn J.",45,45.0,1,1,1
"Brzeski, M W",0,0.0,1,1,0
"Brzostowski, L. F.",14,14.0,1,1,1
"Brzostowski, Lillian F.",26,13.0,2,1,2
"BrÃÂ¼cher, Heinz",5,5.0,1,1,1
"BrÃ¼cher, Heinz",5,5.0,1,1,1
"Bu, Miao-Miao",3,3.0,1,1,1
"Bu, Xiangxia",1,1.0,1,1,1
"Bucki, Patricia",23,11.5,2,2,2
"Budahn, Holger",68,34.0,2,1,2
"Budiman, Aris",2,2.0,1,1,1
"Budurova, L.",2,1.0,2,1,1
"Buena, A. Piedra",36,36.0,1,1,1
"Buena, Ana Piedra",16,16.0,1,1,1
"Bugbee, W. M.",9,9.0,1,1,1
"Bui, Hung X",4,2.0,2,1,2
"Bui, Hung X.",8,4.0,2,1,2
"Bui, Hung Xuan",0,0.0,2,1,0
"Buisson, Alain",2,1.0,2,2,1
"Bukovinszky, T.",2,1.0,2,1,1
"Bulluck, L.R",224,112.0,2,1,2
"Bulman, S. R.",74,74.0,1,1,1
"Buonicontro, Dalila SÃÂªni",10,10.0,1,1,1
"Burgermeister, Wolfgang",69,69.0,1,1,1
"Burgwyn, B.",11,5.5,2,1,1
"Burk, L. G.",22,22.0,1,1,1
"Burke, David",0,0.0,1,1,0
"Burke, David J.",11,11.0,1,1,1
"Burkett-Cadena, Marleny",91,91.0,1,1,1
"Burns, Andrew R.",4,1.3333333333333333,3,1,2
"Burns, N C",18,18.0,1,1,1
"Burpee, L L",18,18.0,1,1,1
"Burrows, P R",10,10.0,1,1,1
