title,authors,pub_year,journal,citations,Genus,Species
A bacterial artificial chromosome library for soybean and identification of clones near a major cyst nematode resistance gene,"Danesh, D.; PeÃ±uela, S.; Mudge, J.; Denny, R. L.; Nordstrom, H.; Martinez, J. P.; Young, N. D.",1998,Theoretical and Applied Genetics,68,heterodera,glycines
Variability in Distribution and Virulence Phenotypes of Heterodera glycines in Missouri During 2005.,"Mitchum, Melissa G; Wrather, J Allen; Heinz, Robert D; Shannon, J Grover; Danekas, Gene",2007,Plant Disease,68,heterodera,glycines
"Identification and genetic diversity of Meloidogyne spp. (Tylenchida: Meloidogynidae) on coffee from Brazil, Central America and Hawaii","Carneiro, Regina; Tigano, Myrian; Randig, Onivaldo; Almeida, Maria Ritta; Sarah, Jean-Louis",2004,Nematology,68,meloidogyne,enterolobii
"Evaluation of Trichoderma virens and Burkholderia cepacia for antagonistic activity against root-knot nematode, Meloidogyne incognita","Massoud, Samia; Meyer, Susan L.F.; Roberts, Daniel; Chitwood, David",2000,Nematology,68,meloidogyne,incognita
Direction and timing of uplift propagation in the Peruvian Andes deduced from molecular phylogenetics of highland biotaxa,"Picard, Damien; Sempere, Thierry; Plantard, Olivier",2008,Earth and Planetary Science Letters,68,globodera,pallida
A high-resolution map of the H1 locus harbouring resistance to the potato cyst nematode Globodera rostochiensis,"Bakker, Erin; Achenbach, Ute; Bakker, Jeroen; van Vliet, Joke; Peleman, Johan; Segers, Bart; van der Heijden, Stefan; van der Linde, Piet; Graveland, Robert; Hutten, Ronald; van Eck, Herman; Coppoolse, Eric; van der Vossen, Edwin; Bakker, Jaap; Goverse, Aska",2004,Theoretical and Applied Genetics,68,globodera,rostochiensis
"Isolation of Beta-1,4-Endoglucanase Genes from Globodera tabacum and their Expression During Parasitism.","Goellner, M; Smant, G; De Boer, J M; Baum, T J; Davis, E L",2000,Journal of Nematology,68,globodera,tabacum
"Development and evaluation of robust molecular markers linked to disease resistance in tomato for distinctness, uniformity and stability testing","Arens, Paul; Mansilla, Carmen; Deinum, DaniÃÂ«l; Cavellini, Laetitia; Moretti, AndrÃÂ©; Rolland, Sophie; van der Schoot, Hanneke; Calvache, David; Ponz, Fernando; Collonnier, CÃÂ©cile; Mathis, RenÃÂ©; Smilde, Diederik; Caranta, Carole; Vosman, Ben",2009,Theoretical and Applied Genetics,68,meloidogyne,incognita
"Evaluation of Trichoderma virens and Burkholderia cepacia for antagonistic activity against root-knot nematode, Meloidogyne incognita","Massoud, Samia; Meyer, Susan L.F.; Roberts, Daniel; Chitwood, David",2000,Nematology,68,meloidogyne,incognita
Control of plant parasitic nematodes with active saponins and biomass from Medicago sativa,"DÂAddabbo, T.; Carbonara, T.; Leonetti, P.; Radicci, V.; Tava, A.; Avato, P.",2010,Phytochemistry Reviews,68,globodera,rostochiensis
A high-resolution map of the H1 locus harbouring resistance to the potato cyst nematode Globodera rostochiensis,"Bakker, Erin; Achenbach, Ute; Bakker, Jeroen; van Vliet, Joke; Peleman, Johan; Segers, Bart; van der Heijden, Stefan; van der Linde, Piet; Graveland, Robert; Hutten, Ronald; van Eck, Herman; Coppoolse, Eric; van der Vossen, Edwin; Bakker, Jaap; Goverse, Aska",2004,Theoretical and Applied Genetics,68,globodera,rostochiensis
Endoroot bacteria derived from marigolds (Tagetes spp.) can decrease soil population densities of root-lesion nematodes in the potato root zone,"Sturz, A.V.; Kimpinski, J.",2004,Plant and Soil,68,pratylenchus,penetrans
Endoroot bacteria derived from marigolds (Tagetes spp.) can decrease soil population densities of root-lesion nematodes in the potato root zone,"Sturz, A.V.; Kimpinski, J.",2004,Plant and Soil,68,pratylenchus,penetrans
Occurrence of root-lesion nematodes (Pratylenchus thornei and P. neglectus) and stunt nematode (Merlinius brevidens) in the northern grain region of Australia,"Thompson, J. P.; Clewett, T. G.; Sheedy, J. G.; Reen, R. A.; OÃ¢ÂÂReilly, M. M.; Bell, K. L.",2010,Australasian Plant Pathology,68,pratylenchus,neglectus
Occurrence of root-lesion nematodes (Pratylenchus thornei and P. neglectus) and stunt nematode (Merlinius brevidens) in the northern grain region of Australia,"Thompson, J. P.; Clewett, T. G.; Sheedy, J. G.; Reen, R. A.; OÂReilly, M. M.; Bell, K. L.",2010,Australasian Plant Pathology,68,pratylenchus,neglectus
Pine Wilt Disease Caused by the Pine Wood Nematode: The Induced Resistance of Pine Trees by the Avirulent Isolates of Nematode,"Kosaka, Hajime; Aikawa, Takuya; Ogura, Nobuo; Tabata, Katsuhiro; Kiyohara, Tomoya",2001,European Journal of Plant Pathology,67,bursaphelenchus,xylophilus
A new Hessian fly resistance gene (H30) transferred from the wild grass Aegilops triuncialis to hexaploid wheat,"MartÃ­n-SÃ¡nchez, J. A.; GÃ³mez-Colmenarejo, M.; Del Moral, J.; Sin, E.; Montes, M. J.; GonzÃ¡lez-BelinchÃ³n, C.; LÃ³pez-BraÃ±a, I.; Delibes, A.",2003,Theoretical and Applied Genetics,67,heterodera,avenae
Plant genes involved in harbouring symbiotic rhizobia or pathogenic nematodes,"Damiani, Isabelle; Baldacci-Cresp, Fabien; Hopkins, Julie; Andrio, Emilie; Balzergue, Sandrine; Lecomte, Philippe; Puppo, Alain; Abad, Pierre; Favery, Bruno; HÃÂ©rouart, Didier",2012,New Phytologist,67,meloidogyne,incognita
The specific transmission of Grapevine fanleaf virus by its nematode vector Xiphinema index is solely determined by the viral coat protein,"Andret-Link, Peggy; Schmitt-Keichinger, Corinne; Demangeat, GÃÂ©rard; Komar, VÃÂ©ronique; Fuchs, Marc",2004,Virology,67,xiphinema,diversicaudatum
Observations on the Invasion and Endoparasitic Behavior of the Root Lesion Nematode Pratylenchus penetrans.,"Zunke, U",1990,Journal of Nematology,67,pratylenchus,penetrans
The influence of belowÃ¢ÂÂground herbivory and defoliation of a legume on nitrogen transfer to neighbouring plants,"AYRES, E.; DROMPH, K. M.; COOK, R.; OSTLE, N.; BARDGETT, R. D.",2007,Functional Ecology,67,heterodera,trifolii
The influence of below?ground herbivory and defoliation of a legume on nitrogen transfer to neighbouring plants,"AYRES, E.; DROMPH, K. M.; COOK, R.; OSTLE, N.; BARDGETT, R. D.",2007,Functional Ecology,67,heterodera,trifolii
A new Hessian fly resistance gene (H30) transferred from the wild grass Aegilops triuncialis to hexaploid wheat,"MartÃÂ­n-SÃÂ¡nchez, J. A.; GÃÂ³mez-Colmenarejo, M.; Del Moral, J.; Sin, E.; Montes, M. J.; GonzÃÂ¡lez-BelinchÃÂ³n, C.; LÃÂ³pez-BraÃÂ±a, I.; Delibes, A.",2003,Theoretical and Applied Genetics,67,heterodera,avenae
Mechanisms of Molecular Mimicry of Plant CLE Peptide Ligands by the Parasitic Nematode Globodera rostochiensis ÃÂ  ÃÂ  ÃÂ ,"Guo, Yongfeng; Ni, Jun; Denver, Robert; Wang, Xiaohong; Clark, Steven E.",2011,Plant Physiology,67,globodera,rostochiensis
Morphological and Molecular Identification of Globodera pallida Associated with Potato in Idaho.,"Skantar, A M; Handoo, Z A; Carta, L K; Chitwood, D J",2007,Journal of Nematology,67,globodera,pallida
Identification of AFLP and SSR markers associated with quantitative resistance to Globodera pallida (Stone) in tetraploid potato (Solanum tuberosum subsp. tuberosum) with a view to marker-assisted selection,"Bradshaw, J. E.; Hackett, C. A.; Meyer, R. C.; Milbourne, D.; McNicol, J. W.; Phillips, M. S.; Waugh, R.",1998,Theoretical and Applied Genetics,67,globodera,pallida
Identification of AFLP and SSR markers associated with quantitative resistance to Globodera pallida (Stone) in tetraploid potato (Solanum tuberosum subsp. tuberosum) with a view to marker-assisted selection,"Bradshaw, J. E.; Hackett, C. A.; Meyer, R. C.; Milbourne, D.; McNicol, J. W.; Phillips, M. S.; Waugh, R.",1998,Theoretical and Applied Genetics,67,globodera,pallida
Mechanisms of Molecular Mimicry of Plant CLE Peptide Ligands by the Parasitic Nematode Globodera rostochiensis Â  Â  Â ,"Guo, Yongfeng; Ni, Jun; Denver, Robert; Wang, Xiaohong; Clark, Steven E.",2011,Plant Physiology,67,globodera,rostochiensis
Modulation of Plant Resistance to Diseases by Water-Soluble Chitosan,"Vasyukova, N. I.; Zinov'eva, S. V.; Il'inskaya, L. I.; Perekhod, E. A.; Chalenko, G. I.; Gerasimova, N. G.; Il'ina, A. V.; Varlamov, V. P.; Ozeretskovskaya, O. L.",2001,Applied Biochemistry and Microbiology,67,meloidogyne,incognita
"Meloidogyne mayaguensis n. sp. (Meloidogynidae), a Root-knot Nematode from Puerto Rico.","Rammah, A; Hirschmann, H",1988,Journal of Nematology,67,meloidogyne,enterolobii
"Management of root knot nematode on tomato through application of fungal antagonists, Acremonium strictum and Trichoderma harzianum","Goswami, Jaideep; Pandey, Rajesh Kumar; Tewari, J. P.; Goswami, B. K.",2008,Journal of Environmental Science and Health Part B,67,meloidogyne,incognita
Effects of arbuscular mycorrhizal fungi and a non-pathogenic Fusarium oxysporum on Meloidogyne incognita infestation of tomato,"Diedhiou, P. M.; Hallmann, J.; Oerke, E.-C.; Dehne, H.-W.",2003,Mycorrhiza,67,meloidogyne,incognita
The promoter of the nematode resistance gene Hs1pro?1 activates a nematode-responsive and feeding site-specific gene expression in sugar beet (Beta vulgaris L.) and Arabidopsis thaliana,"Thurau, Tim; Kifle, Sirak; Jung, Christian; Cai, Daguang",2003,Plant Molecular Biology,67,heterodera,schachtii
Location of independent root-knot nematode resistance genes in plum and peach,"Claverie, M.; Bosselut, N.; Lecouls, A. C.; Voisin, R.; Lafargue, B.; Poizat, C.; Kleinhentz, M.; Laigret, F.; Dirlewanger, E.; Esmenjaud, D.",2003,Theoretical and Applied Genetics,67,meloidogyne,javanica
The promoter of the nematode resistance gene Hs1proÃ¢ÂÂ1 activates a nematode-responsive and feeding site-specific gene expression in sugar beet (Beta vulgaris L.) and Arabidopsis thaliana,"Thurau, Tim; Kifle, Sirak; Jung, Christian; Cai, Daguang",2003,Plant Molecular Biology,67,heterodera,schachtii
Control of plant-parasitic nematodes by Paecilomyces lilacinus and Monacrosporium lysipagum in pot trials,"Khan, Alamgir; Williams, Keith L.; Nevalainen, Helena K. M.",2006,BioControl,66,heterodera,avenae
The role of the proteinase VCP1 produced by the nematophagous Verticillium chlamydosporium in the infection process of nematode eggs,"Segers, Rudi; Butt, Tariq M.; Kerry, Brian R.; Beckett, Alan; Peberdy, John F.",1996,Fungal Biology,66,globodera,rostochiensis
Weed Hosts of Soybean Cyst Nematode (Heterodera glycines) in Ohio 1,"Venkatesh, Ramarao; Harrison, S. Kent; Riedel, Richard M.",2000,Weed Technology,66,heterodera,glycines
Suppressive Effect of a Commercial Earthworm Compost on some Root Infecting Pathogens of Cabbage and Tomato,"Szczech, M.; RondomaÃÂski, W.; Brzeski, M. W.; SmoliÃÂska, U.; Kotowski, J. F.",1993,Biological Agriculture & Horticulture,66,heterodera,schachtii
Biological control potential of plant growth?promoting rhizobacteria suppression of Meloidogyne incognita on cotton and Heterodera glycines on soybean: A review,"Xiang, Ni; Lawrence, Kathy S.; Donald, Patricia A.",2018,Journal of Phytopathology,66,heterodera,glycines
"Management practices to improve soil health and reduce the effects of detrimental soil biota associated with yield decline of sugarcane in Queensland, Australia","Pankhurst, C.E; Magarey, R.C; Stirling, G.R; Blair, B.L; Bell, M.J; Garside, A.L; Venture, Sugar Yield Decline Joint",2003,Soil and Tillage Research,66,pratylenchus,zeae
Natural dehydration regimes as a prerequisite for the successful induction of anhydrobiosis in the nematode Rotylenchulus reniformis.,"Womersley, C; Ching, C",1989,Journal of Experimental Biology,66,rotylenchulus,reniformis
Biological control potential of plant growthÃ¢ÂÂpromoting rhizobacteria suppression of Meloidogyne incognita on cotton and Heterodera glycines on soybean: A review,"Xiang, Ni; Lawrence, Kathy S.; Donald, Patricia A.",2018,Journal of Phytopathology,66,heterodera,glycines
Control of plant-parasitic nematodes by Paecilomyces lilacinus and Monacrosporium lysipagum in pot trials,"Khan, Alamgir; Williams, Keith L.; Nevalainen, Helena K. M.",2006,BioControl,66,heterodera,avenae
The role of the proteinase VCP1 produced by the nematophagous Verticillium chlamydosporium in the infection process of nematode eggs,"Segers, Rudi; Butt, Tariq M.; Kerry, Brian R.; Beckett, Alan; Peberdy, John F.",1996,Fungal Biology,66,globodera,rostochiensis
Bioactive Secondary Metabolites from Trichoderma spp. against Phytopathogenic Bacteria and Root-Knot Nematode,"Khan, Raja Asad Ali; Najeeb, Saba; Mao, Zhenchuan; Ling, Jian; Yang, Yuhong; Li, Yan; Xie, Bingyan",2020,Microorganisms,66,meloidogyne,incognita
Mapping of resistance to the potato cyst nematode Globodera rostochiensis from the wild potato species Solanum vernei,"Jacobs, Jeanne M. E.; van Eck, Herman J.; Horsman, Karin; Arens, Paul F. P.; Verkerk-Bakker, Brigitte; Jacobsen, Evert; Pereira, Andy; Stiekema, Willem J.",1996,Molecular Breeding,66,globodera,rostochiensis
Nematicidal activities of Cannabis sativa L. and Zanthoxylum alatum Roxb. against Meloidogyne incognita,"Mukhtar, Tariq; Kayani, Muhammad Zameer; Hussain, Muhammad Arshad",2013,Industrial Crops and Products,65,meloidogyne,incognita
Sensitivity of Meloidogyne incognita and Rotylenchulus reniformis to Abamectin.,"Faske, T R; Starr, J L",2006,Journal of Nematology,65,meloidogyne,incognita
The Hypersensitivity Reaction of Tomatoes Resistant to Meloidogyne incognita: Reversal by Cytokinins.,"Dropkin, V H; Helgeson, J P; Upper, C D",1969,Journal of Nematology,65,meloidogyne,incognita
Variations in ribosomal DNA sequences and phylogeny of Globodera parasitising solanaceous plants,"Subbotin, Sergei; Perry, Roland; Warry, Andrew; Halford, Paul",2000,Nematology,65,globodera,pallida
Aliphatic Ketones from Ruta chalepensis (Rutaceae) Induce Paralysis on Root Knot Nematodes,"Ntalli, Nikoletta G.; Manconi, Francesca; Leonti, Marco; Maxia, Andrea; Caboni, Pierluigi",2011,Journal of Agricultural and Food Chemistry,65,meloidogyne,javanica
Suppressive effects of composts against the root-knot nematode Meloidogyne javanica on tomato,"Oka, Yuji; Yermiyahu, Uri",2002,Nematology,65,meloidogyne,javanica
Gedunin and photogedunin of Xylocarpus granatum possess antifilarial activity against human lymphatic filarial parasite Brugia malayi in experimental rodent host,"Misra, Sweta; Verma, Meenakshi; Mishra, Sunil Kumar; Srivastava, Shishir; Lakshmi, Vijai; Misra-Bhattacharya, Shailja",2011,Parasitology Research,65,xiphinema,granatum
Specific nematode vectors for serologically distinctive forms of raspberry ringspot and tomato black ring viruses,"Harrison, B.D.",1964,Virology,65,longidorus,attenuatus
Components of soil suppressiveness against Heterodera schachtii,"Westphal, A; Becker, J.O",2001,Soil Biology and Biochemistry,65,heterodera,schachtii
Expression of BvGLP-1 encoding a germin-like protein from sugar beet in Arabidopsis thaliana leads to resistance against phytopathogenic fungi.,"Knecht, Katrin; Seyffarth, Monique; Desel, Christine; Thurau, Tim; Sherameti, Irena; Lou, Binggan; OelmÃ¼ller, Ralf; Cai, Daguang",2010,Molecular Plant-Microbe Interactions,65,heterodera,schachtii
Transfer of resistance against the beet cyst nematode from radish (Raphanus sativus) to rape (Brassica napus) by monosomic chromosome addition,"Peterka, H.; Budahn, H.; Schrader, O.; Ahne, R.; SchÃ¼tze, W.",2004,Theoretical and Applied Genetics,65,heterodera,schachtii
Nematicidal activities of Cannabis sativa L. and Zanthoxylum alatum Roxb. against Meloidogyne incognita,"Mukhtar, Tariq; Kayani, Muhammad Zameer; Hussain, Muhammad Arshad",2013,Industrial Crops and Products,65,meloidogyne,incognita
Suppressive effects of composts against the root-knot nematode Meloidogyne javanica on tomato,"Oka, Yuji; Yermiyahu, Uri",2002,Nematology,65,meloidogyne,javanica
Separate loci underlie resistance to root infection and leaf scorch during soybean sudden death syndrome,"Kazi, S.; Shultz, J.; Afzal, J.; Johnson, J.; Njiti, V. N.; Lightfoot, D. A.",2008,Theoretical and Applied Genetics,65,heterodera,glycines
Separate loci underlie resistance to root infection and leaf scorch during soybean sudden death syndrome,"Kazi, S.; Shultz, J.; Afzal, J.; Johnson, J.; Njiti, V. N.; Lightfoot, D. A.",2008,Theoretical and Applied Genetics,65,heterodera,glycines
"Multiplex PCR for the simultaneous identification and detection of Meloidogyne incognita, M. enterolobii, and M. javanica using DNA extracted directly from individual galls.","Hu, M. X.; Zhuo, K.; Liao, J. L.",2011,Phytopathology,65,meloidogyne,javanica
Comparison of Sequences from the Ribosomal DNA Intergenic Region of Meloidogyne mayaguensis and Other Major Tropical Root-Knot Nematodes.,"Blok, V C; Phillips, M S; Fargette, M",1997,Journal of Nematology,65,meloidogyne,enterolobii
Bacteria Associated with Cysts of the Soybean Cyst Nematode (Heterodera glycines),"Nour, Sarah M.; Lawrence, John R.; Zhu, Hong; Swerhone, George D. W.; Welsh, Martha; Welacky, Tom W.; Topp, Edward",2003,Applied and Environmental Microbiology,65,heterodera,glycines
Variations in ribosomal DNA sequences and phylogeny of Globodera parasitising solanaceous plants,"Subbotin, Sergei; Perry, Roland; Warry, Andrew; Halford, Paul",2000,Nematology,65,globodera,pallida
Association of Loci Underlying Field Resistance to Soybean Sudden Death Syndrome (SDS) and Cyst Nematode (SCN) Race 3,"Chang, S. J. C.; Doubler, T. W.; Kilo, V. Y.; Abu?Thredeih, J.; Prabhu, R.; Freire, V.; Suttner, R.; Klein, J.; Schmidt, M. E.; Gibson, P. T.; Lightfoot, D. A.",1997,Crop Science,65,heterodera,glycines
Transfer of resistance against the beet cyst nematode from radish (Raphanus sativus) to rape (Brassica napus) by monosomic chromosome addition,"Peterka, H.; Budahn, H.; Schrader, O.; Ahne, R.; SchÃÂ¼tze, W.",2004,Theoretical and Applied Genetics,65,heterodera,schachtii
"Applying a spread model to identify the entry points from which the pine wood nematode, the vector of pine wilt disease, would spread most rapidly across Europe","Robinet, Christelle; Van Opstal, Nico; Baker, Richard; Roques, Alain",2011,Biological Invasions,65,bursaphelenchus,xylophilus
Components of soil suppressiveness against Heterodera schachtii,"Westphal, A; Becker, J.O",2001,Soil Biology and Biochemistry,65,heterodera,schachtii
Chemical Signals Synchronize the Life Cycles of a Plant-Parasitic Nematode and Its Vector Beetle,"Zhao, Lilin; Zhang, Shuai; Wei, Wei; Hao, Haijun; Zhang, Bin; Butcher, Rebecca A.; Sun, Jianghua",2013,Current Biology,65,bursaphelenchus,xylophilus
"Nematicidal efficacy of MCWÃ¢ÂÂ2, a new nematicide of the fluoroalkenyl group, against the rootÃ¢ÂÂknot nematode Meloidogyne javanica","Oka, Yuji; Shuker, Shimshon; Tkachi, Nadia",2009,Pest Management Science,65,meloidogyne,javanica
Biocontrol Ability of Lysobacter antibioticus HS124 Against Phytophthora Blight Is Mediated by the Production of 4-Hydroxyphenylacetic Acid and Several Lytic Enzymes,"Ko, Hyun-Sun; Jin, Rong-De; Krishnan, Hari B.; Lee, Sang-Bog; Kim, Kil-Yong",2009,Current Microbiology,65,pratylenchus,capsici
"Bioactivity against Bursaphelenchus xylophilus: Nematotoxics from essential oils, essential oils fractions and decoction waters","Faria, Jorge M.S.; Barbosa, Pedro; Bennett, Richard N.; Mota, Manuel; Figueiredo, A. Cristina",2013,Phytochemistry,64,bursaphelenchus,xylophilus
DNA sequence and expression analysis of root-knot nematode-elicited giant cell transcripts.,"Bird, D M; Wilson, M A",1994,Molecular Plant-Microbe Interactions,64,meloidogyne,incognita
Laboratory and field studies on the relation of arabis mosaic virus to its nematode vector Xiphinema diversicaudatum (Micoletzky),"HARRISON, B. D.; WINSLOW, R. D.",1961,Annals of Applied Biology,64,xiphinema,diversicaudatum
The future of nematode management in cotton.,"Starr, J L; Koenning, S R; Kirkpatrick, T L; Robinson, A F; Roberts, P A; Nichols, R L",2007,Journal of Nematology,64,meloidogyne,incognita
The Methylome of Soybean Roots during the Compatible Interaction with the Soybean Cyst Nematode ÃÂ ,"Rambani, Aditi; Rice, J. Hollis; Liu, Jinyi; Lane, Thomas; Ranjan, Priya; Mazarei, Mitra; Pantalone, Vince; Stewart, C. Neal; Staton, Meg; Hewezi, Tarek",2015,Plant Physiology,64,heterodera,glycines
Syncytium gene expression in Glycine max [PI 88788] roots undergoing a resistant reaction to the parasitic nematode Heterodera glycines,"Klink, Vincent P.; Hosseini, Parsa; Matsye, Prachi D.; Alkharouf, Nadim W.; Matthews, Benjamin F.",2010,Plant Physiology and Biochemistry,64,heterodera,glycines
The Methylome of Soybean Roots during the Compatible Interaction with the Soybean Cyst Nematode Â ,"Rambani, Aditi; Rice, J. Hollis; Liu, Jinyi; Lane, Thomas; Ranjan, Priya; Mazarei, Mitra; Pantalone, Vince; Stewart, C. Neal; Staton, Meg; Hewezi, Tarek",2015,Plant Physiology,64,heterodera,glycines
"Development of Heterodera glycines Ichinohe on Soybean, Glycine max (L.) Merr., under Gnotobiotic Conditions.","Lauritis, J A; Rebois, R V; Graney, L S",1983,Journal of Nematology,64,heterodera,glycines
Biological Suppression and Natural Population Decline of Heterodera schachtii in a California Field.,"Westphal, A; Becker, J O",1999,Phytopathology,64,heterodera,schachtii
Induction of Phloem Unloading in Arabidopsis thaliana Roots by the Parasitic Nematode Heterodera schachtii,"Bockenhoff, A.; Prior, DAM.; Grundler, FMW.; Oparka, K. J.",1996,Plant Physiology,64,heterodera,schachtii
Mechanism of cavitation development in the pine wilt disease,"Kuroda, K.",1991,Forest Pathology,64,bursaphelenchus,xylophilus
Biological control of root rot-root knot disease complex of tomato,"Siddiqui, Imran A.; Qureshi, Shamin A.; Sultana, V.; Ehteshamul-Haque, S.; Ghaffar, Abdul",2000,Plant and Soil,64,meloidogyne,javanica
Potential use of cucumber (Cucumis sativus L.) endophytic fungi as seed treatment agents against root-knot nematode Meloidogyne incognita,"Yan, Xiao-ning; Sikora, Richard A.; Zheng, Jing-wu",2011,Journal of Zhejiang University-SCIENCE B,64,meloidogyne,incognita
Molecular Soybean-Pathogen Interactions,"Whitham, Steven A; Qi, Mingsheng; Innes, Roger W; Ma, Wenbo; Lopes-Caitar, ValÃ©ria; Hewezi, Tarek",2016,Annual Review of Phytopathology,64,heterodera,glycines
Functional analysis of endophytic Pseudomonas aeruginosa,"Kumar, A.; Munder, A.; Aravind, R.; Eapen, S. J.; TÃÂ¼mmler, B.; Raaijmakers, J. M.",2012,Environmental Microbiology,64,radopholus,similis
Responses of a C3 and a C4 perennial grass to elevated CO2 and temperature under different water regimes,"HUNT, H. W.; ELLIOTT, E. T.; DETLING, J. K.; MORGAN, J. A.; CHEN, D.Ã¢ÂÂX.",1996,Global Change Biology,63,belonolaimus,gracilis
Nematicidal Activity of Plant Essential Oils against Bursaphelenchus xylophilus (Nematoda: Aphelenchoididae),"Kong, Jung-Ok; Lee, Sang-Myung; Moon, Yil-Seong; Lee, Sang-Gil; Ahn, Young-Joon",2006,Journal of Asia-Pacific Entomology,63,bursaphelenchus,xylophilus
Identification of Cyst Nematodes of Agronomic and Regulatory Concern with PCR-RFLP of ITS1.,"Szalanski, A L; Sui, D D; Harris, T S; Powers, T O",1997,Journal of Nematology,63,heterodera,glycines
"Non-pathogenic Fusarium oxysporum endophytes provide field control of nematodes, improving yield of banana (Musa sp.)","Waweru, Bancy; Turoop, Losenge; Kahangi, Esther; Coyne, Daniel; Dubois, Thomas",2014,Biological Control,63,helicotylenchus,multicinctus
Geostatistical analysis of cyst nematodes in soil,"WEBSTER, R.; BOAG, B.",1992,Journal of Soil Science,63,globodera,rostochiensis
Four transthyretin-like genes of the migratory plant-parasitic nematode Radopholus similis: Members of an extensive nematode-specific family,"Jacob, Joachim; Vanholme, Bartel; Haegeman, Annelies; Gheysen, Godelieve",2007,Gene,63,radopholus,similis
"Meloidogyne paranaensis n. sp. (Nemata: Meloidogynidae), a Root-Knot Nematode Parasitizing Coffee in Brazil.","Carneiro, R M; Carneiro, R G; Abrantes, I M; Santos, M S; Almeida, M R",1996,Journal of Nematology,63,meloidogyne,konaensis
"Omphalotin, A New Cyclic Peptide with Potent Nematicidal Activity from Omphalotus Olearius I. Fermentation and Biological Activity","Mayer, A.; Anke, H.; Sterner, O.",1997,Natural Product Research,63,meloidogyne,incognita
Quantitative Trait Loci underlying Resistance to Three Soybean Cyst Nematode Populations in Soybean PI 404198A,"Guo, B.; Sleper, D. A.; Nguyen, H. T.; Arelli, P. R.; Shannon, J. G.",2006,Crop Science,63,heterodera,glycines
Genomic analysis of the rhg1 locus: candidate genes that underlie soybean resistance to the cyst nematode,"Ruben, E.; Jamai, A.; Afzal, J.; Njiti, V. N.; Triwitayakorn, K.; Iqbal, M. J.; Yaegashi, S.; Bashir, R.; Kazi, S.; Arelli, P.; Town, C. D.; Ishihara, H.; Meksem, K.; Lightfoot, D. A.",2006,Molecular Genetics and Genomics,63,heterodera,glycines
Genomic analysis of the rhg1 locus: candidate genes that underlie soybean resistance to the cyst nematode,"Ruben, E.; Jamai, A.; Afzal, J.; Njiti, V. N.; Triwitayakorn, K.; Iqbal, M. J.; Yaegashi, S.; Bashir, R.; Kazi, S.; Arelli, P.; Town, C. D.; Ishihara, H.; Meksem, K.; Lightfoot, D. A.",2006,Molecular Genetics and Genomics,63,heterodera,glycines
Plant-nematode interactions: environmental signals detected by the nematodeÃ¢ÂÂs chemosensory organs control changes in the surface cuticle and behaviour,"Curtis, R.H.C.",2008,Parasite,63,meloidogyne,incognita
Preferential expression of a plant cystatin at nematode feeding sites confers resistance to Meloidogyne incognita and Globodera pallida,"Lilley, Catherine J.; Urwin, Peter E.; Johnston, Katherine A.; Atkinson, Howard J.",2003,Plant Biotechnology Journal,63,globodera,pallida
Identification and Characterisation of a Hyper-Variable Apoplastic Effector Gene Family of the Potato Cyst Nematodes,"Akker, Sebastian Eves-van den; Lilley, Catherine J.; Jones, John T.; Urwin, Peter E.",2014,PLOS Pathogens,63,globodera,pallida
"Transmission of the pine wood nematode Bursaphelenchus xylophilus through feeding activity of Monochamus galloprovincialis (Col., Cerambycidae)","Naves, P. M.; Camacho, S.; De Sousa, E. M.; Quartau, J. A.",2007,Journal of Applied Entomology,63,bursaphelenchus,xylophilus
Quantitative Trait Loci underlying Resistance to Three Soybean Cyst Nematode Populations in Soybean PI 404198A,"Guo, B.; Sleper, D. A.; Nguyen, H. T.; Arelli, P. R.; Shannon, J. G.",2006,Crop Science,63,heterodera,glycines
Plant-nematode interactions: environmental signals detected by the nematodeÂs chemosensory organs control changes in the surface cuticle and behaviour,"Curtis, R.H.C.",2008,Parasite,63,meloidogyne,incognita
Nematicidal potential of Brassicaceae,"Avato, P.; DÂAddabbo, T.; Leonetti, P.; Argentieri, M. P.",2013,Phytochemistry Reviews,63,heterodera,carotae
Carbon Source-Dependent Effects of Anaerobic Soil Disinfestation on Soil Microbiome and Suppression of Rhizoctonia solani AG-5 and Pratylenchus penetrans.,"Hewavitharana, Shashika S; Mazzola, Mark",2016,Phytopathology,63,pratylenchus,penetrans
Nematicidal potential of Brassicaceae,"Avato, P.; DÃ¢ÂÂAddabbo, T.; Leonetti, P.; Argentieri, M. P.",2013,Phytochemistry Reviews,63,heterodera,carotae
"The importance and management strategies of cereal cyst nematodes, Heterodera spp., in Turkey","Dababat, Abdelfattah A.; Imren, Mustafa; Erginbas-Orakci, Gul; Ashrafi, Samad; Yavuzaslanoglu, Elif; Toktay, Halil; Pariyar, Shree R.; Elekcioglu, Halil I.; Morgounov, Alexei; Mekete, Tesfamariam",2014,Euphytica,63,heterodera,filipjevi
"A symbiont-independent endo-1,4-beta-xylanase from the plant-parasitic nematode Meloidogyne incognita.","Mitreva-Dautova, Makedonka; Roze, Erwin; Overmars, Hein; de Graaff, Leo; Schots, Arjen; Helder, Johannes; Goverse, Aska; Bakker, Jaap; Smant, Geert",2006,Molecular Plant-Microbe Interactions,63,meloidogyne,incognita
