Genus,Species,Host,Year
Meloidogyne,aegracyperi,Wheat,2019
Meloidogyne,aegracyperi,Barley,2019
Meloidogyne,arenaria,Tomato,2011
Meloidogyne,dunensis,Olive,2015
Meloidogyne,africana,Theobroma cacao,2021
Meloidogyne,africana,Cacao,2021
Aphelenchoides,kheirii,Pine,2018
Aphelenchoides,kheirii,Pinus nigra,2018
Anguina,woodi,Grass,2004
Tylenchorhynchus,zeae,Corn,2020
Helicotylenchus,exallus,Banana,2013
Scutellonema,cavenessi,Yam,2017
Scutellonema,cavenessi,Tomato,2017
Scutellonema,cavenessi,Carrot,2017
Scutellonema,cavenessi,Maize,2017
Scutellonema,cavenessi,Banana,2017
Mesocriconema,neli,Pinus compartments,1996
Mesocriconema,neli,Acacia,1996
Pratylenchus,zeae,Carrot,2012
Pratylenchus,zeae,Sugarcane,2012
Pratylenchus,zeae,Wheat,2012
Pratylenchus,Brachyurus,Barley,2022
Pratylenchus,Brachyurus,Soybean,2022
Pratylenchus,Brachyurus,Oat,2022
Longidorus,diadecturus,Peach,2017
Longidorus,diadecturus,Grape,2017
Paratrichodorus,allius,Wheat,1999
Paratrichodorus,allius,Alfalfa,1999
Paratrichodorus,allius,Corn,1999
Paratrichodorus,allius,Potato,1999
Paratrichodorus,allius,Tobacco,1999
Globodera,Rostochiensis,Solanum tuberosum,1993
Globodera,Rostochiensis,Potato,1993
Globodera,Rostochiensis,Solanum species,1993
Heterodera,schachtii,Beet,2010
Meloidogyne,inornata,Tomato,2021
Meloidogyne,ichinohei,Coffea arabica,2017
Globodera,pallida,Brassica juncea,2011
Globodera,rostochiensis,Potato,2016
Pratylenchus,penetrans,Apple,2011
Bursaphelenchus,masseyi,Populus tremuloides,2013
Meloidogyne,incognita,Tomato,2013
Meloidogyne,incognita,Solanum lycopersicum,2013
Meloidogyne,incognita,Rice,2020
Rotylenchulus,reniformis,Tomato,2020
Heterodera,elachista,Rice,2013
Heterodera,elachista,Corn,2013
Rotylenchulus,reniformis,Pine,2013
Longidorus,distinctus,Plum,2007
Meloidogyne,incognita,Tomato,2011
Globodera,rostochiensis,Potato,2004
Longidorus,closelongatus,Olive,2014
Meloidogyne,hapla,Tomato,2011
Pratylenchus,neglectus,Wheat,2010
Aphelenchoides,paraxui,Quercus brantii,2017
Aphelenchoides,paraxui,Oak,2017
Heterodera,mediterranea,Olive,2022
Globodera,virginiae,Solanum dulcamara,1995
Globodera,virginiae,Potato,1995
Meloidogyne,luci,Peanut,2014
Meloidogyne,luci,Pepper,2014
Meloidogyne,luci,Cotton,2014
Meloidogyne,luci,Tomato,2014
Meloidogyne,luci,Tobacco,2014
Rotylenchus,corsicus,Yam,2019
Heterodera,mani,Lemon,2022
Heterodera,mani,Fescue,2022
Heterodera,mani,Ryegrass,2022
Heterodera,mani,Potato,2022
Heterodera,mani,Grass,2022
Globodera,rostochiensis,Potato,2004
Mesocriconema,neli,Pinus compartments,1996
Mesocriconema,neli,Acacia,1996
Rotylenchus,robustus,Sunflower,2013
Tylenchorhynchus,claytoni,Grass,2012
Meloidogyne,incognita,Tomato,2016
Meloidogyne,incognita,Solanum lycopersicum,2016
Meloidogyne,Chitwoodi,Soybean,2012
Meloidogyne,hapla,Strawberry,2020
Meloidogyne,incognita,Solanum nigrum,2020
Scutellonema,africanum,Sugarcane,2017
Scutellonema,africanum,Grass,2017
Meloidogyne,incognita,Eucalyptus meliodora,2010
Meloidogyne,incognita,Eucalyptus,2010
Aphelenchoides,stellatus,Rose,2014
Belonolaimus,longicaudatus,Soybean,2003
Meloidogyne,hapla,Tobacco,1984
Meloidogyne,hapla,Nicotiana tabacum,1984
Longidorus,vineacola,Olive,2020
Longidorus,vineacola,Oak,2020
Longidorus,vineacola,Grass,2020
Rotylenchus,uniformis,Carrot,1969
Rotylenchus,uniformis,Orange,1969
Rotylenchus,uniformis,Bean,1969
Rotylenchus,uniformis,Cauliflower,1969
Xiphinema,elongatum,Olive,1993
Belonolaimus,longicaudatus,Strawberry,2019
Heterodera,avenae,Wheat,2013
Globodera,rostochiensis,Potato,2020
Rotylenchus,wimbii,Millet,2021
Heterodera,glycines,Glycine max,2017
Heterodera,glycines,Soybean,2017
Globodera,pallida,Potato,1997
Meloidogyne,incognita,Lycopersicon peruvianum,1998
Meloidogyne,incognita,Potato,1998
Meloidogyne,incognita,Tomato,1998
Aphelenchoides,huntensis,Pine,2016
Meloidogyne,fallax,Solanum spp,1995
Meloidogyne,fallax,Solanum species,1995
Meloidogyne,arenaria,Peanut,2018
Meloidogyne,arenaria,Arachis hypogaea,2018
Meloidogyne,arenaria,Soybean,2018
Meloidogyne,arenaria,Glycine max,2018
Hirschmanniella,oryzae,Rice,1992
Hirschmanniella,oryzae,Rice,2012
Hirschmanniella,oryzae,Oryza sativa,2012
Meloidogyne,Chitwoodi,Beta vulgaris,1999
Meloidogyne,Chitwoodi,Beet,1999
Globodera,pallida,Brassica juncea,2011
Meloidogyne,acronea,Cotton,2010
Meloidogyne,acronea,Gossypium spp,2010
Meloidogyne,daklakensis,Coffea canephora,2018
Meloidogyne,daklakensis,Coffee,2018
Meloidogyne,phaseoli,Medicago lupulina,2020
Meloidogyne,christiei,Peanut,1986
Meloidogyne,christiei,Pepper,1986
Meloidogyne,christiei,Cotton,1986
Meloidogyne,christiei,Tomato,1986
Meloidogyne,christiei,Citrus,1986
Meloidogyne,christiei,Quercus laevis,1986
Meloidogyne,christiei,Tobacco,1986
Meloidogyne,christiei,Oak,1986
Anguina,australis,Ryegrass,2001
Anguina,australis,Grass,2001
Meloidogyne,izalcoensis,Coffee,2005
Heterodera,glycines,Soybean,2010
Pratylenchus,coffeae,Coffea liberica,2020
Pratylenchus,coffeae,Coffea canephora,2020
Pratylenchus,coffeae,Coffee,2020
Mesocriconema,neli,Pinus compartments,1996
Mesocriconema,neli,Acacia,1996
Rotylenchulus,reniformis,Pineapple,2013
Meloidogyne,javanica,Clover,1999
Meloidogyne,javanica,Trifolium repens,1999
Meloidogyne,incognita,Eggplant,2021
Meloidogyne,incognita,Solanum melongena,2021
Pratylenchus,speijeri,Plantain,2012
Pratylenchus,speijeri,Musa spp,2012
Pratylenchus,zeae,Carrot,2012
Pratylenchus,zeae,Sugarcane,2012
Pratylenchus,zeae,Wheat,2012
Tylenchulus,clavicaudatus,Pinus elliottii,1983
Tylenchulus,clavicaudatus,Oak,1983
Tylenchulus,clavicaudatus,Pine,1983
Tylenchulus,clavicaudatus,Pinus clausa,1983
Tylenchulus,clavicaudatus,Quercus falcata,1983
Radopholus,similis,Banana,2020
Heterodera,raskii,Grass,1984
Xiphinema,diversicaudatum,Strawberry,1964
Xiphinema,diversicaudatum,Plum,1964
Xiphinema,diversicaudatum,Cherry,1964
Xiphinema,diversicaudatum,Raspberry,1964
Tylenchulus,floridensis,Pinus elliottii,1983
Tylenchulus,floridensis,Oak,1983
Tylenchulus,floridensis,Pine,1983
Tylenchulus,floridensis,Pinus clausa,1983
Tylenchulus,floridensis,Quercus falcata,1983
Rotylenchus,phaliurus,Banana,1979
Meloidogyne,canadense,Allium canadense,2018
Pratylenchus,crenatus,Oat,2007
Pratylenchus,crenatus,Soybean,2007
Pratylenchus,crenatus,Corn,2007
Rotylenchulus,reniformis,Cotton,1996
Pratylenchus,pratensis,Glycine max,2021
Pratylenchus,pratensis,Soybean,2021
Heterodera,avenae,Wheat,2009
Heterodera,glycines,Soybean,2002
Rotylenchus,phaliurus,Banana,1979
Pratylenchus,scribneri,Tomato,1975
Pratylenchus,parazeae,Sugarcane,2015
Pratylenchus,parazeae,Saccharum sinensis,2015
Helicotylenchus,abunaamai,Citrus,2019
Heterodera,salixophila,Willow,2020
Meloidogyne,incognita,Tomato,2016
Meloidogyne,incognita,Solanum lycopersicum,2016
Longidorus,leptocephalus,Strawberry,2013
Longidorus,leptocephalus,Fragaria ananassa,2013
Meloidogyne,chitwoodi,Tomato,2011
Globodera,rostochiensis,Potato,2020
Meloidogyne,xenoplax,Plum,2009
Xiphinema,index,Pine,2013
Heterodera,glycines,Soybean,2020
Heterodera,australis,Wheat,2011
Aphelenchoides,fujianensis,Strawberry,2019
Aphelenchoides,fujianensis,Soybean,2019
Aphelenchoides,fujianensis,Alfalfa,2019
Meloidogyne,paranaensis,Coffee,2002
Xiphinema,californicum,Cherry,1993
Xiphinema,californicum,Tobacco,1993
Xiphinema,californicum,Tomato,1993
Meloidogyne,enterolobii,Tomato,2011
Bursaphelenchus,xylophilus,Pine,2013
Helicotylenchus,dihystera,Sugarcane,2007
Meloidogyne,javanica,Cucumber,2020
Meloidogyne,javanica,Cucumis sativus,2020
Meloidogyne,javanica,Tomato,2020
Meloidogyne,javanica,Strawberry,2020
Meloidogyne,javanica,Cucumis melo,2020
Xiphinema,americanum,Corn,1978
Heterodera,latipons,Wheat,2013
Heterodera,latipons,Barley,2013
Globodera,rostochiensis,Tomato,2012
Globodera,rostochiensis,Solanum pimpinellifolium,2012
Bursaphelenchus,hellenicus,Pinus und,2001
Bursaphelenchus,xylophilus,Pine,2013
Meloidogyne,enterolobii,Tomato,2011
Meloidogyne,hapla,Tomato,2011
Xiphinema,campinense,Peach,1960
Meloidogyne,incognita,Solanum nigrum,2020
Meloidogyne,ardenensis,Coffea arabica,2017
Hoplolaimus,magnistylus,Cotton,1989
Hoplolaimus,magnistylus,Soybean,1989
Hoplolaimus,smokyensis,Tulip,2019
Aphelenchoides,iranicus,Oak,2016
Pratylenchus,coffeae,Yam,1988
Pratylenchus,coffeae,Cassava,1988
Pratylenchus,coffeae,Taro,1988
Pratylenchus,coffeae,Pepper,1988
Pratylenchus,coffeae,Rice,1988
Pratylenchus,coffeae,Citrus,1988
Pratylenchus,coffeae,Potato,1988
Pratylenchus,coffeae,Tobacco,1988
Pratylenchus,coffeae,Sweet Potato,1988
Pratylenchus,coffeae,Sugarcane,1988
Pratylenchus,coffeae,Banana,1988
Pratylenchus,coffeae,Ginger,1988
Heterodera,medicaginis,Alfalfa,2020
Ditylenchus,dipsaci,Carrot,2021
Ditylenchus,dipsaci,Sugar Beet,2021
Ditylenchus,dipsaci,Beet,2021
Heterodera,Goettingiana,Cabbage,2013
Xiphinema,barense,Olive,2015
Radopholus,citrophilus,Lemon,1988
Radopholus,citrophilus,Citrus,1988
Pratylenchus,brachyurus,Pea,2019
Pratylenchus,brachyurus,Bean,2019
Pratylenchus,brachyurus,Maize,2019
Pratylenchus,brachyurus,Hemp,2019
Pratylenchus,brachyurus,Pigeon Pea,2019
Pratylenchus,brachyurus,Soybean,2019
Longidorus,elongatus,Cherry,1981
Heterodera,glycines,Soybean,2020
Xiphinema,macrodora,Olive,2016
Mesocriconema,ornatum,Peanut,2020
Mesocriconema,ornatum,Cotton,2020
Rotylenchus,cretensis,Olive,2015
Aphelenchoides,bicaudatus,Potato,1981
Pratylenchus,neglectus,Potato,1980
Longidorus,iranicus,Palm,2012
Longidorus,iranicus,Pine,2012
Longidorus,iranicus,Pinus sylvestris,2012
Scutellonema,cavenessi,Peanut,1999
Bursaphelenchus,xylophilus,Pine,1985
Bursaphelenchus,sycophilus,Fig,2014
Meloidogyne,incognita,Tomato,2013
Scutellonema,magniphasma,Coconut,2014
Longidorus,brevicaudatus,Maize,2020
Meloidogyne,minor,Potato,2011
Meloidogyne,minor,Grass,2011
Aphelenchoides,gorganensis,Oak,2017
Aphelenchoides,gorganensis,Rose,2017
Xiphinema,iznajarense,Olive,2016
Heterodera,filipjevi,Wheat,2017
Meloidogyne,incognita,Tomato,2011
Meloidogyne,moensi,Coffee,2019
Trichodorus,primitivus,Cucumber,1971
Trichodorus,primitivus,Potato,1971
Trichodorus,primitivus,Tobacco,1971
Meloidogyne,javanica,Tomato,2020
Tylenchorhynchus,cylindricus,Pinus edulis,1972
Helicotylenchus,ciceri,Lentil,2020
Helicotylenchus,ciceri,Chickpea,2020
Tylenchulus,semipenetrans,Citrus,2020
Hirschmanniella,oryzae,Sugarcane,1984
Hirschmanniella,oryzae,Rice,1984
Hirschmanniella,loofi,Grass,2010
Bursaphelenchus,willi,Potato,2022
Bursaphelenchus,willi,Oak,2022
Bursaphelenchus,mucronatus,Pine,2012
Pratylenchus,araucensis,Plantain,2022
Pratylenchus,araucensis,Banana,2022
Tylenchulus,musicola,Sugarcane,2012
Tylenchulus,musicola,Orange,2012
Tylenchulus,musicola,Banana,2012
Pratylenchus,brachyurus,Alfalfa,1969
Meloidogyne,incognita,Solanum nigrum,2020
Meloidogyne,javanica,Tomato,2020
Longidorus,danuvii,Quercus petraea,2007
Meloidogyne,arenaria,Tomato,2020
Meloidogyne,arenaria,Solanum sisymbriifolium,2020
Mesocriconema,xenoplax,Vitis species,2012
Mesocriconema,xenoplax,Grape,2012
Longidorus,closelongatus,Olive,2014
Aphelenchoides,besseyi,Rice,2021
Belonolaimus,longicaudatus,Cucumber,2020
Belonolaimus,longicaudatus,Cucumis sativus,2020
Belonolaimus,longicaudatus,Tomato,2020
Belonolaimus,longicaudatus,Strawberry,2020
Belonolaimus,longicaudatus,Cucumis melo,2020
Meloidogyne,incognita,Eucalyptus meliodora,2010
Meloidogyne,incognita,Eucalyptus,2010
Xiphinema,rivesi,Malus domestica,2022
Hemicycliophora,oostenbrinki,Rice,1999
Pratylenchus,P.brachyurus,Cotton,2020
Pratylenchus,P.brachyurus,Banana,2020
Pratylenchus,P.brachyurus,Tomato,2020
Meloidogyne,acrita,Cotton,1984
Meloidogyne,incognita,Tomato,2006
Bursaphelenchus,xylophilus,Pine,2013
Meloidogyne,incognita,Tomato,1988
Pratylenchus,haiduongensis,Carrot,2017
Pratylenchus,haiduongensis,Daucus carota,2017
Xiphinema,poasense,Eucalyptus,2018
Meloidogyne,incognita,Tomato,2020
Tylenchorhynchus,goffarti,Cotton,1989
Tylenchorhynchus,goffarti,Soybean,1989
Meloidogyne,kralli,Olive,2015
Pratylenchus,thornei,Wheat,2010
Rotylenchulus,macrosoma,Hazelnut,2017
Rotylenchulus,macrosoma,Olive,2017
Meloidogyne,incognita,Tomato,2014
Xiphinema,oleae,Olive,2016
Rotylenchulus,reniformis,Cotton,2007
Tylenchorhynchus,maximus,Grass,1992
Xiphinema,herakliense,Olive,2015
Ditylenchus,dipsaci,Pea,2008
Ditylenchus,dipsaci,Wheat,2008
Ditylenchus,dipsaci,Barley,2008
Hirschmanniella,miticausa,Yam,1988
Hirschmanniella,miticausa,Cassava,1988
Hirschmanniella,miticausa,Taro,1988
Hirschmanniella,miticausa,Pepper,1988
Hirschmanniella,miticausa,Rice,1988
Hirschmanniella,miticausa,Citrus,1988
Hirschmanniella,miticausa,Potato,1988
Hirschmanniella,miticausa,Tobacco,1988
Hirschmanniella,miticausa,Sweet Potato,1988
Hirschmanniella,miticausa,Sugarcane,1988
Hirschmanniella,miticausa,Banana,1988
Hirschmanniella,miticausa,Ginger,1988
Heterodera,iri,Clover,1975
Heterodera,schachtii,Sugar Beet,1988
Heterodera,schachtii,Beta vulgaris,1988
Heterodera,schachtii,Beet,1988
Tylenchulus,semipenetrans,Orange,1969
Tylenchulus,semipenetrans,Citrus,1969
Ditylenchus,gigas,Bean,2011
Heterodera,cruciferae,Cabbage,2013
Meloidogyne,incognita,Eucalyptus meliodora,2010
Meloidogyne,incognita,Eucalyptus,2010
Pratylenchus,curvicauda,Canola,2020
Pratylenchus,curvicauda,Wheat,2020
Pratylenchus,curvicauda,Barley,2020
Pratylenchus,curvicauda,Chickpea,2020
Pratylenchus,curvicauda,Tomato,2020
Pratylenchus,curvicauda,Ryegrass,2020
Pratylenchus,curvicauda,Soybean,2020
Pratylenchus,capsici,Pepper,2019
Aphelenchoides,limberi,Grape,2010
Pratylenchus,curvicauda,Canola,2020
Pratylenchus,curvicauda,Wheat,2020
Pratylenchus,curvicauda,Barley,2020
Pratylenchus,curvicauda,Chickpea,2020
Pratylenchus,curvicauda,Tomato,2020
Pratylenchus,curvicauda,Ryegrass,2020
Pratylenchus,curvicauda,Soybean,2020
Meloidogyne,incognita,Tomato,2016
Meloidogyne,incognita,Solanum lycopersicum,2016
Aphelenchoides,pseudogoodeyi,Strawberry,2019
Aphelenchoides,pseudogoodeyi,Soybean,2019
Aphelenchoides,pseudogoodeyi,Alfalfa,2019
Tylenchorhynchus,annulatus,Sugarcane,2007
Xiphinema,macroacanthum,Olive,2013
Longidorus,africanus,Olive,2016
Longidorus,glycines,Soybean,2004
Scutellonema,truncatum,Soybean,2001
Ditylenchus,dipsaci,Pine,2013
Radopholus,daklakensis,Coffee,2012
Xiphinema,californicum,Pine,1985
Rotylenchulus,reniformis,Cotton,2007
Pratylenchus,brachyurus,Soybean,2021
Heterodera,daverti,Clover,2015
Meloidogyne,javanica,Soybean,2013
Meloidogyne,ottersoni,Rice,2021
Dolichodorus,mediterraneus,Quercus suber,2007
Dolichodorus,mediterraneus,Oak,2007
Aphelenchoides,pseudobesseyi,Strawberry,2021
Aphelenchoides,pseudobesseyi,Rice,2021
Rotylenchulus,macrodoratus,Olive,1993
Tylenchorhynchus,ewingi,Wheat,2012
Tylenchorhynchus,ewingi,Millet,2012
Tylenchorhynchus,ewingi,Oat,2012
Tylenchorhynchus,ewingi,Ryegrass,2012
Tylenchorhynchus,ewingi,Rye,2012
Tylenchorhynchus,ewingi,Pine,2012
Tylenchorhynchus,ewingi,Sorghum,2012
Heterodera,microulae,Lemon,2020
Radopholus,daklakensis,Coffee,2012
Meloidogyne,javanica,Tomato,2011
Heterodera,schachtii,Sugar Beet,1997
Heterodera,schachtii,Beta vulgaris,1997
Heterodera,schachtii,Beet,1997
Bursaphelenchus,xylophilus,Pine,2013
Longidorus,raskii,Vitis vinifera,2011
Meloidogyne,incognita,Cowpea,1997
Meloidogyne,incognita,Vigna unguiculata,1997
Meloidogyne,incognita,Vigna species,1997
Aphelenchoides,huntensis,Pine,2016
Mesocriconema,xenoplax,Vitis species,2012
Mesocriconema,xenoplax,Grape,2012
Meloidogyne,enterolobii,Tomato,2011
Bursaphelenchus,xylophilus,Pine,2021
Meloidogyne,hapla,Tomato,2020
Heterodera,glycines,Soybean,2002
Meloidogyne,hapla,Tomato,2020
Meloidogyne,kralli,Olive,2015
Meloidogyne,kralli,Olive,2015
Meloidogyne,incognita,Tomato,2020
Globodera,rostochiensis,Potato,1994
Anguina,graminis,Orange,2002
Anguina,graminis,Rose,2002
Meloidogyne,javanica,Chickpea,2020
Meloidogyne,incognita,Tomato,2016
Meloidogyne,incognita,Solanum lycopersicum,2016
Meloidogyne,incognita,Tomato,2020
Bursaphelenchus,xylophilus,Pine,2011
Longidorus,macrosoma,Vitis vinifera,2011
Meloidogyne,salasi,Rice,2006
Hemicycliophora,lutosa,Sugarcane,2010
Scutellonema,clathricaudatum,Groundnut,1992
Rotylenchus,uniformis,Carrot,1969
Rotylenchus,uniformis,Orange,1969
Rotylenchus,uniformis,Bean,1969
Rotylenchus,uniformis,Cauliflower,1969
Tylenchorhynchus,brevilineatus,Rice,2020
Tylenchorhynchus,brevilineatus,Wheat,2020
Helicotylenchus,egyptiensis,Grass,1976
Meloidogyne,incognita,Wheat,2020
Meloidogyne,incognita,Tomato,2013
Meloidogyne,javanica,Cucumber,2020
Meloidogyne,javanica,Cucumis sativus,2020
Meloidogyne,javanica,Tomato,2020
Meloidogyne,javanica,Strawberry,2020
Meloidogyne,javanica,Cucumis melo,2020
Pratylenchus,alleni,Potato,1980
Radopholus,arabocoffeae,Coffee,2012
Meloidogyne,incognita,Lycopersicon peruvianum,1998
Meloidogyne,incognita,Potato,1998
Meloidogyne,incognita,Tomato,1998
Globodera,pallida,Potato,2020
Bursaphelenchus,juglandis,Walnut,2021
Meloidogyne,incognita,Tomato,2014
Heterodera,sacchari,Sugarcane,1984
Heterodera,sacchari,Rice,1984
Trichodorus,eburneus,Rice,1999
Meloidogyne,incognita,Strawberry,2021
Heterodera,glycines,Glycine max,2014
Heterodera,glycines,Soybean,2014
Globodera,pallida,Potato,1997
Meloidogyne,megadora,Phaseolus vulgaris,2003
Meloidogyne,Incognita,Chickpea,2009
Meloidogyne,INCOGNITA,Tomato,1989
Meloidogyne,cruciani,Lycopersicon esculentum,1982
Meloidogyne,cruciani,Tomato,1982
Meloidogyne,incognita,Tomato,1988
Longidorus,quercus,Peach,2021
Longidorus,quercus,Quercus crassipes,2021
Longidorus,quercus,Oak,2021
Bursaphelenchus,yongensis,Pine,2015
Bursaphelenchus,yongensis,Potato,2015
Bursaphelenchus,yongensis,Pinus rigida,2015
Hirschmanniella,oryzae,Rice,2020
Globodera,pallida,Brassica juncea,2011
Meloidogyne,exigua,Coffea arabica,2010
Meloidogyne,exigua,Coffee,2010
Xiphinema,cadavalense,Olive,2016
Pratylenchus,neglectus,Wheat,2010
Xiphinema,zulu,Sugarcane,2007
Meloidogyne,arenaria,Tomato,2011
Pratylenchus,penetrans,Lily,1993
Mesocriconema,involutum,Grass,2016
Tylenchulus,semipenetrans,Brassica oleraceae,2004
Tylenchulus,semipenetrans,Brassica hirta,2004
Tylenchulus,semipenetrans,Broccoli,2004
Globodera,rostochiensis,Tomato,2012
Globodera,rostochiensis,Solanum pimpinellifolium,2012
Meloidogyne,javanica,Tomato,2011
Globodera,mexicana,Potato,2020
Aphelenchoides,besseyi,Pine,2013
Meloidogyne,incognita,Tomato,2013
Meloidogyne,incognita,Solanum lycopersicum,2013
Globodera,pallida,Potato,2000
Dolichodorus,similis,Pine,1981
Dolichodorus,similis,Grass,1981
Tylenchorhynchus,dubius,Clover,1980
Meloidogyne,moensi,Coffee,2019
Pratylenchus,zeae,Soybean,1979
Heterodera,goettingiana,Pea,1981
Meloidogyne,incognita,Beta vulgaris,2020
Meloidogyne,incognita,Beetroot,2020
Meloidogyne,luci,Tomato,2019
Meloidogyne,microtyla,Tomato,1975
Meloidogyne,microtyla,Grass,1975
Pratylenchus,parazeae,Sugarcane,2015
Pratylenchus,parazeae,Saccharum sinensis,2015
Globodera,rostochiensis,Solanum tuberosum,1983
Globodera,rostochiensis,Solanum vernei,1983
Meloidogyne,chitwoodi,Potato,2020
Globodera,pallida,Tomato,1995
Xiphinema,hunaniense,Acacia,2016
Pratylenchus,dunensis,Grass,2007
Radopholus,similis,Pine,2013
Pratylenchus,araucensis,Plantain,2022
Pratylenchus,araucensis,Banana,2022
Paratrichodorus,allius,Pepper,2008
Paratrichodorus,allius,Rye,2008
Paratrichodorus,allius,Potato,2008
Paratrichodorus,allius,Bean,2008
Pratylenchus,allius,Pepper,2008
Pratylenchus,allius,Rye,2008
Pratylenchus,allius,Potato,2008
Pratylenchus,allius,Bean,2008
Anguina,microlaenae,Ryegrass,2001
Meloidogyne,incognita,Tomato,2016
Meloidogyne,incognita,Solanum lycopersicum,2016
Heterodera,pakistanensis,Lemon,1986
Heterodera,pakistanensis,Triticum aestivum,1986
Heterodera,pakistanensis,Wheat,1986
Helicotylenchus,digonicus,Medicago saliva,1980
Helicotylenchus,digonicus,Alfalfa,1980
Meloidogyne,inornata,Tobacco,2016
Radopholus,Similis,Plantain,2022
Radopholus,Similis,Banana,2022
Meloidogyne,acrita,Tomato,1987
Meloidogyne,incognita,Solanum macrocarpon,2011
Meloidogyne,incognita,Solanum torvum,2011
Meloidogyne,incognita,Eggplant,2011
Meloidogyne,incognita,Solanum melongena,2011
Meloidogyne,incognita,Solanum aethiopicum,2011
Meloidogyne,incognita,Solanum incanum,2011
Pratylenchus,parafloridensis,Grass,2010
Meloidogyne,Phaseoli,Chickpea,2009
Xiphinema,vuittenezi,Kiwi,2022
Meloidogyne,arenaria,Tomato,2011
Mesocriconema,solivagum,Oak,2000
Bursaphelenchus,cocophilus,Palm,2002
Bursaphelenchus,cocophilus,Coconut,2002
Meloidogyne,paranaensis,Coffea arabica,2010
Meloidogyne,paranaensis,Coffee,2010
Hirschmanniella,imamuri,Strawberry,2005
Hirschmanniella,imamuri,Fragaria ananassa,2005
Pratylenchus,parazeae,Sugarcane,2015
Pratylenchus,parazeae,Saccharum sinensis,2015
Meloidogyne,chitwoodi,Peanut,1980
Meloidogyne,chitwoodi,Wheat,1980
Meloidogyne,chitwoodi,Corn,1980
Meloidogyne,chitwoodi,Pepper,1980
Meloidogyne,chitwoodi,Tomato,1980
Meloidogyne,chitwoodi,Strawberry,1980
Meloidogyne,chitwoodi,Solanum tuberosum,1980
Meloidogyne,chitwoodi,Potato,1980
Heterodera,glycines,Soybean,2010
Heterodera,glycines,Beet,2010
Hoplolaimus,galeatus,Soybean,1971
Bursaphelenchus,sycophilus,Fig,2014
Longidorus,pisi,Soybean,2001
Meloidogyne,izalcoensis,Coffea arabica,2014
Meloidogyne,izalcoensis,Coffee,2014
Mesocriconema,xenoplax,Prunus dulcis,2022
Mesocriconema,xenoplax,Almond,2022
Meloidogyne,incognita,Wheat,2020
Meloidogyne,artiellia,Chickpea,2011
Pratylenchus,penetrans,Soybean,2020
Meloidogyne,oteifae,Coffea arabica,2017
Tylenchulus,semipenetrans,Brassica cultivars,1997
Tylenchulus,semipenetrans,Brassica green,1997
Tylenchulus,semipenetrans,Citrus,1997
Tylenchulus,semipenetrans,Brassica spp,1997
Aphelenchoides,cibolensis,Pinus edulis,1972
Meloidogyne,incognita,Beta vulgaris,2020
Meloidogyne,incognita,Beetroot,2020
Globodera,pallida,Potato,2000
Meloidogyne,minor,Potato,2011
Meloidogyne,minor,Grass,2011
Pratylenchus,rwandae,Maize,2018
Meloidogyne,oteifae,Coffea arabica,2017
Pratylenchus,thornei,Rice,2020
Pratylenchus,thornei,Wheat,2020
Rotylenchus,cretensis,Olive,2015
Hoplolaimus,smokyensis,Tulip,2019
Meloidogyne,naasi,Tomato,2011
Hirschmanniella,mucronata,Rice,1992
Rotylenchus,wimbii,Millet,2021
Pratylenchus,loosi,Malus domestica,2022
Pratylenchus,loosi,Tomato,2022
Aphelenchoides,besseyi,Rice,1999
Aphelenchoides,besseyi,Oryza sativa,1999
Heterodera,glycines,Soybean,2020
Heterodera,zeae,Corn,1983
Meloidogyne,ottersoni,Coffee,2019
Pratylenchus,renifer,Blueberry,2012
Mesocriconema,medani,Pineapple,2023
Meloidogyne,incognita,Lycopersicon esculentum,2005
Globodera,pallida,Brassica juncea,2011
Pratylenchus,oleae,Olive,2014
Heterodera,glycines,Soybean,2012
Pratylenchus,brachyurus,Soybean,2021
Meloidogyne,javanica,Soybean,2013
Pratylenchus,penetrans,Apple,2015
Pratylenchus,penetrans,Brassica juncea,2015
Hoplolaimus,pararobustus,Maize,1994
Hoplolaimus,pararobustus,Banana,1994
Hoplolaimus,pararobustus,Groundnut,1994
Hoplolaimus,pararobustus,Plantain,1994
Heterodera,goettingiana,Soybean,2006
Pratylenchus,jaehni,Citrus,2001
Longidorus,biformis,Soybean,2004
Longidorus,americanus,Pine,2005
Longidorus,americanus,Pinus taeda,2005
Anguina,limberi,Wheat,2002
Anguina,limberi,Barley,2002
Anguina,limberi,Corn,2002
Anguina,limberi,Tomato,2002
Anguina,limberi,Eggplant,2002
Anguina,limberi,Potato,2002
Anguina,limberi,Beet,2002
Trichodorus,japonicus,Pear,2013
Pratylenchus,dunensis,Grass,2007
Meloidogyne,Javanica,Tea,2020
Meloidogyne,Javanica,Soybean,2020
Meloidogyne,incognita,Eggplant,2021
Meloidogyne,incognita,Solanum melongena,2021
Pratylenchus,brachyurus,Gossypium hirsutum,1978
Pratylenchus,brachyurus,Cotton,1978
Meloidogyne,incognita,Eggplant,2021
Meloidogyne,incognita,Solanum melongena,2021
Radopholus,similis,Pine,2013
Meloidogyne,javanica,Cowpea,1997
Meloidogyne,javanica,Vigna unguiculata,1997
Meloidogyne,javanica,Vigna species,1997
Hoplolaimus,seinhorsti,Fig,2019
Hemicycliophora,oostenbrinki,Rice,1999
Bursaphelenchus,masseyi,Populus tremuloides,2013
